Date,price1,price2
20170721,106.061,26.5357
20170724,107.9533,26.1019
20170725,113.6322,25.8397
20170726,113.6138,26.3953
20170727,114.0384,26.3895
20170728,114.1756,26.5822
20170731,114.0413,26.7059
20170801,113.2294,26.8167
20170802,112.9227,26.7218
20170803,113.4132,26.8593
20170804,114.2278,26.8037
20170807,114.6953,26.7507
20170808,114.6819,26.6839
20170809,114.7359,26.6345
20170810,113.3569,26.5496
20170814,113.8375,25.9086
20170815,113.698,25.5467
20170816,114.0953,25.3313
20170817,113.5884,25.668
20170818,113.8316,25.617
20170821,113.649,25.6521
20170822,115.4172,25.6013
20170823,114.97,25.6961
20170824,114.7507,25.6021
20170825,115.6763,26.1305
20170828,115.0711,26.6069
20170829,115.9753,26.6477
20170830,117.1394,26.4465
20170831,117.824,26.8125
20170901,118.3804,26.6667
20170905,118.401,26.8742
20170906,117.6541,27.1675
20170907,117.5987,28.2357
20170908,117.9874,28.8582
20170911,118.2787,28.8904
20170912,120.5112,28.3466
20170913,119.9204,28.3738
20170914,120.2624,27.7522
20170915,121.2671,27.6806
20170919,124.5963,28.066
20170920,124.7326,28.3487
20170921,124.6119,28.4853
20170922,124.6734,28.7681
20170925,124.2334,28.559
20170926,124.7011,28.0873
20170927,124.7865,28.1778
20170928,124.7227,28.7759
20170929,124.9166,28.4546
20171002,124.4208,28.3919
20171003,125.0301,28.3933
20171004,126.5569,28.8438
