3.00E+00,1.19%,8.34E-03,1.00E+00,1.00E+00,3.00E+00,5.00E+00,,-0.87%,2.06%
1.00E+00,-1.77%,5.84E-02,2.67E-01,3.00E-01,9.00E+00,1.50E+01,,-2.06%,0.29%
1.50E+00,0.39%,4.51E-02,6.36E-01,5.53E-01,7.00E+00,1.10E+01,,0.39%,0.00%
2.00E+00,2.63%,4.19E-02,7.14E-01,8.84E-01,6.00E+00,7.00E+00,,1.76%,0.87%
2.50E+00,-0.71%,1.19E-02,2.00E-01,1.96E-01,2.00E+00,5.00E+00,,-1.72%,1.01%
2.00E+00,2.68%,8.01E-02,4.29E-01,7.57E-01,5.00E+00,7.00E+00,,2.62%,0.06%
1.00E+00,0.34%,5.87E-02,6.25E-01,5.36E-01,9.00E+00,1.60E+01,,0.10%,0.25%
3.00E+00,0.78%,1.86E-02,7.14E-01,8.09E-01,4.00E+00,7.00E+00,,0.27%,0.51%
3.00E+00,5.32%,4.77E-02,1.00E+00,1.00E+00,1.70E+01,3.00E+00,,1.45%,3.87%
1.50E+00,0.24%,2.72E-02,6.67E-01,5.59E-01,5.00E+00,6.00E+00,,0.24%,0.00%
2.50E+00,3.95%,4.90E-02,6.00E-01,8.99E-01,8.00E+00,5.00E+00,,-0.10%,4.05%
3.00E+00,0.65%,2.84E-02,3.33E-01,6.73E-01,3.00E+00,3.00E+00,,-0.33%,0.99%
2.00E+00,1.79%,8.20E-02,6.92E-01,6.36E-01,9.00E+00,1.30E+01,,1.77%,0.03%
3.00E+00,0.57%,5.50E-02,4.00E-01,5.80E-01,1.10E+01,5.00E+00,,-2.71%,3.28%
3.00E+00,18.59%,nan,1.00E+00,1.00E+00,1.30E+01,1.00E+00,,4.91%,13.69%
2.00E+00,2.59%,2.75E-02,8.18E-01,9.73E-01,1.40E+01,1.10E+01,,0.80%,1.79%
3.00E+00,2.39%,8.24E-02,4.00E-01,6.86E-01,1.10E+01,5.00E+00,,0.38%,2.02%
1.00E+00,1.69%,6.80E-02,6.96E-01,6.58E-01,7.00E+00,2.30E+01,,1.20%,0.49%
1.50E+00,3.54%,1.05E-01,7.00E-01,6.96E-01,9.00E+00,1.00E+01,,3.54%,0.00%
3.00E+00,1.46%,6.79E-02,5.00E-01,6.52E-01,4.00E+00,2.00E+00,,-0.08%,1.55%
2.00E+00,1.26%,7.72E-02,5.00E-01,6.10E-01,9.00E+00,1.00E+01,,0.97%,0.29%
1.50E+00,1.85%,5.61E-02,6.92E-01,7.19E-01,7.00E+00,1.30E+01,,1.85%,0.00%
3.00E+00,3.07%,9.11E-02,3.33E-01,7.59E-01,1.70E+01,3.00E+00,,0.61%,2.46%
1.50E+00,2.67%,9.52E-02,8.00E-01,7.06E-01,7.00E+00,5.00E+00,,2.67%,0.00%
2.50E+00,-0.43%,4.04E-02,4.29E-01,4.20E-01,4.00E+00,7.00E+00,,-2.76%,2.33%
1.00E+00,0.49%,6.52E-02,5.26E-01,5.48E-01,1.00E+01,1.90E+01,,-0.31%,0.79%
1.00E+00,2.52%,6.44E-02,6.43E-01,7.21E-01,6.00E+00,1.40E+01,,1.59%,0.93%
3.00E+00,3.25%,7.33E-02,5.00E-01,7.73E-01,8.00E+00,6.00E+00,,-0.04%,3.29%
1.50E+00,3.72%,6.52E-02,7.50E-01,7.94E-01,7.00E+00,8.00E+00,,3.72%,0.00%
2.00E+00,6.09%,3.28E-02,1.00E+00,1.00E+00,1.20E+01,3.00E+00,,5.73%,0.36%
3.00E+00,2.18%,4.61E-02,6.67E-01,7.74E-01,4.00E+00,6.00E+00,,1.36%,0.82%
3.00E+00,1.42%,3.92E-02,5.00E-01,7.57E-01,1.40E+01,2.00E+00,,0.73%,0.69%
1.00E+00,-0.26%,3.28E-02,4.67E-01,4.47E-01,9.00E+00,1.50E+01,,-0.89%,0.62%
1.00E+00,-1.90%,9.92E-02,5.00E-01,3.24E-01,8.00E+00,1.80E+01,,-2.65%,0.75%
1.00E+00,-3.93%,1.10E-01,4.38E-01,1.75E-01,9.00E+00,1.60E+01,,-4.74%,0.81%
1.50E+00,8.11%,6.06E-02,8.89E-01,9.99E-01,6.00E+00,9.00E+00,,8.11%,0.00%
2.00E+00,5.82%,5.89E-02,7.78E-01,9.24E-01,7.00E+00,9.00E+00,,3.48%,2.34%
2.50E+00,4.20%,4.44E-02,1.00E+00,1.00E+00,9.00E+00,3.00E+00,,0.69%,3.51%
1.50E+00,2.76%,5.37E-02,6.36E-01,8.04E-01,6.00E+00,1.10E+01,,2.76%,0.00%
3.00E+00,4.39%,4.69E-02,1.00E+00,1.00E+00,1.60E+01,6.00E+00,,2.46%,1.92%
1.00E+00,2.29%,6.50E-02,7.50E-01,6.89E-01,1.00E+01,1.20E+01,,1.94%,0.35%
2.50E+00,3.57%,7.69E-02,7.78E-01,7.52E-01,1.10E+01,9.00E+00,,-0.54%,4.10%
2.50E+00,5.62%,8.89E-02,7.50E-01,8.63E-01,1.70E+01,8.00E+00,,3.08%,2.54%
3.00E+00,2.55%,8.42E-02,5.00E-01,7.38E-01,7.00E+00,6.00E+00,,0.54%,2.01%
1.00E+00,0.65%,5.78E-02,4.00E-01,5.73E-01,9.00E+00,1.50E+01,,0.43%,0.22%
2.00E+00,4.08%,5.26E-02,7.78E-01,8.60E-01,7.00E+00,9.00E+00,,1.55%,2.53%
1.50E+00,3.38%,6.29E-02,8.00E-01,7.82E-01,8.00E+00,1.50E+01,,3.38%,0.00%
1.00E+00,-0.66%,5.37E-02,5.83E-01,4.05E-01,7.00E+00,1.20E+01,,-0.73%,0.07%
1.50E+00,1.16%,6.93E-02,5.00E-01,6.08E-01,6.00E+00,8.00E+00,,1.16%,0.00%
2.00E+00,1.30%,4.25E-02,4.55E-01,7.12E-01,4.00E+00,1.10E+01,,0.93%,0.37%
2.00E+00,4.35%,7.40E-02,7.27E-01,8.71E-01,6.00E+00,1.10E+01,,1.24%,3.11%
2.50E+00,1.49%,3.78E-02,6.67E-01,7.77E-01,4.00E+00,3.00E+00,,-3.11%,4.60%
3.00E+00,1.43%,2.58E-02,6.00E-01,8.33E-01,5.00E+00,5.00E+00,,0.15%,1.29%
3.00E+00,1.18%,1.02E-03,1.00E+00,1.00E+00,2.00E+00,2.00E+00,,-0.17%,1.36%
1.00E+00,1.57%,2.79E-02,5.00E-01,8.69E-01,3.00E+00,1.20E+01,,1.39%,0.18%
3.00E+00,4.32%,nan,1.00E+00,1.00E+00,5.00E+00,1.00E+00,,-0.41%,4.73%
2.50E+00,3.12%,9.81E-03,1.00E+00,1.00E+00,6.00E+00,4.00E+00,,-0.10%,3.22%
3.00E+00,1.37%,5.59E-02,5.00E-01,6.69E-01,1.70E+01,6.00E+00,,0.37%,1.00%
3.00E+00,4.30%,4.32E-02,7.50E-01,9.62E-01,6.00E+00,4.00E+00,,0.45%,3.86%
1.50E+00,1.33%,4.86E-02,6.67E-01,6.67E-01,7.00E+00,1.20E+01,,1.33%,0.00%
2.50E+00,1.99%,3.42E-02,6.67E-01,8.88E-01,1.10E+01,3.00E+00,,0.68%,1.31%
3.00E+00,6.71%,2.42E-02,1.00E+00,1.00E+00,6.00E+00,2.00E+00,,3.87%,2.83%
3.00E+00,2.72%,2.21E-02,1.00E+00,1.00E+00,1.40E+01,2.00E+00,,0.53%,2.19%
2.50E+00,3.35%,nan,1.00E+00,1.00E+00,4.00E+00,1.00E+00,,-0.39%,3.74%
2.00E+00,1.58%,3.57E-02,8.00E-01,7.71E-01,4.00E+00,5.00E+00,,0.45%,1.13%
2.00E+00,4.11%,8.35E-02,6.67E-01,7.64E-01,6.00E+00,3.00E+00,,2.61%,1.51%
1.00E+00,-0.19%,4.48E-02,2.22E-01,4.70E-01,4.00E+00,9.00E+00,,-1.52%,1.32%
3.00E+00,2.94%,4.93E-02,5.00E-01,9.21E-01,1.10E+01,2.00E+00,,-1.57%,4.51%
2.00E+00,0.67%,6.81E-02,6.36E-01,5.77E-01,8.00E+00,1.10E+01,,0.26%,0.41%
1.50E+00,2.74%,1.15E-01,6.67E-01,6.64E-01,7.00E+00,9.00E+00,,2.74%,0.00%
1.50E+00,1.69%,4.36E-02,6.67E-01,7.03E-01,5.00E+00,9.00E+00,,1.69%,0.00%
3.00E+00,0.80%,3.90E-02,3.33E-01,6.48E-01,1.60E+01,3.00E+00,,0.00%,0.80%
1.00E+00,0.51%,3.86E-02,4.67E-01,5.82E-01,8.00E+00,1.50E+01,,-0.55%,1.06%
1.50E+00,1.52%,7.99E-02,6.92E-01,6.24E-01,1.10E+01,1.30E+01,,1.52%,0.00%
1.50E+00,1.13%,3.12E-02,6.25E-01,7.01E-01,7.00E+00,1.60E+01,,1.13%,0.00%
3.00E+00,2.58%,nan,1.00E+00,1.00E+00,1.00E+00,1.00E+00,,-3.30%,5.88%
1.00E+00,-0.53%,5.07E-02,5.38E-01,4.35E-01,6.00E+00,1.30E+01,,-1.49%,0.95%
2.50E+00,1.51%,6.45E-02,6.67E-01,6.54E-01,1.10E+01,3.00E+00,,-2.57%,4.08%
1.50E+00,7.73%,6.63E-02,8.33E-01,9.44E-01,8.00E+00,6.00E+00,,7.73%,0.00%
2.50E+00,2.11%,5.91E-02,5.71E-01,7.13E-01,6.00E+00,7.00E+00,,1.36%,0.75%
1.00E+00,1.07%,1.04E-01,5.71E-01,5.69E-01,1.50E+01,7.00E+00,,1.07%,0.01%
1.00E+00,-0.28%,1.04E-01,6.00E-01,4.83E-01,8.00E+00,5.00E+00,,-1.75%,1.47%
2.00E+00,0.04%,2.85E-02,5.00E-01,5.10E-01,4.00E+00,2.00E+00,,-6.41%,6.45%
1.00E+00,-0.26%,3.35E-02,5.56E-01,4.53E-01,5.00E+00,1.80E+01,,-0.51%,0.25%
1.50E+00,1.91%,3.41E-02,6.92E-01,8.08E-01,6.00E+00,1.30E+01,,1.91%,0.00%
3.00E+00,6.66%,nan,1.00E+00,1.00E+00,4.50E+01,1.00E+00,,-0.65%,7.31%
2.00E+00,0.94%,7.25E-02,6.25E-01,5.83E-01,1.40E+01,8.00E+00,,0.09%,0.84%
3.00E+00,1.19%,3.08E-02,7.50E-01,7.32E-01,1.20E+01,4.00E+00,,-0.47%,1.66%
3.00E+00,0.08%,9.70E-02,3.33E-01,5.05E-01,1.70E+01,3.00E+00,,-2.57%,2.65%
2.50E+00,1.93%,2.27E-02,1.00E+00,1.00E+00,8.00E+00,2.00E+00,,0.88%,1.05%
2.50E+00,2.94%,8.58E-02,2.50E-01,8.01E-01,9.00E+00,4.00E+00,,1.57%,1.37%
3.00E+00,2.00%,5.41E-02,7.50E-01,8.12E-01,8.00E+00,4.00E+00,,-0.52%,2.52%
1.50E+00,-0.94%,5.62E-02,5.45E-01,3.91E-01,1.20E+01,1.10E+01,,-0.94%,0.00%
2.50E+00,-0.23%,1.48E-02,4.44E-01,3.95E-01,7.00E+00,9.00E+00,,-1.09%,0.86%
1.50E+00,-0.83%,5.06E-02,5.00E-01,3.96E-01,5.00E+00,6.00E+00,,-0.83%,0.00%
1.50E+00,-0.84%,4.86E-02,5.00E-01,3.61E-01,7.00E+00,1.00E+01,,-0.84%,0.00%
1.00E+00,-0.92%,6.70E-02,7.50E-01,3.91E-01,7.00E+00,8.00E+00,,-3.83%,2.91%
2.00E+00,2.50%,6.74E-02,6.25E-01,7.49E-01,1.20E+01,8.00E+00,,2.28%,0.22%
1.50E+00,1.82%,2.96E-02,6.25E-01,8.07E-01,1.00E+01,8.00E+00,,1.82%,0.00%
3.00E+00,7.34%,8.63E-02,7.50E-01,8.81E-01,8.00E+00,4.00E+00,,2.57%,4.77%
1.00E+00,1.12%,6.14E-02,4.71E-01,6.30E-01,7.00E+00,1.70E+01,,0.53%,0.58%
2.00E+00,-0.52%,3.11E-02,2.50E-01,3.92E-01,1.40E+01,4.00E+00,,-0.76%,0.25%
3.00E+00,1.61%,7.38E-02,5.00E-01,6.54E-01,8.00E+00,2.00E+00,,-0.11%,1.72%
3.00E+00,4.30%,2.04E-02,1.00E+00,1.00E+00,1.40E+01,4.00E+00,,1.25%,3.04%
3.00E+00,0.41%,4.51E-02,4.00E-01,5.68E-01,4.00E+00,5.00E+00,,-1.83%,2.24%
1.50E+00,1.59%,4.76E-02,5.71E-01,7.13E-01,1.50E+01,1.40E+01,,1.59%,0.00%
1.50E+00,2.76%,7.53E-02,5.88E-01,6.97E-01,1.10E+01,1.70E+01,,3.25%,-0.49%
1.00E+00,1.02%,5.96E-02,5.29E-01,5.95E-01,8.00E+00,1.70E+01,,0.67%,0.34%
2.50E+00,5.39%,6.94E-02,7.50E-01,8.92E-01,6.00E+00,4.00E+00,,3.43%,1.96%
1.00E+00,1.40%,3.21E-02,5.71E-01,7.55E-01,8.00E+00,7.00E+00,,0.78%,0.62%
1.50E+00,0.35%,3.63E-02,6.67E-01,5.67E-01,6.00E+00,6.00E+00,,0.35%,0.00%
3.00E+00,1.37%,7.75E-03,1.00E+00,1.00E+00,6.00E+00,2.00E+00,,-0.03%,1.40%
3.00E+00,2.75%,7.39E-02,6.67E-01,7.09E-01,1.20E+01,3.00E+00,,1.32%,1.43%
2.00E+00,-0.05%,3.59E-02,5.00E-01,4.91E-01,1.30E+01,6.00E+00,,-0.20%,0.15%
2.00E+00,0.72%,4.87E-02,6.67E-01,5.92E-01,1.10E+01,3.00E+00,,-1.03%,1.76%
3.00E+00,2.85%,2.78E-02,1.00E+00,1.00E+00,2.00E+00,2.00E+00,,1.91%,0.94%
2.50E+00,4.45%,1.18E-01,5.00E-01,7.66E-01,4.00E+00,2.00E+00,,-0.20%,4.65%
3.00E+00,2.88%,3.15E-02,1.00E+00,1.00E+00,5.00E+00,3.00E+00,,-1.02%,3.90%
3.00E+00,0.50%,3.96E-02,5.00E-01,5.90E-01,2.00E+00,2.00E+00,,-0.14%,0.65%
3.00E+00,18.66%,nan,1.00E+00,1.00E+00,1.00E+00,1.00E+00,,6.91%,11.76%
3.00E+00,6.75%,nan,1.00E+00,1.00E+00,1.00E+00,1.00E+00,,-1.20%,7.96%
2.50E+00,0.25%,6.57E-02,4.00E-01,5.24E-01,7.00E+00,1.00E+01,,-0.55%,0.80%
1.00E+00,5.14%,6.59E-02,7.14E-01,8.66E-01,7.00E+00,7.00E+00,,5.04%,0.10%
1.00E+00,-1.48%,8.63E-02,4.71E-01,3.91E-01,8.00E+00,1.70E+01,,-4.04%,2.56%
2.50E+00,5.05%,7.80E-02,7.50E-01,8.85E-01,7.00E+00,8.00E+00,,4.56%,0.49%
3.00E+00,11.67%,1.47E-01,1.00E+00,1.00E+00,2.20E+01,2.00E+00,,8.47%,3.20%
3.00E+00,3.27%,1.26E-01,6.00E-01,6.55E-01,1.20E+01,5.00E+00,,0.28%,2.99%
1.00E+00,-0.05%,1.03E-01,6.25E-01,4.97E-01,7.00E+00,1.60E+01,,-1.47%,1.43%
1.00E+00,-0.21%,8.94E-02,3.64E-01,4.83E-01,7.00E+00,1.10E+01,,-3.56%,3.35%
