Date,1171 HK equity,386 HK equity,857 HK equity,883 HK equity,005490 KS equity,2600 HK equity,5406 jp equity,6502 JP equity,1138 HK equity,6305 jp equity,6752 jp equity,105560 KS equity,2628 HK equity,8306 JP equity,8316 JP equity,8591 JP equity,8604 JP equity,055550 KS equity,2601 HK equity,1336 HK equity,8411 jp equity,8630 jp equity,8766 jp equity,2409 TT equity,FENG equity,IBM equity,762 HK equity,9984 jp equity,015760 KS equity,902 HK equity,8801 jp equity,esm7 index,nhm7 index
5/25/2016,8.1246,3.5796,3.9281,3.6411,1.4076,1.3503,0.8188,3.5435,0.4451,2.0781,2.7012,3.7704,1.9706,1.5044,1.2603,-0.1996,1.673,3.1213,3.1913,3.7255,0.8097,3.2824,4.358,1.1341,1.8135,2.279,2.2214,2.2217,4.1349,-2.4918,1.166,0.6,0.79
5/26/2016,0.2506,1.3425,0.3843,2.0789,0.1431,0.8787,-3.6821,4.9199,-0.1985,0.8449,-0.1627,-0.59,0.1281,0.1862,-0.0607,-0.4876,-1.3492,-1.8498,-0.7573,0.8012,0.137,-0.117,0.0565,0.3335,-2.5445,0.4944,0.1282,-3.3627,0.7913,0.2078,-0.3417,0.12,0.08
5/27/2016,-0.4922,-0.5742,-0.0103,0.7367,0.5969,0.4207,1.9845,10.8271,1.8606,-3.0371,-0.4689,-0.8634,0.5842,1.3004,1.357,0.2806,0.4773,1.0138,0.1827,0.9719,1.002,1.8761,1.1471,0.3659,3.1332,0.2624,-1.6768,1.1856,0.5154,-0.2087,0.1081,0.36,0.09
5/31/2016,1.4537,-0.9371,0.9299,0.2134,0.1304,-0.4263,2.4649,-1.3865,0.6172,1.6026,4.0678,2.3822,1.8731,1.8501,2.9196,2.1063,1.5358,0.5116,1.3333,2.3051,1.7576,1.0297,0.3895,1.7597,1.0127,0.5889,-0.4771,1.2775,-0.0286,2.1128,2.2185,-0.11,-1.33
6/1/2016,-0.2534,1.8724,0.5476,1.9252,0.1153,0.4113,-0.0792,1.9631,-0.6865,-1.3101,-1.1247,-1.2403,-0.1292,-0.7283,-1.3022,-0.3151,-1.1918,-1.4973,-0.579,0.3617,0.0621,-0.9425,0.2992,2.7026,0,-0.8001,2.846,1.3191,-4.3238,-1.8971,-0.3864,0.13,-0.37
6/2/2016,1.1951,0.1813,0.9272,0.419,-1.1961,0.8436,-1.1822,0.8553,-0.6394,-2.9403,-2.578,0.784,0.5722,-2.3849,-3.0226,-1.6644,-3.1334,-0.2843,1.3218,-0.0039,-2.0613,-2.7607,-2.7136,-1.2664,-3.2581,0.6491,-0.9308,-2.5485,-0.5115,-0.5797,-1.1535,0.28,-0.67
6/3/2016,2.1721,0.2235,-0.6997,0.3545,0.535,0.0386,0.8142,0.0954,0.2519,4.6465,0.6538,1.4729,0.6116,2.6372,2.1639,1.7957,2.4281,1.7731,-0.1484,0.788,2.289,2.0193,2.3903,0.4607,1.8135,-0.3974,0.0386,1.5102,2.2837,1.1974,1.4387,-0.34,0.14
6/7/2016,3.2827,1.2907,2.5728,2.2956,7.9353,3.3653,-0.4561,4.0084,6.6996,1.9388,0.5973,0.8224,1.8679,1.4465,-0.0999,-0.3204,-0.6131,3.0536,2.2344,2.0486,0.6791,-1.0892,0.9018,0.8916,-1.0178,0.3929,2.9661,-0.5051,0.8037,2.6605,0.0388,0.1,-0.09
6/8/2016,-2.6471,2.6188,2.4034,1.9583,3.6643,-0.7376,-1.463,1.8706,-1.3421,2.226,4.287,2.8732,-0.1551,2.6462,2.0845,0.9323,1.566,1.9724,0.076,-1.3823,0.7093,1.1119,1.1701,-0.2778,-0.2571,0.437,0.3063,1.5809,1.0362,0.076,0.1305,0.36,1.24
6/13/2016,-1.9063,-3.2299,-4.4096,-2.0779,-2.6128,-2.4821,-5.579,-4.5883,-5.4895,-3.2493,-3.742,-2.3583,-2.2304,-3.4481,-2.7963,-3.4043,-3.6856,-0.4533,-2.629,-2.4315,-2.034,-1.769,-2.684,-3.5013,-1.3298,-0.7154,-4.1738,-3.8479,-3.1316,-3.0171,-2.7639,-0.86,-1.44
6/14/2016,1.483,-1.282,-1.2748,0.2324,-2.8912,0.4449,1.1876,-1.4819,-0.6519,-0.1559,-1.2321,-0.6796,-0.7037,-2.1426,-1.9922,0.1814,-2.0113,-2.9325,-0.7545,0.404,-1.2246,-0.5272,-1.2985,2.087,-2.6954,-0.1454,-0.7081,-1.1007,-1.3603,0.4093,-0.9536,-0.19,-0.89
6/15/2016,1.9257,1.3505,-0.7465,0.3214,0.856,0.0026,-0.9964,7.7175,0.2278,1.4362,2.1679,-2.4817,-0.1188,-0.183,1.1138,0.6804,0.7821,-1.3507,0.9773,0.9605,0.6535,2.4346,2.6466,0.3276,0.831,-0.2516,-1.7069,0.5849,-2.5903,1.7502,1.5938,-0.12,0.72
6/16/2016,-0.7011,-3.0069,-2.2579,-3.5955,-1.5689,-0.4173,-0.8197,-2.4024,-1.1172,-2.373,-2.4126,0.0889,-1.0872,0.1938,0.0173,-2.2163,-1.7863,-0.0984,-1.9242,-1.1322,0.4169,0.3687,-1.8377,-1.3579,0,0.2522,-3.0993,0.0643,0.3269,-1.1387,-3.1254,0.34,-0.44
6/17/2016,6.6357,0.18,0.1789,-0.7833,-2.2888,0.8368,2.4806,0.0536,0.6675,1.1878,2.51,0.1663,0.8457,0.7638,1.167,1.3114,0.656,0.1663,2.1509,0.9454,1.7334,1.9201,2.3841,0.5483,-1.3736,0.6156,1.5241,-0.126,0.8547,-0.2072,-0.6568,-0.56,0.03
6/20/2016,3.3501,3.1101,1.7433,3.6638,4.3498,1.275,5.737,4.7519,-0.4425,2.6822,2.9293,4.4945,1.8362,2.2406,2.5336,3.1746,3.7096,3.5735,2.5141,1.3399,1.6348,0.1149,1.5872,2.7518,9.4708,1.0659,2.4082,3.2894,3.5429,1.1697,4.434,0.75,1.7
6/21/2016,0.892,2.0979,0.598,2.4876,0.9759,0.8632,-2.5292,0.5155,0.4833,1.9939,1.264,-1.8033,0.1493,0.8728,1.3886,0.5204,0.7715,-0.4059,0.7383,0.7803,-0.0532,-0.3986,-0.1069,-0.7525,-3.3079,0.2864,0.7697,1.0377,-1.9331,0.2209,1.7261,0.24,1.6
6/22/2016,5.1874,1.297,1.7028,1.4677,-0.2045,0.8342,-3.2038,-2.7616,0.0077,-2.0551,-1.1127,2.0217,0.6052,-0.9346,-1.349,-0.2885,0.182,1.3111,1.1797,1.3114,-0.4872,0.0984,-0.18,1.5178,0.5263,-0.7335,0.4974,2.7393,1.555,2.298,-2.0025,-0.21,-1.04
