,4063 JP Equity,,5401 JP Equity,,5411 JP Equity,,6988 JP Equity,,8015 JP Equity,,3407 JP Equity,,5201 JP Equity,,4188 JP Equity,,5713 JP Equity,,4005 JP Equity,,3405 JP Equity,,4185 JP Equity,,5486 JP Equity,,5711 JP Equity,,3861 JP Equity,,5406 JP Equity,,5233 JP Equity,,4182 JP Equity,,4613 JP Equity,,5901 JP Equity,,4217 JP Equity,,4612 JP Equity,,4202 JP Equity,,5714 JP Equity,,4088 JP Equity,,4091 JP Equity,,4205 JP Equity,,4183 JP Equity,,4021 JP Equity,,4272 JP Equity,,4118 JP Equity,,5471 JP Equity,,4631 JP Equity,,5463 JP Equity,,1911 JP Equity,,4042 JP Equity,,5631 JP Equity,,5444 JP Equity,,3401 JP Equity,,4114 JP Equity,,4004 JP Equity,,4208 JP Equity,,8012 JP Equity,,4061 JP Equity,,3863 JP Equity,,4634 JP Equity,,7947 JP Equity,,7966 JP Equity,,5232 JP Equity,,3941 JP Equity,,4206 JP Equity,,5706 JP Equity,,5803 JP Equity,,4095 JP Equity,,4043 JP Equity,,4045 JP Equity,,4401 JP Equity,,4403 JP Equity,,4201 JP Equity,,4186 JP Equity,,4203 JP Equity
8/27/2010,46.2062,8/27/2010,3.3189,8/27/2010,30.0106,8/27/2010,32.532,8/27/2010,14.2958,8/27/2010,4.9724,8/27/2010,9.769,8/27/2010,4.8552,8/27/2010,12.6774,8/27/2010,4.175,8/27/2010,11.2935,8/27/2010,14.847,8/27/2010,10.9183,8/27/2010,2.6621,8/27/2010,4.7379,8/27/2010,2.0875,8/27/2010,1.1376,8/27/2010,5.3946,8/27/2010,8.2444,8/27/2010,15.8555,8/27/2010,17.4153,8/27/2010,6.1452,8/27/2010,6.1921,8/27/2010,5.2304,8/27/2010,11.6805,8/27/2010,7.9395,8/27/2010,6.7902,8/27/2010,2.5566,8/27/2010,10.3671,8/27/2010,9.511,8/27/2010,5.9693,8/27/2010,4.7731,8/27/2010,1.6536,8/27/2010,19.1978,8/27/2010,7.271,8/27/2010,2.5449,8/27/2010,8.9832,8/27/2010,22.9155,8/27/2010,3.0726,8/27/2010,9.0184,8/27/2010,1.806,8/27/2010,2.1461,8/27/2010,10.8596,8/27/2010,4.1398,,,8/27/2010,3.7293,8/27/2010,54.0049,8/27/2010,20.9921,8/27/2010,1.7122,8/27/2010,6.7667,8/27/2010,11.1997,8/27/2010,2.6973,8/27/2010,4.3157,8/27/2010,12.0206,8/27/2010,4.90208,8/27/2010,3.88179,8/27/2010,10.33189,8/27/2010,4.13979,8/27/2010,5.39463,8/27/2010,15.97279,8/27/2010,4.89035
8/30/2010,47.3268,8/30/2010,3.399,8/30/2010,30.6621,8/30/2010,33.1288,8/30/2010,14.7527,8/30/2010,5.0395,8/30/2010,10.1263,8/30/2010,4.9097,8/30/2010,13.1595,8/30/2010,4.1898,8/30/2010,11.5071,8/30/2010,15.1776,8/30/2010,11.2003,8/30/2010,2.7381,8/30/2010,4.8743,8/30/2010,2.1244,8/30/2010,1.1684,8/30/2010,5.4998,8/30/2010,8.356,8/30/2010,16.2988,8/30/2010,17.7033,8/30/2010,6.2552,8/30/2010,6.326,8/30/2010,5.3228,8/30/2010,11.4481,8/30/2010,8.0137,8/30/2010,6.9043,8/30/2010,2.6201,8/30/2010,10.622,8/30/2010,9.7722,8/30/2010,6.0663,8/30/2010,4.8153,8/30/2010,1.6877,8/30/2010,19.4618,8/30/2010,7.3174,8/30/2010,2.6083,8/30/2010,9.2057,8/30/2010,23.569,8/30/2010,3.1276,8/30/2010,8.9933,8/30/2010,1.8293,8/30/2010,2.2188,8/30/2010,11.1177,8/30/2010,4.237,,,8/30/2010,3.7767,8/30/2010,54.4081,8/30/2010,20.8781,8/30/2010,1.7349,8/30/2010,6.8689,8/30/2010,11.4245,8/30/2010,2.7617,8/30/2010,4.4612,8/30/2010,12.0855,8/30/2010,4.95692,8/30/2010,3.91833,8/30/2010,10.39773,8/30/2010,4.18978,8/30/2010,5.48802,8/30/2010,16.32244,8/30/2010,4.99233
8/31/2010,46.249,8/31/2010,3.2933,8/31/2010,29.4971,8/31/2010,32.0295,8/31/2010,14.2908,8/31/2010,4.934,8/31/2010,9.7491,8/31/2010,4.7319,8/31/2010,12.7809,8/31/2010,4.1018,8/31/2010,11.3066,8/31/2010,14.7188,8/31/2010,10.7597,8/31/2010,2.6394,8/31/2010,4.7319,8/31/2010,2.0687,8/31/2010,1.1176,8/31/2010,5.3977,8/31/2010,8.3106,8/31/2010,15.8959,8/31/2010,17.3226,8/31/2010,6.1467,8/31/2010,6.1229,8/31/2010,5.1599,8/31/2010,11.1164,8/31/2010,7.9063,8/31/2010,6.7293,8/31/2010,2.5562,8/31/2010,10.1415,8/31/2010,9.4044,8/31/2010,5.9684,8/31/2010,4.7319,8/31/2010,1.6407,8/31/2010,19.0227,8/31/2010,7.1573,8/31/2010,2.4967,8/31/2010,8.8456,8/31/2010,22.5776,8/31/2010,3.0674,8/31/2010,8.7029,8/31/2010,1.7715,8/31/2010,2.1163,8/31/2010,10.8192,8/31/2010,4.0186,,,8/31/2010,3.6619,8/31/2010,54.0958,8/31/2010,20.2949,8/31/2010,1.6526,8/31/2010,6.6817,8/31/2010,11.1758,8/31/2010,2.687,8/31/2010,4.3396,8/31/2010,11.9011,8/31/2010,4.8389,8/31/2010,3.78076,8/31/2010,10.18904,8/31/2010,4.11366,8/31/2010,5.2788,8/31/2010,16.07419,8/31/2010,4.8389
9/1/2010,46.7677,9/1/2010,3.3152,9/1/2010,29.9313,9/1/2010,32.0862,9/1/2010,13.3673,9/1/2010,4.9728,9/1/2010,9.839,9/1/2010,4.7952,9/1/2010,13.0358,9/1/2010,4.144,9/1/2010,11.3782,9/1/2010,14.6223,9/1/2010,11.0111,9/1/2010,2.7113,9/1/2010,4.6531,9/1/2010,2.1194,9/1/2010,1.1011,9/1/2010,5.5411,9/1/2010,8.2761,9/1/2010,16.2681,9/1/2010,17.0258,9/1/2010,6.1094,9/1/2010,6.1449,9/1/2010,5.2096,9/1/2010,11.1651,9/1/2010,8.0038,9/1/2010,6.9145,9/1/2010,2.5811,9/1/2010,10.135,9/1/2010,9.4127,9/1/2010,5.991,9/1/2010,4.736,9/1/2010,1.6576,9/1/2010,19.3346,9/1/2010,7.1632,9/1/2010,2.5929,9/1/2010,8.7852,9/1/2010,23.0405,9/1/2010,3.031,9/1/2010,8.6076,9/1/2010,1.7286,9/1/2010,2.143,9/1/2010,10.8099,9/1/2010,4.0848,,,9/1/2010,3.6467,9/1/2010,54.3453,9/1/2010,20.4594,9/1/2010,1.6694,9/1/2010,6.5475,9/1/2010,10.8809,9/1/2010,2.735,9/1/2010,4.2861,9/1/2010,11.7807,9/1/2010,4.72413,9/1/2010,3.80062,9/1/2010,9.95738,9/1/2010,4.10845,9/1/2010,5.29245,9/1/2010,16.30358,9/1/2010,4.84253
9/2/2010,48.1956,9/2/2010,3.3713,9/2/2010,30.1401,9/2/2010,33.9625,9/2/2010,13.3072,9/2/2010,5.0214,9/2/2010,10.1852,9/2/2010,4.8196,9/2/2010,13.4259,9/2/2010,4.1785,9/2/2010,11.6928,9/2/2010,15.2897,9/2/2010,11.0755,9/2/2010,2.7778,9/2/2010,4.6534,9/2/2010,2.0893,9/2/2010,1.1277,9/2/2010,5.6149,9/2/2010,8.3808,9/2/2010,16.6311,9/2/2010,17.4976,9/2/2010,6.2085,9/2/2010,6.1966,9/2/2010,5.3775,9/2/2010,11.5859,9/2/2010,8.1197,9/2/2010,7.2531,9/2/2010,2.5997,9/2/2010,10.3989,9/2/2010,9.7222,9/2/2010,6.0779,9/2/2010,4.7483,9/2/2010,1.7213,9/2/2010,19.4801,9/2/2010,7.1937,9/2/2010,2.6353,9/2/2010,8.9269,9/2/2010,23.7773,9/2/2010,3.0746,9/2/2010,8.5233,9/2/2010,1.745,9/2/2010,2.1724,9/2/2010,10.85,9/2/2010,4.1311,,,9/2/2010,3.6918,9/2/2010,55.6149,9/2/2010,20.6197,9/2/2010,1.7213,9/2/2010,6.529,9/2/2010,11.1705,9/2/2010,2.7659,9/2/2010,4.5228,9/2/2010,11.7878,9/2/2010,4.77208,9/2/2010,3.83428,9/2/2010,9.98338,9/2/2010,4.08357,9/2/2010,5.28253,9/2/2010,16.66667,9/2/2010,4.86705
9/3/2010,48.7328,9/3/2010,3.3752,9/3/2010,30.4121,9/3/2010,34.6163,9/3/2010,13.3231,9/3/2010,5.199,9/3/2010,10.2558,9/3/2010,4.8911,9/3/2010,13.8205,9/3/2010,4.2752,9/3/2010,11.8664,9/3/2010,15.5258,9/3/2010,11.3809,9/3/2010,2.783,9/3/2010,4.5595,9/3/2010,2.1199,9/3/2010,1.1487,9/3/2010,5.5542,9/3/2010,8.432,9/3/2010,16.9114,9/3/2010,17.8233,9/3/2010,6.2056,9/3/2010,6.3832,9/3/2010,5.4832,9/3/2010,11.5822,9/3/2010,8.207,9/3/2010,7.3662,9/3/2010,2.6291,9/3/2010,10.694,9/3/2010,9.7821,9/3/2010,6.0516,9/3/2010,4.8082,9/3/2010,1.7172,9/3/2010,19.576,9/3/2010,7.153,9/3/2010,2.6291,9/3/2010,9.0478,9/3/2010,24.6092,9/3/2010,3.0673,9/3/2010,8.5978,9/3/2010,1.7883,9/3/2010,2.2383,9/3/2010,10.8716,9/3/2010,4.1686,,,9/3/2010,3.6713,9/3/2010,56.1345,9/3/2010,21.1037,9/3/2010,1.6935,9/3/2010,6.5017,9/3/2010,11.2388,9/3/2010,2.783,9/3/2010,4.6068,9/3/2010,11.8783,9/3/2010,4.85552,9/3/2010,3.86073,9/3/2010,9.97158,9/3/2010,4.14495,9/3/2010,5.31739,9/3/2010,17.04169,9/3/2010,4.89105
9/6/2010,49.6496,9/6/2010,3.4446,9/6/2010,31.2507,9/6/2010,35.6931,9/6/2010,13.6477,9/6/2010,5.3332,9/6/2010,10.5595,9/6/2010,4.9768,9/6/2010,14.2891,9/6/2010,4.3711,9/6/2010,12.1511,9/6/2010,16.1896,9/6/2010,11.5216,9/6/2010,2.8151,9/6/2010,4.6205,9/6/2010,2.1737,9/6/2010,1.1997,9/6/2010,5.7489,9/6/2010,8.6946,9/6/2010,17.2586,9/6/2010,18.5533,9/6/2010,6.4972,9/6/2010,6.6754,9/6/2010,5.6658,9/6/2010,12.0798,9/6/2010,8.4333,9/6/2010,7.6612,9/6/2010,2.72,9/6/2010,11.189,9/6/2010,9.9062,9/6/2010,6.2478,9/6/2010,4.8937,9/6/2010,1.7461,9/6/2010,19.943,9/6/2010,7.198,9/6/2010,2.7438,9/6/2010,9.3598,9/6/2010,25.6325,9/6/2010,3.1952,9/6/2010,8.5996,9/6/2010,1.853,9/6/2010,2.3281,9/6/2010,11.581,9/6/2010,4.3354,,,9/6/2010,3.8247,9/6/2010,56.1231,9/6/2010,21.3683,9/6/2010,1.7698,9/6/2010,6.5447,9/6/2010,11.4147,9/6/2010,2.8151,9/6/2010,4.7868,9/6/2010,12.1986,9/6/2010,5.00059,9/6/2010,3.95534,9/6/2010,10.2625,9/6/2010,4.24041,9/6/2010,5.49947,9/6/2010,17.85248,9/6/2010,4.98872
9/7/2010,49.2655,9/7/2010,3.5471,9/7/2010,32.1868,9/7/2010,35.6025,9/7/2010,13.4958,9/7/2010,5.3147,9/7/2010,10.5578,9/7/2010,5.0878,9/7/2010,14.0929,9/7/2010,4.3951,9/7/2010,12.1342,9/7/2010,16.0874,9/7/2010,11.3818,9/7/2010,2.7947,9/7/2010,4.6459,9/7/2010,2.2214,9/7/2010,1.2301,9/7/2010,5.7805,9/7/2010,8.7304,9/7/2010,17.1862,9/7/2010,18.703,9/7/2010,6.5568,9/7/2010,6.5687,9/7/2010,5.6252,9/7/2010,12.0984,9/7/2010,8.5513,9/7/2010,7.7153,9/7/2010,2.723,9/7/2010,11.1191,9/7/2010,9.7337,9/7/2010,6.1985,9/7/2010,4.7892,9/7/2010,1.7915,9/7/2010,19.8615,9/7/2010,7.142,9/7/2010,2.735,9/7/2010,9.244,9/7/2010,25.7853,9/7/2010,3.1649,9/7/2010,8.5632,9/7/2010,1.8273,9/7/2010,2.3289,9/7/2010,11.4415,9/7/2010,4.3115,,,9/7/2010,3.8576,9/7/2010,55.2371,9/7/2010,21.7127,9/7/2010,1.7676,9/7/2010,6.5926,9/7/2010,11.5371,9/7/2010,2.8066,9/7/2010,4.7653,9/7/2010,12.0029,9/7/2010,4.99224,9/7/2010,3.95318,9/7/2010,10.27111,9/7/2010,4.23982,9/7/2010,5.51774,9/7/2010,17.47283,9/7/2010,4.99224
9/8/2010,48.3794,9/8/2010,3.4557,9/8/2010,31.9113,9/8/2010,34.9976,9/8/2010,13.0958,9/8/2010,5.255,9/8/2010,10.1764,9/8/2010,4.9094,9/8/2010,13.7869,9/8/2010,4.3017,9/8/2010,12.0829,9/8/2010,15.4671,9/8/2010,11.2607,9/8/2010,2.7407,9/8/2010,4.5758,9/8/2010,2.1449,9/8/2010,1.2154,9/8/2010,5.6244,9/8/2010,8.5319,9/8/2010,16.8732,9/8/2010,18.2555,9/8/2010,6.4228,9/8/2010,6.5181,9/8/2010,5.4218,9/8/2010,11.7135,9/8/2010,8.1864,9/8/2010,7.7097,9/8/2010,2.6215,9/8/2010,10.8794,9/8/2010,9.5448,9/8/2010,6.0653,9/8/2010,4.695,9/8/2010,1.7517,9/8/2010,20.2574,9/8/2010,7.0543,9/8/2010,2.6215,9/8/2010,8.9371,9/8/2010,25.2741,9/8/2010,3.1101,9/8/2010,8.5081,9/8/2010,1.7636,9/8/2010,2.2641,9/8/2010,11.1416,9/8/2010,4.1587,,,9/8/2010,3.8012,9/8/2010,56.1249,9/8/2010,21.2703,9/8/2010,1.704,9/8/2010,6.5777,9/8/2010,11.2488,9/8/2010,2.7645,9/8/2010,4.6235,9/8/2010,11.797,9/8/2010,4.94519,9/8/2010,3.8489,9/8/2010,10.08103,9/8/2010,4.15872,9/8/2010,5.35033,9/8/2010,17.12345,9/8/2010,4.86177
9/9/2010,48.5026,9/9/2010,3.5318,9/9/2010,32.514,9/9/2010,35.1509,9/9/2010,13.2562,9/9/2010,5.3454,9/9/2010,10.4284,9/9/2010,5.0113,9/9/2010,14.2465,9/9/2010,4.367,9/9/2010,12.3016,9/9/2010,15.6067,9/9/2010,11.3829,9/9/2010,2.8278,9/9/2010,4.5818,9/9/2010,2.2193,9/9/2010,1.217,9/9/2010,5.8346,9/9/2010,8.6147,9/9/2010,17.1579,9/9/2010,18.3033,9/9/2010,6.5505,9/9/2010,6.5863,9/9/2010,5.596,9/9/2010,11.6454,9/9/2010,8.2926,9/9/2010,7.696,9/9/2010,2.6489,9/9/2010,10.9534,9/9/2010,9.5812,9/9/2010,6.121,9/9/2010,4.8682,9/9/2010,1.7659,9/9/2010,20.3794,9/9/2010,7.1113,9/9/2010,2.7085,9/9/2010,9.0323,9/9/2010,25.9038,9/9/2010,3.15,9/9/2010,8.5789,9/9/2010,1.7898,9/9/2010,2.3148,9/9/2010,11.3113,9/9/2010,4.2119,,,9/9/2010,3.8659,9/9/2010,55.7809,9/9/2010,21.5487,9/9/2010,1.7182,9/9/2010,6.5625,9/9/2010,11.4783,9/9/2010,2.8278,9/9/2010,4.6534,9/9/2010,12.5045,9/9/2010,5.15452,9/9/2010,3.88975,9/9/2010,10.28517,9/9/2010,4.21191,9/9/2010,5.39315,9/9/2010,17.33683,9/9/2010,4.92781
9/10/2010,49.8159,9/10/2010,3.515,9/10/2010,32.7752,9/10/2010,35.6134,9/10/2010,13.3951,9/10/2010,5.3557,9/10/2010,10.3669,9/10/2010,5.1538,9/10/2010,14.3332,9/10/2010,4.3582,9/10/2010,12.4213,9/10/2010,16.067,9/10/2010,11.4357,9/10/2010,2.7788,9/10/2010,4.56,9/10/2010,2.2444,9/10/2010,1.2469,9/10/2010,5.9613,9/10/2010,8.6094,9/10/2010,16.8745,9/10/2010,18.6676,9/10/2010,6.5194,9/10/2010,6.6619,9/10/2010,5.6407,9/10/2010,11.8395,9/10/2010,8.4432,9/10/2010,7.7426,9/10/2010,2.6956,9/10/2010,11.1982,9/10/2010,9.6426,9/10/2010,6.1632,9/10/2010,4.8094,9/10/2010,1.7813,9/10/2010,20.3183,9/10/2010,7.1607,9/10/2010,2.7194,9/10/2010,9.0963,9/10/2010,25.6383,9/10/2010,3.135,9/10/2010,8.7282,9/10/2010,1.7931,9/10/2010,2.3275,9/10/2010,11.3051,9/10/2010,4.2513,,,9/10/2010,3.8713,9/10/2010,56.4066,9/10/2010,21.6601,9/10/2010,1.7456,9/10/2010,6.4719,9/10/2010,11.5426,9/10/2010,2.8619,9/10/2010,4.655,9/10/2010,12.837,9/10/2010,5.21316,9/10/2010,3.96627,9/10/2010,10.30756,9/10/2010,4.21565,9/10/2010,5.45066,9/10/2010,17.46823,9/10/2010,4.98753
9/13/2010,50.9143,9/13/2010,3.5258,9/13/2010,32.8792,9/13/2010,36.2137,9/13/2010,13.6967,9/13/2010,5.3305,9/13/2010,10.5534,9/13/2010,5.187,9/13/2010,14.7604,9/13/2010,4.446,9/13/2010,12.5613,9/13/2010,16.1468,9/13/2010,11.4378,9/13/2010,2.8565,9/13/2010,4.6014,9/13/2010,2.2589,9/13/2010,1.2549,9/13/2010,6.1432,9/13/2010,8.6172,9/13/2010,17.2702,9/13/2010,18.8718,9/13/2010,6.5137,9/13/2010,6.693,9/13/2010,5.7607,9/13/2010,11.9398,9/13/2010,8.5694,9/13/2010,7.8881,9/13/2010,2.713,9/13/2010,11.4378,9/13/2010,9.7407,9/13/2010,6.2149,9/13/2010,4.8285,9/13/2010,1.7689,9/13/2010,20.2701,9/13/2010,7.2069,9/13/2010,2.7369,9/13/2010,9.2387,9/13/2010,25.9113,9/13/2010,3.2389,9/13/2010,8.7965,9/13/2010,1.8167,9/13/2010,2.3545,9/13/2010,11.3183,9/13/2010,4.3863,,,9/13/2010,3.956,9/13/2010,57.2487,9/13/2010,22.0987,9/13/2010,1.8167,9/13/2010,6.5017,9/13/2010,11.3183,9/13/2010,2.9521,9/13/2010,4.8404,9/13/2010,12.9676,9/13/2010,5.199,9/13/2010,4.00382,9/13/2010,10.48165,9/13/2010,4.27871,9/13/2010,5.58145,9/13/2010,17.62878,9/13/2010,5.06753
9/14/2010,51.0843,9/14/2010,3.5542,9/14/2010,32.8916,9/14/2010,36.2048,9/14/2010,14.0241,9/14/2010,5.3012,9/14/2010,10.3615,9/14/2010,5.1566,9/14/2010,14.7831,9/14/2010,4.4819,9/14/2010,12.5542,9/14/2010,16.0602,9/14/2010,11.4217,9/14/2010,2.8434,9/14/2010,4.6386,9/14/2010,2.2892,9/14/2010,1.2651,9/14/2010,6.1687,9/14/2010,8.6988,9/14/2010,17.4699,9/14/2010,18.988,9/14/2010,6.6627,9/14/2010,6.6506,9/14/2010,5.8193,9/14/2010,11.988,9/14/2010,8.494,9/14/2010,7.5181,9/14/2010,2.7108,9/14/2010,11.4819,9/14/2010,9.8193,9/14/2010,6.253,9/14/2010,4.8795,9/14/2010,1.7711,9/14/2010,20.0602,9/14/2010,7.2048,9/14/2010,2.759,9/14/2010,9.3374,9/14/2010,25.5783,9/14/2010,3.2289,9/14/2010,8.8434,9/14/2010,1.8313,9/14/2010,2.3253,9/14/2010,11.3615,9/14/2010,4.4337,,,9/14/2010,3.9398,9/14/2010,56.8675,9/14/2010,21.9157,9/14/2010,1.8434,9/14/2010,6.5422,9/14/2010,11.2771,9/14/2010,2.9639,9/14/2010,4.8193,9/14/2010,13.4819,9/14/2010,5.14458,9/14/2010,4.0241,9/14/2010,10.18072,9/14/2010,4.27711,9/14/2010,5.50602,9/14/2010,17.6506,9/14/2010,5.08434
9/15/2010,51.2596,9/15/2010,3.4756,9/15/2010,32.4003,9/15/2010,35.9809,9/15/2010,14.1008,9/15/2010,5.2368,9/15/2010,10.3569,9/15/2010,5.1435,9/15/2010,14.6023,9/15/2010,4.4553,9/15/2010,12.5612,9/15/2010,16.1068,9/15/2010,11.4066,9/15/2010,2.7875,9/15/2010,4.5137,9/15/2010,2.2627,9/15/2010,1.248,9/15/2010,5.9715,9/15/2010,8.5608,9/15/2010,17.4248,9/15/2010,18.6961,9/15/2010,6.4497,9/15/2010,6.6014,9/15/2010,5.7733,9/15/2010,11.6982,9/15/2010,8.5025,9/15/2010,7.4994,9/15/2010,2.6942,9/15/2010,11.3599,9/15/2010,9.7388,9/15/2010,6.1115,9/15/2010,4.7936,9/15/2010,1.7378,9/15/2010,19.7108,9/15/2010,7.0212,9/15/2010,2.6942,9/15/2010,9.2722,9/15/2010,24.8309,9/15/2010,3.184,9/15/2010,8.5608,9/15/2010,1.8311,9/15/2010,2.2976,9/15/2010,11.1733,9/15/2010,4.362,,,9/15/2010,3.8838,9/15/2010,55.6333,9/15/2010,21.5652,9/15/2010,1.8544,9/15/2010,6.2048,9/15/2010,11.08,9/15/2010,2.9158,9/15/2010,4.8402,9/15/2010,13.0394,9/15/2010,5.06181,9/15/2010,3.94215,9/15/2010,9.94868,9/15/2010,4.17541,9/15/2010,5.35339,9/15/2010,17.3198,9/15/2010,5.0035
9/16/2010,50.9799,9/16/2010,3.4414,9/16/2010,31.7662,9/16/2010,36.1059,9/16/2010,14.1041,9/16/2010,5.2847,9/16/2010,10.4176,9/16/2010,5.0863,9/16/2010,14.559,9/16/2010,4.4097,9/16/2010,12.4592,9/16/2010,16.1689,9/16/2010,11.3742,9/16/2010,2.7765,9/16/2010,4.433,9/16/2010,2.2399,9/16/2010,1.2133,9/16/2010,5.8913,9/16/2010,8.4578,9/16/2010,17.2655,9/16/2010,18.5254,9/16/2010,6.5562,9/16/2010,6.5912,9/16/2010,5.7513,9/16/2010,11.5026,9/16/2010,8.4228,9/16/2010,7.5828,9/16/2010,2.6715,9/16/2010,11.4909,9/16/2010,9.7294,9/16/2010,6.0896,9/16/2010,4.7014,9/16/2010,1.7266,9/16/2010,19.552,9/16/2010,6.9179,9/16/2010,2.7182,9/16/2010,9.1927,9/16/2010,24.4284,9/16/2010,3.1848,9/16/2010,8.5161,9/16/2010,1.8665,9/16/2010,2.2515,9/16/2010,11.1176,9/16/2010,4.3747,,,9/16/2010,3.8847,9/16/2010,54.7714,9/16/2010,21.8502,9/16/2010,1.8549,9/16/2010,6.1946,9/16/2010,10.9543,9/16/2010,2.8815,9/16/2010,4.8413,9/16/2010,13.0425,9/16/2010,5.08633,9/16/2010,3.98973,9/16/2010,9.951,9/16/2010,4.17639,9/16/2010,5.38964,9/16/2010,17.32385,9/16/2010,5.08633
9/17/2010,51.1774,9/17/2010,3.4624,9/17/2010,31.8839,9/17/2010,36.547,9/17/2010,14.3623,9/17/2010,5.3159,9/17/2010,10.5386,9/17/2010,5.176,9/17/2010,14.8053,9/17/2010,4.4882,9/17/2010,12.6953,9/17/2010,16.6239,9/17/2010,11.5528,9/17/2010,2.8095,9/17/2010,4.4416,9/17/2010,2.2966,9/17/2010,1.2474,9/17/2010,6.0154,9/17/2010,8.5335,9/17/2010,17.6615,9/17/2010,18.9671,9/17/2010,6.6099,9/17/2010,6.7498,9/17/2010,5.7706,9/17/2010,11.8326,9/17/2010,8.6734,9/17/2010,7.6708,9/17/2010,2.7279,9/17/2010,11.8209,9/17/2010,9.7808,9/17/2010,6.1553,9/17/2010,4.803,9/17/2010,1.737,9/17/2010,19.6083,9/17/2010,7.1229,9/17/2010,2.7629,9/17/2010,9.3378,9/17/2010,24.353,9/17/2010,3.2059,9/17/2010,8.6617,9/17/2010,1.9119,9/17/2010,2.2849,9/17/2010,11.2147,9/17/2010,4.4299,,,9/17/2010,3.9287,9/17/2010,54.733,9/17/2010,22.0448,9/17/2010,1.8769,9/17/2010,6.2136,9/17/2010,11.3313,9/17/2010,2.8911,9/17/2010,5.0361,9/17/2010,13.3481,9/17/2010,5.37421,9/17/2010,4.04523,9/17/2010,10.13057,9/17/2010,4.2201,9/17/2010,5.71229,9/17/2010,17.63814,9/17/2010,5.15272
9/21/2010,51.2415,9/21/2010,3.4317,9/21/2010,31.4828,9/21/2010,37.0696,9/21/2010,14.3476,9/21/2010,5.3525,9/21/2010,10.506,9/21/2010,5.13,9/21/2010,14.7576,9/21/2010,4.4507,9/21/2010,12.7313,9/21/2010,16.6667,9/21/2010,11.7241,9/21/2010,2.7993,9/21/2010,4.4038,9/21/2010,2.2722,9/21/2010,1.2415,9/21/2010,5.9616,9/21/2010,8.4329,9/21/2010,17.6622,9/21/2010,18.9037,9/21/2010,6.6175,9/21/2010,6.8283,9/21/2010,5.7156,9/21/2010,11.8646,9/21/2010,8.7023,9/21/2010,7.6365,9/21/2010,2.7173,9/21/2010,11.7475,9/21/2010,9.7915,9/21/2010,6.1724,9/21/2010,4.8606,9/21/2010,1.7569,9/21/2010,19.5596,9/21/2010,6.9103,9/21/2010,2.7524,9/21/2010,9.2996,9/21/2010,24.5022,9/21/2010,3.2443,9/21/2010,8.6906,9/21/2010,1.9208,9/21/2010,2.2839,9/21/2010,11.0096,9/21/2010,4.4975,,,9/21/2010,4.0173,9/21/2010,54.6967,9/21/2010,21.8787,9/21/2010,1.8506,9/21/2010,6.3598,9/21/2010,11.4078,9/21/2010,2.8812,9/21/2010,4.9309,9/21/2010,13.2467,9/21/2010,5.39939,9/21/2010,4.12275,9/21/2010,10.07262,9/21/2010,4.20473,9/21/2010,5.71562,9/21/2010,17.53338,9/21/2010,5.18857
9/22/2010,51.8181,9/22/2010,3.4466,9/22/2010,31.4462,9/22/2010,37.309,9/22/2010,14.6038,9/22/2010,5.3654,9/22/2010,10.6479,9/22/2010,5.1522,9/22/2010,15.0657,9/22/2010,4.4771,9/22/2010,12.8746,9/22/2010,16.6884,9/22/2010,11.6309,9/22/2010,2.8189,9/22/2010,4.4534,9/22/2010,2.2859,9/22/2010,1.22,9/22/2010,6.0168,9/22/2010,8.5159,9/22/2010,17.7425,9/22/2010,18.9861,9/22/2010,6.7038,9/22/2010,6.8459,9/22/2010,5.7444,9/22/2010,11.8797,9/22/2010,8.6936,9/22/2010,7.7698,9/22/2010,2.7123,9/22/2010,11.6902,9/22/2010,9.878,9/22/2010,6.2063,9/22/2010,4.8798,9/22/2010,1.7648,9/22/2010,19.6613,9/22/2010,6.917,9/22/2010,2.8071,9/22/2010,9.2858,9/22/2010,24.6358,9/22/2010,3.3045,9/22/2010,8.7765,9/22/2010,1.9188,9/22/2010,2.3215,9/22/2010,11.1572,9/22/2010,4.5718,,,9/22/2010,4.0389,9/22/2010,55.1344,9/22/2010,21.8998,9/22/2010,1.7885,9/22/2010,6.4077,9/22/2010,11.3941,9/22/2010,2.9137,9/22/2010,4.9627,9/22/2010,12.8864,9/22/2010,5.46014,9/22/2010,4.09807,9/22/2010,10.26886,9/22/2010,4.29942,9/22/2010,5.69703,9/22/2010,17.69513,9/22/2010,5.24695
