Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy,,TPX Index
5/7/2010,0.9341,5/7/2010,-0.4249,5/7/2010,0.434,5/7/2010,-2.2899,5/7/2010,0.391,5/7/2010,0,5/7/2010,0,5/7/2010,-0.222,5/7/2010,1.12,6/1/2010,-0.05867
5/10/2010,3.3612,5/10/2010,3.9175,5/10/2010,4.584,5/10/2010,5.7951,5/10/2010,2.336,5/10/2010,0,5/10/2010,4.946,5/10/2010,0.554,5/10/2010,1.87,6/2/2010,-2.18693
5/11/2010,-0.4829,5/11/2010,0.8466,5/11/2010,-1.3261,5/11/2010,0.6182,5/11/2010,0.457,5/11/2010,0,5/11/2010,-1.844,5/11/2010,-1.338,5/11/2010,-0.7,6/3/2010,2.12265
5/12/2010,1.3479,5/12/2010,2.9418,5/12/2010,2.0771,5/12/2010,3.6556,5/12/2010,-0.985,5/12/2010,-1.765,5/12/2010,-2.714,5/12/2010,-1.65,5/12/2010,0.64,6/4/2010,0.57784
5/13/2010,-1.2569,5/13/2010,-1.7196,5/13/2010,-1.6103,5/13/2010,-1.3866,5/13/2010,0.689,5/13/2010,-1.198,5/13/2010,1.288,5/13/2010,1.732,5/13/2010,-0.53,6/7/2010,-3.67635
5/14/2010,-2.062,5/14/2010,-2.3198,5/14/2010,-3.8678,5/14/2010,-3.3328,5/14/2010,-0.836,5/14/2010,0,5/14/2010,-1.695,5/14/2010,-0.771,5/14/2010,-0.3,6/8/2010,0.55372
5/17/2010,0.9695,5/17/2010,-1.0178,5/17/2010,1.9922,5/17/2010,-1.9835,5/17/2010,-1.149,5/17/2010,0,5/17/2010,-1.94,5/17/2010,0.546,5/17/2010,0.13,6/9/2010,-1.0249
5/18/2010,-4.0367,5/18/2010,-2.4405,5/18/2010,-6.1821,5/18/2010,-2.5408,5/18/2010,1.163,5/18/2010,2.424,5/18/2010,2.198,5/18/2010,0.989,5/18/2010,-0.39,6/10/2010,1.17542
5/19/2010,0.6591,5/19/2010,-3.2597,5/19/2010,2.8739,5/19/2010,-2.2426,5/19/2010,-0.766,5/19/2010,0.592,5/19/2010,-2.581,5/19/2010,-1.998,5/19/2010,-0.56,6/11/2010,0.53014
5/20/2010,-4.6195,5/20/2010,-7.6622,5/20/2010,-6.5431,5/20/2010,-8.1785,5/20/2010,-2.317,5/20/2010,-3.529,5/20/2010,-4.194,5/20/2010,-2.829,5/20/2010,-2.2,6/14/2010,1.22202
5/21/2010,0.7861,5/21/2010,1.7136,5/21/2010,1.954,5/21/2010,0.4226,5/21/2010,-1.581,5/21/2010,0,5/21/2010,-2.074,5/21/2010,-10.794,5/21/2010,0.35,6/15/2010,0.44671
5/24/2010,-1.3501,5/24/2010,0.4636,5/24/2010,-1.6445,5/24/2010,-0.263,5/24/2010,1.124,5/24/2010,2.439,5/24/2010,3.529,5/24/2010,-4.394,5/24/2010,0.32,6/16/2010,1.53071
5/25/2010,-1.1369,5/25/2010,-3.2777,5/25/2010,-0.8426,5/25/2010,-1.4492,5/25/2010,-3.018,5/25/2010,-1.786,5/25/2010,-3.864,5/25/2010,-1.372,5/25/2010,-0.07,6/17/2010,0.10814
5/26/2010,0.9727,5/26/2010,2.8198,5/26/2010,2.3298,5/26/2010,4.1518,5/26/2010,-0.491,5/26/2010,0,5/26/2010,0.236,5/26/2010,-21.029,5/26/2010,-0.34,6/18/2010,-0.22109
5/27/2010,5.393,5/27/2010,5.4787,5/27/2010,8.6036,5/27/2010,4.2685,5/27/2010,3.292,5/27/2010,0.606,5/27/2010,4.953,5/27/2010,-10.216,5/27/2010,1.25,6/21/2010,1.68144
5/28/2010,-2.0319,5/28/2010,-0.5182,5/28/2010,-4.5385,5/28/2010,-0.3998,5/28/2010,0.319,5/28/2010,-0.602,5/28/2010,-1.124,5/28/2010,-2.097,5/28/2010,0.02,6/22/2010,-0.40808
5/31/2010,-0.2246,5/31/2010,-0.1984,5/31/2010,-0.0012,5/31/2010,-0.009,5/31/2010,0.477,5/31/2010,3.03,5/31/2010,-0.455,5/31/2010,-0.861,5/31/2010,0.23,6/23/2010,-1.03105
6/1/2010,-0.7827,6/1/2010,-2.2857,6/1/2010,-1.7398,6/1/2010,-2.1559,6/1/2010,-0.87,6/1/2010,-2.353,6/1/2010,-1.142,6/1/2010,3.417,6/1/2010,-0.35,6/24/2010,0.82964
6/2/2010,2.4804,6/2/2010,1.7722,6/2/2010,3.7038,6/2/2010,3.24,6/2/2010,1.675,6/2/2010,-0.602,6/2/2010,-3.002,6/2/2010,2.313,6/2/2010,1.3,6/25/2010,-1.47261
6/3/2010,0.7176,6/3/2010,2.1165,6/3/2010,0.7787,6/3/2010,2.6541,6/3/2010,0.784,6/3/2010,-2.424,6/3/2010,-1.19,6/3/2010,2.925,6/3/2010,0.63,6/28/2010,-0.86046
6/4/2010,-4.8063,6/4/2010,-4.8329,6/4/2010,-7.7078,6/4/2010,-5.0516,6/4/2010,-0.778,6/4/2010,-3.106,6/4/2010,-5.06,6/4/2010,1.004,6/4/2010,-0.87,6/29/2010,-0.0726
6/7/2010,-1.8745,6/7/2010,-2.3098,6/7/2010,-2.6626,6/7/2010,-3.1664,6/7/2010,-3.451,6/7/2010,-0.641,6/7/2010,-4.061,6/7/2010,1.667,6/7/2010,-0.58,6/30/2010,-1.2638
6/8/2010,1.384,6/8/2010,0.5991,6/8/2010,2.5562,6/8/2010,0.0582,6/8/2010,0.65,6/8/2010,0,6/8/2010,3.175,6/8/2010,1.253,6/8/2010,0.1,7/1/2010,-0.42444
6/9/2010,-0.4021,6/9/2010,-0.1382,6/9/2010,-0.5045,6/9/2010,-0.2263,6/9/2010,-2.341,6/9/2010,0,6/9/2010,-2.821,6/9/2010,-0.373,6/9/2010,-0.17,7/2/2010,0.20967
6/10/2010,4.6143,6/10/2010,3.6492,6/10/2010,7.2331,6/10/2010,3.4203,6/10/2010,0.083,6/10/2010,0,6/10/2010,1.583,6/10/2010,0.446,6/10/2010,0.04,7/5/2010,0.6194
6/11/2010,-2.5513,6/11/2010,-1.2896,6/11/2010,-3.9382,6/11/2010,-1.1335,6/11/2010,2.147,6/11/2010,3.226,6/11/2010,11.429,6/11/2010,3.286,6/11/2010,0.34,7/6/2010,1.60725
6/14/2010,0.5644,6/14/2010,0.4132,6/14/2010,0.1609,6/14/2010,0.5775,6/14/2010,0.162,6/14/2010,0,6/14/2010,-0.932,6/14/2010,0.309,6/14/2010,-0.08,7/7/2010,-0.42575
6/15/2010,1.5244,6/15/2010,1.5586,6/15/2010,2.1251,6/15/2010,0.2543,6/15/2010,-0.323,6/15/2010,0,6/15/2010,-1.412,6/15/2010,2.866,6/15/2010,-0.13,7/8/2010,0.94109
6/16/2010,-1.283,6/16/2010,-0.4904,6/16/2010,-1.4452,6/16/2010,0.1363,6/16/2010,0.81,6/16/2010,0,6/16/2010,0.239,6/16/2010,1.834,6/16/2010,-0.02,7/9/2010,-0.09095
6/17/2010,-2.1914,6/17/2010,0.0734,6/17/2010,-3.0887,6/17/2010,0.0823,6/17/2010,-1.205,6/17/2010,0,6/17/2010,-1.667,6/17/2010,-0.244,6/17/2010,-0.47,7/12/2010,-0.43007
6/18/2010,0.9673,6/18/2010,0.1116,6/18/2010,1.4975,6/18/2010,-0.1814,6/18/2010,-1.951,6/18/2010,-0.625,6/18/2010,-1.937,6/18/2010,8.833,6/18/2010,-0.33,7/13/2010,-0.13773
6/21/2010,0.681,6/21/2010,1.1896,6/21/2010,0.6589,6/21/2010,1.375,6/21/2010,1.41,6/21/2010,0.629,6/21/2010,0.988,6/21/2010,8.444,6/21/2010,0.44,7/14/2010,1.76265
6/22/2010,-2.3152,6/22/2010,-2.4897,6/22/2010,-2.9608,6/22/2010,-2.2223,6/22/2010,-2.289,6/22/2010,-2.5,6/22/2010,-3.667,6/22/2010,10.583,6/22/2010,-0.59,7/15/2010,-0.52032
6/23/2010,-1.4957,6/23/2010,-1.4469,6/23/2010,-2.3699,6/23/2010,-1.0534,6/23/2010,-1.674,6/23/2010,-0.641,6/23/2010,0,6/23/2010,-0.651,6/23/2010,-0.83,7/16/2010,-0.94133
6/24/2010,0.5793,6/24/2010,-0.8173,6/24/2010,1.528,6/24/2010,-1.9965,6/24/2010,-2.298,6/24/2010,0,6/24/2010,-1.015,6/24/2010,-0.539,6/24/2010,-0.23,7/20/2010,-1.67082
6/25/2010,-0.9349,6/25/2010,0.0611,6/25/2010,-2.3702,6/25/2010,-0.5152,6/25/2010,0.174,6/25/2010,3.226,6/25/2010,-0.256,6/25/2010,-0.107,6/25/2010,-0.42,7/21/2010,-0.38391
6/28/2010,-2.7937,6/28/2010,-2.3233,6/28/2010,-3.9755,6/28/2010,-2.9671,6/28/2010,0.783,6/28/2010,0,6/28/2010,-1.028,6/28/2010,-2.465,6/28/2010,0.16,7/22/2010,-0.23798
6/29/2010,-2.3785,6/29/2010,-1.8568,6/29/2010,-3.2283,6/29/2010,-2.598,6/29/2010,-3.538,6/29/2010,-3.125,6/29/2010,-5.714,6/29/2010,-10.251,6/29/2010,-0.86,7/23/2010,1.67001
6/30/2010,-0.6101,6/30/2010,-1.2439,6/30/2010,0.3669,6/30/2010,0.6418,6/30/2010,-2.415,6/30/2010,0,6/30/2010,-2.479,6/30/2010,-1.233,6/30/2010,-0.19,7/26/2010,0.95046
7/1/2010,0.5439,7/1/2010,-3.7635,7/1/2010,1.6596,7/1/2010,-2.5482,7/1/2010,-2.016,7/1/2010,-1.935,7/1/2010,-5.932,7/1/2010,-2.624,7/1/2010,-0.94,7/27/2010,-1.03055
7/2/2010,1.0158,7/2/2010,-0.5071,7/2/2010,0.72,7/2/2010,-0.7289,7/2/2010,3.181,7/2/2010,-1.316,7/2/2010,1.802,7/2/2010,-0.183,7/2/2010,0.17,7/28/2010,2.47828
7/5/2010,-0.1248,7/5/2010,1.9414,7/5/2010,-0.0019,7/5/2010,0.208,7/5/2010,1.088,7/5/2010,0,7/5/2010,1.475,7/5/2010,-0.182,7/5/2010,0.02,7/29/2010,0.59998
7/6/2010,-1.45,7/6/2010,-4.3494,7/6/2010,-3.2599,7/6/2010,-5.201,7/6/2010,1.794,7/6/2010,0,7/6/2010,1.744,7/6/2010,-2.912,7/6/2010,-0.28,7/30/2010,-1.04717
7/7/2010,1.7122,7/7/2010,0.9518,7/7/2010,1.3084,7/7/2010,-0.6831,7/7/2010,1.057,7/7/2010,0,7/7/2010,1.143,7/7/2010,1.149,7/7/2010,0.21,8/2/2010,0.15167
7/8/2010,1.6877,7/8/2010,4.3313,7/8/2010,1.8457,7/8/2010,2.6176,7/8/2010,0.174,7/8/2010,0,7/8/2010,2.825,7/8/2010,1.431,7/8/2010,0.75,8/3/2010,1.78688
7/9/2010,0.705,7/9/2010,1.5849,7/9/2010,1.2684,7/9/2010,2.2792,7/9/2010,1.305,7/9/2010,0,7/9/2010,4.396,7/9/2010,-0.272,7/9/2010,0.29,8/4/2010,-2.07869
7/12/2010,0.3527,7/12/2010,-0.3531,7/12/2010,0.5388,7/12/2010,0.8935,7/12/2010,-2.921,7/12/2010,0.667,7/12/2010,-2.895,7/12/2010,-8.054,7/12/2010,0,8/5/2010,1.70841
7/13/2010,1.8962,7/13/2010,2.6757,7/13/2010,2.6909,7/13/2010,2.2848,7/13/2010,0.442,7/13/2010,0,7/13/2010,1.626,7/13/2010,0.335,7/13/2010,0.14,8/6/2010,1.26569
7/14/2010,-2.5062,7/14/2010,-1.7834,7/14/2010,-4.7157,7/14/2010,-2.5357,7/14/2010,1.233,7/14/2010,-0.662,7/14/2010,2.4,7/14/2010,1.597,7/14/2010,-0.37,8/9/2010,-1.11976
7/15/2010,-1.6063,7/15/2010,-2.4803,7/15/2010,-2.7432,7/15/2010,-2.3159,7/15/2010,-5.135,7/15/2010,-0.667,7/15/2010,-7.813,7/15/2010,3.843,7/15/2010,-1.14,8/10/2010,-0.28474
7/16/2010,-2.413,7/16/2010,-4.6267,7/16/2010,-5.0734,7/16/2010,-6.1306,7/16/2010,0.459,7/16/2010,0,7/16/2010,0.282,7/16/2010,-0.089,7/16/2010,-0.95,8/11/2010,-1.77171
7/19/2010,1.1006,7/19/2010,-0.8699,7/19/2010,1.9664,7/19/2010,-2.222,7/19/2010,0,7/19/2010,0,7/19/2010,0,7/19/2010,-0.177,7/19/2010,0.14,8/12/2010,-1.54962
7/20/2010,-0.1869,7/20/2010,0.2128,7/20/2010,-0.7805,7/20/2010,0.4729,7/20/2010,0.457,7/20/2010,0,7/20/2010,-0.563,7/20/2010,-2.214,7/20/2010,0.95,8/13/2010,0.1151
7/21/2010,-2.3731,7/21/2010,0.1115,7/21/2010,-2.7365,7/21/2010,-0.0557,7/21/2010,-0.455,7/21/2010,0.671,7/21/2010,-1.133,7/21/2010,0.867,7/21/2010,-0.53,8/16/2010,0.67879
7/22/2010,1.985,7/22/2010,2.0556,7/22/2010,1.9978,7/22/2010,1.7504,7/22/2010,-2.74,7/22/2010,0,7/22/2010,-2.579,7/22/2010,-0.262,7/22/2010,-0.11,8/17/2010,-0.40995
7/23/2010,2.0114,7/23/2010,1.0739,7/23/2010,3.5339,7/23/2010,2.1916,7/23/2010,0.939,7/23/2010,0,7/23/2010,5.588,7/23/2010,-1.221,7/23/2010,0.59,8/18/2010,1.21141
7/26/2010,-0.0644,7/26/2010,0.755,7/26/2010,-0.3866,7/26/2010,0.9415,7/26/2010,-0.372,7/26/2010,0,7/26/2010,0,7/26/2010,2.498,7/26/2010,-0.66,8/19/2010,1.08315
7/27/2010,1.873,7/27/2010,1.3938,7/27/2010,3.6466,7/27/2010,2.4299,7/27/2010,-1.027,7/27/2010,0,7/27/2010,-1.114,7/27/2010,-0.088,7/27/2010,1.17,8/20/2010,-2.12944
7/28/2010,-2.0834,7/28/2010,-0.7162,7/28/2010,-5.193,7/28/2010,-0.814,7/28/2010,3.302,7/28/2010,3.333,7/28/2010,3.662,7/28/2010,1.853,7/28/2010,-0.49,8/23/2010,-0.10062
7/29/2010,-0.1856,7/29/2010,-0.1863,7/29/2010,-2.1883,7/29/2010,-0.7855,7/29/2010,-0.822,7/29/2010,0,7/29/2010,-2.174,7/29/2010,-0.18,7/29/2010,-0.78,8/24/2010,0.53511
7/30/2010,-2.4899,7/30/2010,-1.0732,7/30/2010,-3.7341,7/30/2010,-0.8359,7/30/2010,-1.105,7/30/2010,0,7/30/2010,-0.556,7/30/2010,-0.18,7/30/2010,-0.37,8/25/2010,-1.75322
8/2/2010,1.9151,8/2/2010,3.6877,8/2/2010,2.4444,8/2/2010,5.2592,8/2/2010,-1.769,8/2/2010,0,8/2/2010,-0.838,8/2/2010,0.179,8/2/2010,0.03,8/26/2010,0.36491
8/3/2010,-1.7673,8/3/2010,-0.0741,8/3/2010,-5.3798,8/3/2010,0.3394,8/3/2010,-1.043,8/3/2010,0,8/3/2010,2.535,8/3/2010,0.718,8/3/2010,-0.82,8/27/2010,0.2541
8/4/2010,1.4182,8/4/2010,-0.1866,8/4/2010,3.7796,8/4/2010,-0.4036,8/4/2010,-3.736,8/4/2010,-3.226,8/4/2010,-5.22,8/4/2010,0.542,8/4/2010,0.56,8/30/2010,1.81483
8/5/2010,-1.6513,8/5/2010,0.0029,8/5/2010,-2.4399,8/5/2010,-0.0634,8/5/2010,3.483,8/5/2010,0,8/5/2010,1.739,8/5/2010,3.091,8/5/2010,-0.52,8/31/2010,-2.24413
8/6/2010,-2.9132,8/6/2010,-2.7028,8/6/2010,-3.9664,8/6/2010,-2.3784,8/6/2010,2.308,8/6/2010,0,8/6/2010,1.14,8/6/2010,-0.75,8/6/2010,-0.36,9/1/2010,0.41851
8/9/2010,0.4375,8/9/2010,0.4472,8/9/2010,1.2885,8/9/2010,0.4648,8/9/2010,-3.665,8/9/2010,-2,8/9/2010,-2.817,8/9/2010,3.724,8/9/2010,0.5,9/2/2010,1.25215
8/10/2010,-2.4582,8/10/2010,0.5257,8/10/2010,-4.9127,8/10/2010,0.5986,8/10/2010,1.463,8/10/2010,-1.361,8/10/2010,4.058,8/10/2010,0.87,8/10/2010,-0.58,9/3/2010,0.28423
8/11/2010,-2.8237,8/11/2010,-3.181,8/11/2010,-1.354,8/11/2010,-3.2386,8/11/2010,-2.019,8/11/2010,0,8/11/2010,-5.292,8/11/2010,0.488,8/11/2010,-0.14,9/6/2010,2.12463
8/12/2010,2.3875,8/12/2010,-3.4302,8/12/2010,3.6233,8/12/2010,-4.5007,8/12/2010,-0.981,8/12/2010,-0.69,8/12/2010,-10.588,8/12/2010,-2.255,8/12/2010,0.68,9/7/2010,0.09501
8/13/2010,-2.6911,8/13/2010,-2.02,8/13/2010,-2.0068,8/13/2010,-2.5978,8/13/2010,-1.883,8/13/2010,-2.083,8/13/2010,-4.276,8/13/2010,-0.959,8/13/2010,0.35,9/8/2010,-1.89105
8/16/2010,-4.0781,8/16/2010,-2.5479,8/16/2010,-4.9335,8/16/2010,-4.4248,8/16/2010,-3.535,8/16/2010,-0.709,8/16/2010,-3.78,8/16/2010,-0.285,8/16/2010,-1.01,9/9/2010,0.84474
8/17/2010,2.7128,8/17/2010,1.0129,8/17/2010,3.5159,8/17/2010,0.2521,8/17/2010,-0.942,8/17/2010,-2.857,8/17/2010,0,8/17/2010,0,8/17/2010,0.23,9/10/2010,0.35312
8/18/2010,-0.0002,8/18/2010,-1.1258,8/18/2010,0.4436,8/18/2010,-0.5679,8/18/2010,-2.326,8/18/2010,-5.147,8/18/2010,-3.571,8/18/2010,-1.136,8/18/2010,-0.08,9/13/2010,1.11982
8/19/2010,-2.1702,8/19/2010,-1.3612,8/19/2010,-2.7324,8/19/2010,-2.7487,8/19/2010,1.732,8/19/2010,-3.876,8/19/2010,1.111,8/19/2010,-2.903,8/19/2010,-0.08,9/14/2010,0.47267
8/20/2010,1.384,8/20/2010,0.8124,8/20/2010,4.1637,8/20/2010,0.4603,8/20/2010,-0.532,8/20/2010,-3.226,8/20/2010,-2.93,8/20/2010,-0.91,8/20/2010,0.27,9/15/2010,-1.59906
8/23/2010,-0.4794,8/23/2010,-1.0914,8/23/2010,-2.9289,8/23/2010,-2.5466,8/23/2010,1.07,8/23/2010,0,8/23/2010,0,8/23/2010,1.533,8/23/2010,-0.54,9/16/2010,-0.43987
8/24/2010,-4.2396,8/24/2010,-3.9634,8/24/2010,-6.6976,8/24/2010,-3.1739,8/24/2010,-1.693,8/24/2010,4.167,8/24/2010,0,8/24/2010,-1.374,8/24/2010,-1.48,9/17/2010,0.80312
8/25/2010,1.8495,8/25/2010,3.5857,8/25/2010,4.4275,8/25/2010,4.3811,8/25/2010,-1.938,8/25/2010,2.4,8/25/2010,-2.264,8/25/2010,-0.361,8/25/2010,0.81,9/21/2010,0.21499
8/26/2010,-2.3068,8/26/2010,0.3369,8/26/2010,-0.1209,8/26/2010,0.8084,8/26/2010,3.732,8/26/2010,0.781,8/26/2010,1.931,8/26/2010,-0.99,8/26/2010,-0.15,9/22/2010,0.71829
8/27/2010,6.832,8/27/2010,3.3752,8/27/2010,8.5602,8/27/2010,3.5681,8/27/2010,6.772,8/27/2010,4.651,8/27/2010,9.47,8/27/2010,2.05,8/27/2010,0.92,9/24/2010,-0.87586
8/30/2010,-4.3912,8/30/2010,-2.9963,8/30/2010,-7.0115,8/30/2010,-2.7679,8/30/2010,1.982,8/30/2010,0,8/30/2010,1.384,8/30/2010,-1.456,8/30/2010,-0.72,9/27/2010,1.52755
8/31/2010,-2.3832,8/31/2010,-1.846,8/31/2010,-3.9856,8/31/2010,-3.1049,8/31/2010,-5.637,8/31/2010,-6.667,8/31/2010,-10.922,8/31/2010,0,8/31/2010,-0.5,9/28/2010,-0.27352
9/1/2010,4.2433,9/1/2010,2.1133,9/1/2010,4.8967,9/1/2010,0.249,9/1/2010,6.076,9/1/2010,0,9/1/2010,8.812,9/1/2010,-3.229,9/1/2010,0.29,9/29/2010,0.6569
9/2/2010,1.9473,9/2/2010,2.4443,9/2/2010,1.8771,9/2/2010,0.5387,9/2/2010,8.641,9/2/2010,3.175,9/2/2010,8.803,9/2/2010,0.782,9/2/2010,-0.19,9/30/2010,-1.87371
9/3/2010,2.817,9/3/2010,3.3551,9/3/2010,4.1775,9/3/2010,3.308,9/3/2010,2.502,9/3/2010,3.846,9/3/2010,3.56,9/3/2010,-1.664,9/3/2010,0.04,10/1/2010,0.13944
9/6/2010,0.2019,9/6/2010,0.3287,9/6/2010,0.0082,9/6/2010,-0.0346,9/6/2010,4.534,9/6/2010,14.815,9/6/2010,17.5,9/6/2010,3.101,9/6/2010,-0.12,10/4/2010,-0.84733
9/7/2010,-3.9991,9/7/2010,-1.5311,9/7/2010,-5.7503,9/7/2010,-2.5518,9/7/2010,-4.087,9/7/2010,-5.806,9/7/2010,-7.713,9/7/2010,4.178,9/7/2010,-0.45,10/5/2010,1.34918
9/8/2010,2.3554,9/8/2010,0.8138,9/8/2010,3.9917,9/8/2010,1.4338,9/8/2010,-1.304,9/8/2010,-4.11,9/8/2010,-10.663,9/8/2010,-0.835,9/8/2010,0.06,10/6/2010,1.88946
9/9/2010,3.8904,9/9/2010,5.0131,9/9/2010,7.7233,9/9/2010,4.7947,9/9/2010,-0.441,9/9/2010,0,9/9/2010,0.968,9/9/2010,3.036,9/9/2010,-0.12,10/7/2010,0.81734
9/10/2010,1.1944,9/10/2010,3.5884,9/10/2010,0.879,9/10/2010,4.7793,9/10/2010,2.743,9/10/2010,7.857,9/10/2010,12.78,9/10/2010,9.772,9/10/2010,0.44,10/8/2010,-0.286
9/13/2010,-1.5679,9/13/2010,1.8431,9/13/2010,-3.9734,9/13/2010,1.2201,9/13/2010,-0.517,9/13/2010,-0.662,9/13/2010,10.198,9/13/2010,-0.631,9/13/2010,-0.52,10/12/2010,-1.6358
9/14/2010,-2.5098,9/14/2010,-3.5517,9/14/2010,-4.7804,9/14/2010,-5.3881,9/14/2010,-1.645,9/14/2010,0,9/14/2010,-3.342,9/14/2010,2.09,9/14/2010,-0.8,10/13/2010,-0.29739
9/15/2010,1.5574,9/15/2010,0.6006,9/15/2010,0.0071,9/15/2010,-0.5671,9/15/2010,-7.482,9/15/2010,-6.667,9/15/2010,-16.223,9/15/2010,1.921,9/15/2010,3.26,10/14/2010,2.27539
9/16/2010,1.4735,9/16/2010,0.6832,9/16/2010,1.3784,9/16/2010,-0.0254,9/16/2010,-0.095,9/16/2010,-2.857,9/16/2010,-2.857,9/16/2010,-7.073,9/16/2010,0.03,10/15/2010,-1.09291
9/17/2010,-0.8558,9/17/2010,-1.2053,9/17/2010,-2.0084,9/17/2010,-4.1705,9/17/2010,2.476,9/17/2010,-0.735,9/17/2010,0.98,9/17/2010,-4.776,9/17/2010,0.09,10/18/2010,0.63713
9/20/2010,-1.2621,9/20/2010,0.371,9/20/2010,-1.6044,9/20/2010,-0.0382,9/20/2010,0,9/20/2010,1.481,9/20/2010,0.324,9/20/2010,-0.194,9/20/2010,-0.2,10/19/2010,-0.00756
9/21/2010,-4.8085,9/21/2010,3.2751,9/21/2010,-7.9231,9/21/2010,3.3311,9/21/2010,-1.859,9/21/2010,-1.46,9/21/2010,-3.226,9/21/2010,-0.29,9/21/2010,-0.7,10/20/2010,-0.59452
9/22/2010,-0.5581,9/22/2010,3.3956,9/22/2010,1.5187,9/22/2010,3.242,9/22/2010,-2.178,9/22/2010,0,9/22/2010,-2.333,9/22/2010,-0.193,9/22/2010,-0.69,10/21/2010,-0.71802
9/23/2010,-0.2808,9/23/2010,-4.9874,9/23/2010,-0.4957,9/23/2010,-2.6704,9/23/2010,0.194,9/23/2010,0.741,9/23/2010,0,9/23/2010,-0.289,9/23/2010,-0.14,10/22/2010,0.3239
9/24/2010,2.1105,9/24/2010,1.2076,9/24/2010,2.5179,9/24/2010,0.7299,9/24/2010,-2.705,9/24/2010,2.941,9/24/2010,0.341,9/24/2010,5.187,9/24/2010,-0.2,10/25/2010,0.4702
9/27/2010,-3.1008,9/27/2010,-3.157,9/27/2010,-4.4036,9/27/2010,-0.8582,9/27/2010,-0.298,9/27/2010,2.857,9/27/2010,1.701,9/27/2010,3.343,9/27/2010,0.1,10/26/2010,-1.20838
9/28/2010,-2.332,9/28/2010,2.301,9/28/2010,-4.3418,9/28/2010,3.2065,9/28/2010,-3.386,9/28/2010,-2.778,9/28/2010,-6.355,9/28/2010,0.105,9/28/2010,-0.5,10/27/2010,-0.34041
9/29/2010,1.5158,9/29/2010,-0.4934,9/29/2010,3.7095,9/29/2010,-1.8593,9/29/2010,-4.124,9/29/2010,2.143,9/29/2010,-2.5,9/29/2010,1.994,9/29/2010,-0.2,10/28/2010,0.31783
9/30/2010,0.2842,9/30/2010,0.3119,9/30/2010,-1.0144,9/30/2010,1.3064,9/30/2010,1.075,9/30/2010,-1.399,9/30/2010,-1.832,9/30/2010,-1.499,9/30/2010,-0.2,10/29/2010,0.26046
10/1/2010,-0.0036,10/1/2010,0.019,10/1/2010,-0.5123,10/1/2010,1.7602,10/1/2010,2.66,10/1/2010,-4.255,10/1/2010,-2.985,10/1/2010,-0.633,10/1/2010,-0.37,11/1/2010,-1.09819
10/4/2010,-1.3527,10/4/2010,-0.7096,10/4/2010,-2.5788,10/4/2010,0.7384,10/4/2010,-1.865,10/4/2010,0,10/4/2010,-2.308,10/4/2010,2.516,10/4/2010,0.17,11/2/2010,-0.14626
10/5/2010,-0.1455,10/5/2010,3.7132,10/5/2010,-2.6453,10/5/2010,4.0724,10/5/2010,-3.062,10/5/2010,-8.889,10/5/2010,-10.236,10/5/2010,-2.043,10/5/2010,-0.17,11/4/2010,1.68263
10/6/2010,-3.0188,10/6/2010,3.5578,10/6/2010,-2.7152,10/6/2010,6.6047,10/6/2010,-7.952,10/6/2010,-2.439,10/6/2010,-8.333,10/6/2010,0.843,10/6/2010,-0.35,11/5/2010,1.4423
10/7/2010,-0.5925,10/7/2010,-1.0473,10/7/2010,-2.7892,10/7/2010,0.4127,10/7/2010,2.84,10/7/2010,4.167,10/7/2010,12.44,10/7/2010,3.188,10/7/2010,-0.63,11/8/2010,1.02068
10/8/2010,0.3612,10/8/2010,3.6063,10/8/2010,-2.0307,10/8/2010,-0.7783,10/8/2010,0.46,10/8/2010,0,10/8/2010,-0.851,10/8/2010,-0.22,10/8/2010,-0.58,11/9/2010,-0.16347
10/11/2010,-0.0025,10/11/2010,0.0082,10/11/2010,-0.0072,10/11/2010,2.063,10/11/2010,0.229,10/11/2010,0,10/11/2010,0.858,10/11/2010,-0.219,10/11/2010,0.17,11/10/2010,-0.14678
10/12/2010,1.6301,10/12/2010,-0.2411,10/12/2010,2.9229,10/12/2010,-0.4408,10/12/2010,-1.714,10/12/2010,4,10/12/2010,1.277,10/12/2010,0.765,10/12/2010,-0.43,11/11/2010,0.45829
10/13/2010,-0.3656,10/13/2010,4.1388,10/13/2010,-1.7088,10/13/2010,6.1171,10/13/2010,2.791,10/13/2010,0,10/13/2010,4.622,10/13/2010,-0.661,10/13/2010,0.11,11/12/2010,-1.21626
10/14/2010,3.5349,10/14/2010,3.7046,10/14/2010,5.5078,10/14/2010,7.7592,10/14/2010,0.113,10/14/2010,0,10/14/2010,0,10/14/2010,0.875,10/14/2010,-0.4,11/15/2010,0.29784
10/15/2010,2.0758,10/15/2010,-0.3201,10/15/2010,0.8179,10/15/2010,-6.7745,10/15/2010,0,10/15/2010,3.077,10/15/2010,5.622,10/15/2010,0.773,10/15/2010,-0.04,11/16/2010,-1.2562
10/18/2010,-2.0383,10/18/2010,-2.5085,10/18/2010,-5.4739,10/18/2010,-4.794,10/18/2010,-0.565,10/18/2010,0.746,10/18/2010,0.76,10/18/2010,0.334,10/18/2010,-0.22,11/17/2010,0.57559
