Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy,,TPX Index
3/31/2011,1.0302,3/31/2011,1.5162,3/31/2011,3.4703,3/31/2011,3.1749,3/31/2011,0.8,3/31/2011,4.478,3/31/2011,0.806,3/31/2011,4.181,3/31/2011,0.29,5/17/2011,-0.82123
4/1/2011,-0.8105,4/1/2011,1.1678,4/1/2011,-1.7542,4/1/2011,-0.1907,4/1/2011,1.984,4/1/2011,3.333,4/1/2011,2.8,4/1/2011,1.818,4/1/2011,1.12,5/18/2011,0.93784
4/4/2011,-0.7049,4/4/2011,0.9676,4/4/2011,-2.2294,4/4/2011,1.0469,4/4/2011,1.245,4/4/2011,-0.922,4/4/2011,-0.584,4/4/2011,8.519,4/4/2011,0,5/19/2011,-1.02801
4/5/2011,1.8005,4/5/2011,1.3513,4/5/2011,3.4979,4/5/2011,2.7644,4/5/2011,-1.614,4/5/2011,0,4/5/2011,0.978,4/5/2011,13.158,4/5/2011,0.96,5/20/2011,-0.34896
4/6/2011,1.8884,4/6/2011,-0.0058,4/6/2011,2.2139,4/6/2011,0.5951,4/6/2011,1.641,4/6/2011,0,4/6/2011,3.101,4/6/2011,18.182,4/6/2011,0.73,5/23/2011,-1.43631
4/7/2011,-0.0007,4/7/2011,0.3786,4/7/2011,-1.8773,4/7/2011,-0.8727,4/7/2011,1.153,4/7/2011,-1.86,4/7/2011,3.195,4/7/2011,-52.991,4/7/2011,-0.68,5/24/2011,-0.14859
4/8/2011,0.9039,4/8/2011,2.4211,4/8/2011,1.6225,4/8/2011,2.6275,4/8/2011,0.684,4/8/2011,-0.474,4/8/2011,1.275,4/8/2011,50.466,4/8/2011,-0.18,5/25/2011,-0.03937
4/11/2011,0.2113,4/11/2011,0.14,4/11/2011,0.4371,4/11/2011,0.3476,4/11/2011,0.302,4/11/2011,0,4/11/2011,-0.899,4/11/2011,4.511,4/11/2011,-0.19,5/26/2011,1.87554
4/12/2011,-2.6304,4/12/2011,-0.9444,4/12/2011,-5.0526,4/12/2011,-3.9247,4/12/2011,0.677,4/12/2011,-1.905,4/12/2011,1.633,4/12/2011,4.724,4/12/2011,-1.21,5/27/2011,0.46488
4/13/2011,-0.9141,4/13/2011,-0.6309,4/13/2011,-1.3655,4/13/2011,-0.3665,4/13/2011,-1.046,4/13/2011,0,4/13/2011,-1.071,4/13/2011,-7.025,4/13/2011,0.31,5/30/2011,-0.34529
4/14/2011,1.1377,4/14/2011,0.9381,4/14/2011,2.6132,4/14/2011,0.4406,4/14/2011,-1.964,4/14/2011,1.942,4/14/2011,-3.61,4/14/2011,-8.494,4/14/2011,-0.41,5/31/2011,1.29621
4/15/2011,-2.5725,4/15/2011,-0.5691,4/15/2011,-4.8013,4/15/2011,-1.9411,4/15/2011,-0.539,4/15/2011,0,4/15/2011,0.375,4/15/2011,-1.068,4/15/2011,-0.44,6/1/2011,0.64296
4/18/2011,-0.985,4/18/2011,-0.4569,4/18/2011,-2.6713,4/18/2011,-0.4212,4/18/2011,-2.401,4/18/2011,-0.476,4/18/2011,-2.052,4/18/2011,-10.915,4/18/2011,-0.57,6/2/2011,-1.55313
4/19/2011,-0.3323,4/19/2011,1.0664,4/19/2011,0.1561,4/19/2011,1.6385,4/19/2011,-1.19,4/19/2011,-1.914,4/19/2011,-3.619,4/19/2011,-4.762,4/19/2011,-0.08,6/3/2011,-0.39839
4/20/2011,1.3267,4/20/2011,-0.6811,4/20/2011,2.4124,4/20/2011,1.2467,4/20/2011,-0.803,4/20/2011,0,4/20/2011,-0.198,4/20/2011,-8.788,4/20/2011,-0.04,6/6/2011,-0.92731
4/21/2011,-0.3349,4/21/2011,-0.7513,4/21/2011,-0.1721,4/21/2011,-1.8788,4/21/2011,0,4/21/2011,0,4/21/2011,0,4/21/2011,-3.343,4/21/2011,-0.86,6/7/2011,0.73925
4/22/2011,-0.1664,4/22/2011,-0.1042,4/22/2011,-0.32,4/22/2011,-0.1782,4/22/2011,-1.215,4/22/2011,0.488,4/22/2011,-1.98,4/22/2011,-2.156,4/22/2011,0.04,6/8/2011,0.44824
4/25/2011,-0.8258,4/25/2011,-0.1647,4/25/2011,-1.9069,4/25/2011,-0.216,4/25/2011,1.148,4/25/2011,3.883,4/25/2011,2.02,4/25/2011,-1.055,4/25/2011,-0.06,6/9/2011,-0.48325
4/26/2011,-1.6554,4/26/2011,-0.7581,4/26/2011,-2.5803,4/26/2011,1.6367,4/26/2011,-0.81,4/26/2011,-4.206,4/26/2011,-2.772,4/26/2011,-2.611,4/26/2011,-0.34,6/10/2011,0.25705
4/27/2011,1.4563,4/27/2011,0.3122,4/27/2011,0.159,4/27/2011,2.7901,4/27/2011,-0.327,4/27/2011,2.439,4/27/2011,-1.222,4/27/2011,-1.272,4/27/2011,0.75,6/13/2011,-0.49013
4/28/2011,-1.3296,4/28/2011,-0.9905,4/28/2011,-0.9273,4/28/2011,0.6866,4/28/2011,-0.82,4/28/2011,-3.333,4/28/2011,-2.062,4/28/2011,13.568,4/28/2011,-0.75,6/14/2011,0.92756
4/29/2011,-0.7338,4/29/2011,0.5805,4/29/2011,-1.4873,4/29/2011,1.6601,4/29/2011,0,4/29/2011,0.985,4/29/2011,0,4/29/2011,0,4/29/2011,-0.43,6/15/2011,-0.12975
5/2/2011,-0.2275,5/2/2011,-0.4378,5/2/2011,-0.0011,5/2/2011,-0.0747,5/2/2011,0,5/2/2011,-1.951,5/2/2011,-1.895,5/2/2011,6.977,5/2/2011,0.05,6/16/2011,-1.38664
5/3/2011,-0.9596,5/3/2011,-0.457,5/3/2011,-1.175,5/3/2011,-1.4005,5/3/2011,-0.083,5/3/2011,-1.99,5/3/2011,-0.429,5/3/2011,-4.063,5/3/2011,-0.36,6/17/2011,-0.17772
5/4/2011,-0.9665,5/4/2011,-0.0568,5/4/2011,-0.341,5/4/2011,-0.5854,5/4/2011,0,5/4/2011,0,5/4/2011,0,5/4/2011,0.601,5/4/2011,-0.41,6/20/2011,0.07266
5/5/2011,-2.0546,5/5/2011,-2.812,5/5/2011,-3.062,5/5/2011,-3.8982,5/5/2011,0,5/5/2011,0,5/5/2011,0,5/5/2011,-0.302,5/5/2011,-0.67,6/21/2011,1.25449
5/6/2011,-0.1268,5/6/2011,-0.1166,5/6/2011,-1.0626,5/6/2011,-1.5693,5/6/2011,-5.211,5/6/2011,-3.553,5/6/2011,-8.405,5/6/2011,-3.012,5/6/2011,0.7,6/22/2011,1.60018
5/9/2011,0.4616,5/9/2011,0.5516,5/9/2011,-0.7126,5/9/2011,1.0403,5/9/2011,0.349,5/9/2011,2.105,5/9/2011,2.118,5/9/2011,10.234,5/9/2011,-0.33,6/23/2011,-0.86506
5/10/2011,1.6809,5/10/2011,0.6654,5/10/2011,3.659,5/10/2011,1.6663,5/10/2011,-0.783,5/10/2011,0.515,5/10/2011,-0.922,5/10/2011,5.212,5/10/2011,0.65,6/24/2011,1.09478
5/11/2011,-1.6885,5/11/2011,-2.8022,5/11/2011,-3.1082,5/11/2011,-4.6186,5/11/2011,-0.789,5/11/2011,-1.538,5/11/2011,-0.93,5/11/2011,4.467,5/11/2011,0.21,6/27/2011,-1.55645
5/12/2011,2.0033,5/12/2011,-0.3081,5/12/2011,1.0634,5/12/2011,-0.3868,5/12/2011,-0.618,5/12/2011,-3.125,5/12/2011,0.939,5/12/2011,-1.079,5/12/2011,-0.14,6/28/2011,0.50715
5/13/2011,-1.6029,5/13/2011,-1.3129,5/13/2011,-2.0387,5/13/2011,-1.7772,5/13/2011,0.089,5/13/2011,-0.538,5/13/2011,-0.93,5/13/2011,-1.779,5/13/2011,-0.17,6/29/2011,1.82185
5/16/2011,-0.7536,5/16/2011,-2.5194,5/16/2011,-1.802,5/16/2011,-2.4157,5/16/2011,1.243,5/16/2011,0,5/16/2011,3.286,5/16/2011,5.944,5/16/2011,-0.01,6/30/2011,0.94255
5/17/2011,-0.9907,5/17/2011,-1.4157,5/17/2011,-0.9203,5/17/2011,-0.9441,5/17/2011,1.754,5/17/2011,0,5/17/2011,1.364,5/17/2011,3.346,5/17/2011,0.78,7/1/2011,0.18574
5/18/2011,2.0635,5/18/2011,2.5321,5/18/2011,3.5988,5/18/2011,3.114,5/18/2011,0,5/18/2011,0,5/18/2011,-0.224,5/18/2011,-2.308,5/18/2011,0.32,7/4/2011,1.30067
5/19/2011,-0.2895,5/19/2011,-2.2641,5/19/2011,-1.3451,5/19/2011,-2.6951,5/19/2011,-0.431,5/19/2011,-2.703,5/19/2011,2.247,5/19/2011,6.203,5/19/2011,-0.09,7/5/2011,-0.33274
5/20/2011,-0.8124,5/20/2011,-0.3279,5/20/2011,-1.7372,5/20/2011,-1.1982,5/20/2011,-2.164,5/20/2011,0,5/20/2011,-3.297,5/20/2011,-8.016,5/20/2011,0.11,7/6/2011,1.21228
5/23/2011,-0.5258,5/23/2011,-0.7399,5/23/2011,-0.6513,5/23/2011,-1.3256,5/23/2011,0.442,5/23/2011,-2.778,5/23/2011,-3.409,5/23/2011,-2.783,5/23/2011,0.38,7/7/2011,-0.69043
5/24/2011,-0.4694,5/24/2011,1.36,5/24/2011,-0.4704,5/24/2011,1.2677,5/24/2011,0,5/24/2011,0,5/24/2011,0,5/24/2011,-0.542,5/24/2011,-0.07,7/8/2011,1.14079
5/25/2011,0.5302,5/25/2011,0.1457,5/25/2011,-0.4729,5/25/2011,0.0599,5/25/2011,-0.881,5/25/2011,2.857,5/25/2011,-1.176,5/25/2011,5.925,5/25/2011,0.02,7/11/2011,-0.06924
5/26/2011,-2.3396,5/26/2011,-1.5814,5/26/2011,-2.1815,5/26/2011,-1.3833,5/26/2011,2.222,5/26/2011,0,5/26/2011,4.762,5/26/2011,20.992,5/26/2011,-0.83,7/12/2011,-0.52463
5/27/2011,0.5351,5/27/2011,-0.1585,5/27/2011,-0.4741,5/27/2011,-0.8912,5/27/2011,-1.739,5/27/2011,0,5/27/2011,-5.682,5/27/2011,1.932,5/27/2011,-0.6,7/13/2011,1.07577
5/30/2011,0,5/30/2011,0,5/30/2011,0,5/30/2011,0,5/30/2011,0,5/30/2011,-2.778,5/30/2011,-1.205,5/30/2011,3.695,5/30/2011,0.17,7/14/2011,-0.5123
5/31/2011,-0.417,5/31/2011,-1.4221,5/31/2011,-1.0491,5/31/2011,-0.8411,5/31/2011,3.097,5/31/2011,5.143,5/31/2011,4.878,5/31/2011,12.02,5/31/2011,0.72,7/15/2011,0.36557
6/1/2011,-3.9183,6/1/2011,-1.7676,6/1/2011,-6.4332,6/1/2011,-1.3229,6/1/2011,-0.858,6/1/2011,-2.174,6/1/2011,2.326,6/1/2011,15.116,6/1/2011,-0.7,7/19/2011,-0.55213
6/2/2011,3.0216,6/2/2011,1.8646,6/2/2011,3.6846,6/2/2011,1.6633,6/2/2011,-3.463,6/2/2011,-8.333,6/2/2011,-9.091,6/2/2011,-28.767,6/2/2011,-0.06,7/20/2011,1.02693
6/3/2011,-1.4443,6/3/2011,-0.652,6/3/2011,-3.1795,6/3/2011,0.2317,6/3/2011,2.242,6/3/2011,-3.03,6/3/2011,1.25,6/3/2011,-2.005,6/3/2011,-0.69,7/21/2011,0.27983
6/6/2011,0.303,6/6/2011,0.1832,6/6/2011,-0.3118,6/6/2011,-0.3156,6/6/2011,1.316,6/6/2011,9.375,6/6/2011,3.704,6/6/2011,4.212,6/6/2011,-0.3,7/22/2011,1.05012
6/7/2011,-0.0012,6/7/2011,-0.0902,6/7/2011,-1.3378,6/7/2011,0.5992,6/7/2011,0.866,6/7/2011,-2.857,6/7/2011,3.571,6/7/2011,8.424,6/7/2011,-0.01,7/25/2011,-0.62957
6/8/2011,-1.8786,6/8/2011,-1.6129,6/8/2011,-4.5677,6/8/2011,-1.6854,6/8/2011,-0.429,6/8/2011,2.941,6/8/2011,-2.299,6/8/2011,-7.897,6/8/2011,-0.25,7/26/2011,0.8453
6/9/2011,1.974,6/9/2011,0.6127,6/9/2011,5.9717,6/9/2011,0.9144,6/9/2011,-2.155,6/9/2011,-2.857,6/9/2011,-4.706,6/9/2011,2.022,6/9/2011,0.59,7/27/2011,-0.882
6/10/2011,-0.9137,6/10/2011,-1.7291,6/10/2011,-1.7669,6/10/2011,-2.016,6/10/2011,0.441,6/10/2011,-2.941,6/10/2011,4.938,6/10/2011,3.909,6/10/2011,-0.05,7/28/2011,-0.90764
6/13/2011,0.4883,6/13/2011,0.7269,6/13/2011,1.1464,6/13/2011,0.0465,6/13/2011,0.439,6/13/2011,0,6/13/2011,0,6/13/2011,2.74,6/13/2011,-0.1,7/29/2011,0.03583
6/14/2011,3.8,6/14/2011,3.1371,6/14/2011,6.965,6/14/2011,2.9504,6/14/2011,0.873,6/14/2011,3.03,6/14/2011,2.353,6/14/2011,-0.615,6/14/2011,0.31,8/1/2011,1.59634
6/15/2011,-4.1331,6/15/2011,-1.8404,6/15/2011,-8.3649,6/15/2011,-2.353,6/15/2011,0.866,6/15/2011,5.882,6/15/2011,3.448,6/15/2011,9.59,6/15/2011,0.58,8/2/2011,-1.06316
6/16/2011,-1.4065,6/16/2011,-1.313,6/16/2011,-1.3814,6/16/2011,-2.4696,6/16/2011,-3.863,6/16/2011,0,6/16/2011,-5.556,6/16/2011,-14.946,6/16/2011,-0.41,8/3/2011,-1.88633
6/17/2011,0.5831,6/17/2011,-0.468,6/17/2011,0.1906,6/17/2011,-1.2667,6/17/2011,0,6/17/2011,-2.778,6/17/2011,-3.529,6/17/2011,-2.814,6/17/2011,-0.72,8/4/2011,-2.42005
6/20/2011,0.461,6/20/2011,-0.4253,6/20/2011,0.3137,6/20/2011,-1.2526,6/20/2011,0.446,6/20/2011,-2.857,6/20/2011,-1.22,6/20/2011,-3.674,6/20/2011,0.25,8/5/2011,-2.75273
6/21/2011,0.8599,6/21/2011,1.5554,6/21/2011,0.741,6/21/2011,1.0215,6/21/2011,0.444,6/21/2011,-2.941,6/21/2011,3.704,6/21/2011,3.662,6/21/2011,-0.05,8/8/2011,-1.15183
6/22/2011,-0.0318,6/22/2011,-1.4103,6/22/2011,-0.2198,6/22/2011,-1.3996,6/22/2011,-0.885,6/22/2011,-3.03,6/22/2011,-2.381,6/22/2011,-0.688,6/22/2011,0.1,8/9/2011,-0.90355
6/23/2011,-2.3768,6/23/2011,1.0454,6/23/2011,-5.4283,6/23/2011,-3.7112,6/23/2011,-0.446,6/23/2011,-3.125,6/23/2011,-2.439,6/23/2011,-5.521,6/23/2011,0.27,8/10/2011,1.52092
6/24/2011,-1.6506,6/24/2011,0.5409,6/24/2011,-5.7483,6/24/2011,-1.3786,6/24/2011,-0.448,6/24/2011,3.226,6/24/2011,-1.25,6/24/2011,1.365,6/24/2011,-0.1,8/11/2011,-0.96013
6/27/2011,2.3358,6/27/2011,1.8332,6/27/2011,5.5759,6/27/2011,1.5142,6/27/2011,-0.901,6/27/2011,3.125,6/27/2011,-2.532,6/27/2011,-7.002,6/27/2011,0.57,8/12/2011,-0.54341
6/28/2011,3.4231,6/28/2011,2.0663,6/28/2011,8.9433,6/28/2011,2.5829,6/28/2011,-0.909,6/28/2011,0,6/28/2011,1.299,6/28/2011,-2.058,6/28/2011,0.28,8/15/2011,1.24149
6/29/2011,2.6724,6/29/2011,3.6897,6/29/2011,6.9959,6/29/2011,6.0013,6/29/2011,3.211,6/29/2011,3.03,6/29/2011,5.128,6/29/2011,14.225,6/29/2011,-0.42,8/16/2011,0.32801
6/30/2011,1.5484,6/30/2011,0.4068,6/30/2011,4.2004,6/30/2011,2.1343,6/30/2011,1.333,6/30/2011,2.941,6/30/2011,4.878,6/30/2011,4.133,6/30/2011,-0.27,8/17/2011,-0.0097
7/1/2011,0.7075,7/1/2011,0.8827,7/1/2011,1.0647,7/1/2011,0.6937,7/1/2011,0,7/1/2011,-5.714,7/1/2011,0,7/1/2011,3.353,7/1/2011,0.34,8/18/2011,-1.17677
7/4/2011,0,7/4/2011,0,7/4/2011,0,7/4/2011,0,7/4/2011,1.93,7/4/2011,1.212,7/4/2011,0.698,7/4/2011,-5.81,7/4/2011,-0.04,8/19/2011,-1.90746
7/5/2011,-1.9268,7/5/2011,-2.1407,7/5/2011,-5.5658,7/5/2011,-1.1709,7/5/2011,0.861,7/5/2011,0.599,7/5/2011,1.155,7/5/2011,3.922,7/5/2011,0.33,8/22/2011,-1.65363
7/6/2011,-0.4156,7/6/2011,-0.2936,7/6/2011,-1.1719,7/6/2011,0.1956,7/6/2011,0.853,7/6/2011,0.595,7/6/2011,1.598,7/7/2011,6.665,7/6/2011,-0.2,8/23/2011,1.18772
7/7/2011,0.9543,7/7/2011,1.4662,7/7/2011,3.9828,7/7/2011,3.3065,7/7/2011,-0.338,7/7/2011,-1.183,7/7/2011,0,7/8/2011,-6.491,7/7/2011,0.42,8/24/2011,-1.2536
7/8/2011,-3.5341,7/8/2011,-2.9217,7/8/2011,-8.6771,7/8/2011,-3.708,7/8/2011,0,7/8/2011,0,7/8/2011,0.449,7/11/2011,-21.646,7/8/2011,-0.75,8/25/2011,0.42731
7/11/2011,-3.5661,7/11/2011,-0.8573,7/11/2011,-6.7571,7/11/2011,-0.9054,7/11/2011,-2.801,7/11/2011,-5.988,7/11/2011,-5.145,7/12/2011,-11.654,7/11/2011,-0.47,8/26/2011,1.53567
7/12/2011,-1.4329,7/12/2011,0.0933,7/12/2011,-2.4468,7/12/2011,0.2912,7/12/2011,-3.057,7/12/2011,0,7/12/2011,-6.132,7/13/2011,1.796,7/12/2011,-1.27,8/29/2011,0.01293
7/13/2011,0.187,7/13/2011,-0.087,7/13/2011,0.1113,7/13/2011,-0.4703,7/13/2011,0.27,7/13/2011,3.822,7/13/2011,2.01,7/14/2011,-12.173,7/13/2011,-0.33,8/30/2011,1.49865
7/14/2011,2.4613,7/14/2011,-1.2221,7/14/2011,4.3307,7/14/2011,-0.7214,7/14/2011,-3.145,7/14/2011,-5.521,7/14/2011,-8.128,7/15/2011,-9.79,7/14/2011,0.2,8/31/2011,0.62695
7/15/2011,-1.6101,7/15/2011,1.1981,7/15/2011,-3.942,7/15/2011,0.7224,7/15/2011,1.299,7/15/2011,-1.948,7/15/2011,1.34,7/18/2011,-0.037,7/15/2011,-0.01,9/1/2011,0.62842
7/18/2011,0.7506,7/18/2011,2.1227,7/18/2011,-0.2301,7/18/2011,0.0745,7/18/2011,0,7/18/2011,0,7/18/2011,0,7/20/2011,-20.189,7/18/2011,-0.11,9/2/2011,-1.04061
7/19/2011,-1.6183,7/19/2011,-0.6414,7/19/2011,-0.1167,7/19/2011,1.2336,7/19/2011,-1.648,7/19/2011,-0.662,7/19/2011,-2.646,7/21/2011,0.58,7/19/2011,0.18,9/5/2011,-1.96676
7/20/2011,1.6416,7/20/2011,-0.6815,7/20/2011,2.6299,7/20/2011,-0.7388,7/20/2011,1.024,7/20/2011,4,7/20/2011,2.446,7/22/2011,-14.868,7/20/2011,-0.51,9/6/2011,-2.78157
7/21/2011,2.9412,7/21/2011,2.6717,7/21/2011,5.1472,7/21/2011,1.8501,7/21/2011,1.198,7/21/2011,2.564,7/21/2011,3.979,7/25/2011,-3.727,7/21/2011,-0.61,9/7/2011,1.96628
7/22/2011,-1.71,7/22/2011,-0.035,7/22/2011,-2.7699,7/22/2011,-0.2333,7/22/2011,0.546,7/22/2011,0,7/22/2011,0.255,7/26/2011,-2.212,7/22/2011,0.31,9/8/2011,0.3329
7/25/2011,1.3008,7/25/2011,2.9031,7/25/2011,1.3168,7/25/2011,1.9648,7/25/2011,-0.815,7/25/2011,0,7/25/2011,-2.545,7/27/2011,-1.553,7/25/2011,-0.32,9/9/2011,-0.12261
7/26/2011,-1.5922,7/26/2011,-1.3495,7/26/2011,-2.9232,7/26/2011,-2.2054,7/26/2011,0.274,7/26/2011,2.5,7/26/2011,0,7/28/2011,-1.621,7/26/2011,-0.52,9/12/2011,-1.75846
7/27/2011,0.9307,7/27/2011,1.4437,7/27/2011,2.7892,7/27/2011,1.5523,7/27/2011,-0.911,7/27/2011,-0.61,7/27/2011,-1.828,7/29/2011,1.572,7/27/2011,0.13,9/13/2011,1.668
7/28/2011,-1.1709,7/28/2011,0.4745,7/28/2011,0.1992,7/28/2011,1.1572,7/28/2011,-0.919,7/28/2011,-4.908,7/28/2011,-2.128,8/1/2011,0.928,7/28/2011,-0.4,9/14/2011,-0.87794
7/29/2011,-5.0707,7/29/2011,-0.5639,7/29/2011,-11.0741,7/29/2011,-1.1616,7/29/2011,0.371,7/29/2011,0,7/29/2011,2.174,8/2/2011,-4,7/29/2011,-1.17,9/15/2011,1.31809
8/1/2011,-1.8724,8/1/2011,-0.6105,8/1/2011,-2.508,8/1/2011,-0.1831,8/1/2011,-0.277,8/1/2011,3.226,8/1/2011,-0.532,8/3/2011,-1.687,8/1/2011,0.59,9/16/2011,1.96496
8/2/2011,-4.823,8/2/2011,-3.0979,8/2/2011,-7.8044,8/2/2011,-3.8233,8/2/2011,-2.873,8/2/2011,-3.125,8/2/2011,-3.743,8/4/2011,-2.1,8/2/2011,-0.08,9/20/2011,-1.19018
8/3/2011,0.3355,8/3/2011,-3.5383,8/3/2011,3.4195,8/3/2011,-5.1467,8/3/2011,-2.863,8/3/2011,-3.226,8/3/2011,-3.056,8/5/2011,-2.275,8/3/2011,-0.12,9/21/2011,0.47382
8/4/2011,-8.2974,8/4/2011,-2.5452,8/4/2011,-13.6258,8/4/2011,-5.0738,8/4/2011,0.491,8/4/2011,-1.333,8/4/2011,0.573,8/8/2011,-1.622,8/4/2011,2.37,9/22/2011,-1.83001
8/5/2011,6.4808,8/5/2011,1.5462,8/5/2011,14.8389,8/5/2011,1.0255,8/5/2011,-1.564,8/5/2011,-4.054,8/5/2011,-3.704,8/9/2011,2.114,8/5/2011,-0.62,9/26/2011,-2.08174
8/8/2011,-9.4035,8/8/2011,-3.0065,8/8/2011,-13.3752,8/8/2011,-4.2873,8/8/2011,0.596,8/8/2011,-1.408,8/8/2011,-1.479,8/10/2011,-1.719,8/8/2011,-0.8,9/27/2011,2.55535
8/9/2011,-2.9821,8/9/2011,2.0793,8/9/2011,-8.128,8/9/2011,2.9834,8/9/2011,3.85,8/9/2011,2.857,8/9/2011,5.706,8/11/2011,1.113,8/9/2011,-1.04,9/28/2011,0.79008
8/10/2011,-6.3442,8/10/2011,2.8176,8/10/2011,-7.8582,8/10/2011,6.3582,8/10/2011,-0.855,8/10/2011,-2.778,8/10/2011,-2.557,8/12/2011,1.605,8/10/2011,-0.13,9/29/2011,0.84105
8/11/2011,11.1014,8/11/2011,1.186,8/11/2011,10.906,8/11/2011,-1.9163,8/11/2011,-0.096,8/11/2011,2.857,8/11/2011,2.624,8/15/2011,-0.26,8/11/2011,-0.03,9/30/2011,-0.69189
8/12/2011,-3.6372,8/12/2011,-3.4879,8/12/2011,-5.7277,8/12/2011,-3.1676,8/12/2011,0.672,8/12/2011,4.167,8/12/2011,1.42,8/16/2011,-1.192,8/12/2011,-0.17,10/3/2011,-1.27122
8/15/2011,2.239,8/15/2011,1.3468,8/15/2011,3.3002,8/15/2011,-2.0837,8/15/2011,-0.381,8/15/2011,0,8/15/2011,-1.961,8/17/2011,-0.885,8/15/2011,0.16,10/4/2011,-1.65532
8/16/2011,-3.7173,8/16/2011,-2.2813,8/16/2011,-6.1511,8/16/2011,-3.098,8/16/2011,-0.191,8/16/2011,0,8/16/2011,-0.857,8/18/2011,-0.503,8/16/2011,-0.04,10/5/2011,-1.36169
8/17/2011,-2.4513,8/17/2011,-1.1106,8/17/2011,-1.7471,8/17/2011,-1.3891,8/17/2011,-1.63,8/17/2011,2,8/17/2011,-2.017,8/19/2011,-4.714,8/17/2011,-0.26,10/6/2011,1.67261
8/18/2011,-4.7476,8/18/2011,-5.9592,8/18/2011,-3.6957,8/18/2011,-3.8611,8/18/2011,-2.827,8/18/2011,-3.268,8/18/2011,-3.824,8/22/2011,-3.843,8/18/2011,-0.03,10/7/2011,0.54471
8/19/2011,-0.0027,8/19/2011,0.5362,8/19/2011,1.8812,8/19/2011,3.3907,8/19/2011,-0.702,8/19/2011,-4.73,8/19/2011,-5.505,8/23/2011,-0.235,8/19/2011,-0.04,10/11/2011,1.86685
8/22/2011,2.107,8/22/2011,1.2121,8/22/2011,3.1722,8/22/2011,1.0014,8/22/2011,-0.303,8/22/2011,-4.965,8/22/2011,-4.854,8/24/2011,-2.683,8/22/2011,0.31,10/12/2011,-1.04501
8/23/2011,2.2399,8/23/2011,-1.6527,8/23/2011,2.5631,8/23/2011,-2.9687,8/23/2011,2.736,8/23/2011,0.746,8/23/2011,6.803,8/25/2011,4.344,8/23/2011,-0.17,10/13/2011,1.3573
8/24/2011,6.8032,8/24/2011,1.3882,8/24/2011,7.9259,8/24/2011,-1.6311,8/24/2011,0.296,8/24/2011,-3.704,8/24/2011,-3.822,8/26/2011,3.337,8/24/2011,0.42,10/14/2011,-1.89469
8/25/2011,-3.0804,8/25/2011,1.6334,8/25/2011,-3.332,8/25/2011,0.0894,8/25/2011,2.458,8/25/2011,6.154,8/25/2011,9.272,8/29/2011,-4.311,8/25/2011,0.62,10/17/2011,2.50097
8/26/2011,-1.7378,8/26/2011,-2.529,8/26/2011,-5.3484,8/26/2011,-0.8937,8/26/2011,0.096,8/26/2011,-2.174,8/26/2011,2.424,8/30/2011,4.237,8/26/2011,-1.06,10/18/2011,-1.51202
8/29/2011,3.0251,8/29/2011,0.9214,8/29/2011,5.6506,8/29/2011,2.1007,8/29/2011,-2.205,8/29/2011,-2.963,8/29/2011,-5.03,8/31/2011,1.872,8/29/2011,0.25,10/19/2011,0.11144
8/30/2011,-3.5201,8/30/2011,-0.6487,8/30/2011,-5.9956,8/30/2011,-0.6967,8/30/2011,0.392,8/30/2011,8.397,8/30/2011,6.231,9/1/2011,5.837,8/30/2011,-0.12,10/20/2011,-0.90854
8/31/2011,2.1468,8/31/2011,0.3144,8/31/2011,3.4427,8/31/2011,2.9341,8/31/2011,0.977,8/31/2011,-1.408,8/31/2011,0.88,9/2/2011,0.427,8/31/2011,-0.1,10/21/2011,0.67343
9/1/2011,-4.1929,9/1/2011,1.1272,9/1/2011,-6.8306,9/1/2011,0.029,9/1/2011,1.741,9/1/2011,7.143,9/1/2011,5.233,9/5/2011,-3.287,9/1/2011,0.35,10/24/2011,1.65567
9/2/2011,-6.7811,9/2/2011,-2.9114,9/2/2011,-3.9558,9/2/2011,-0.0555,9/2/2011,-1.996,9/2/2011,-3.333,9/2/2011,-2.486,9/6/2011,0.537,9/2/2011,-0.17,10/25/2011,-0.78997
9/5/2011,0,9/5/2011,0,9/5/2011,0,9/5/2011,0,9/5/2011,-1.164,9/5/2011,-1.379,9/5/2011,-9.348,9/7/2011,8.495,9/5/2011,0.12,10/26/2011,-0.32068
9/6/2011,-0.0889,9/6/2011,-4.1434,9/6/2011,2.7819,9/6/2011,-5.4979,9/6/2011,-3.14,9/6/2011,-1.399,9/6/2011,-2.813,9/8/2011,3.144,9/6/2011,1,10/27/2011,2.5219
9/7/2011,2.9688,9/7/2011,1.2457,9/7/2011,3.2575,9/7/2011,1.9395,9/7/2011,2.229,9/7/2011,2.837,9/7/2011,6.431,9/9/2011,2.918,9/7/2011,-0.52,10/28/2011,1.22615
9/8/2011,-3.1406,9/8/2011,2.1734,9/8/2011,-5.0994,9/8/2011,2.7,9/8/2011,0.892,9/8/2011,-0.69,9/8/2011,3.927,9/12/2011,2.778,9/8/2011,0.32,10/31/2011,-3.76343
9/9/2011,-3.0551,9/9/2011,-2.0179,9/9/2011,-7.419,9/9/2011,-3.1076,9/9/2011,-1.277,9/9/2011,-2.083,9/9/2011,-1.163,9/13/2011,0.542,9/9/2011,0.13,11/1/2011,-1.68006
