,7751 JP Equity,,6758 JP Equity,,6971 JP Equity,,6502 JP Equity,,6752 JP Equity,,7974 JP Equity,,4901 JP Equity,,3765 JP Equity,,9613 JP Equity,,6594 JP Equity,,7731 JP Equity,,7752 JP Equity,,8035 JP Equity,,6702 JP Equity,,4307 JP Equity,,6701 JP Equity,,6753 JP Equity,,4716 JP Equity,,6762 JP Equity,,6963 JP Equity,,4704 JP Equity,,4902 JP Equity,,7832 JP Equity,,4768 JP Equity,,6857 JP Equity,,6448 JP Equity,,8036 JP Equity,,9766 JP Equity,,3436 JP Equity,,4684 JP Equity,,6724 JP Equity,,6952 JP Equity,,4739 JP Equity,,5214 JP Equity,,4062 JP Equity,,9719 JP Equity,,6592 JP Equity,,6723 JP Equity,,6976 JP Equity,,6727 JP Equity,,6925 JP Equity,,3668 JP Equity,,6588 JP Equity,,6457 JP Equity,,6967 JP Equity,,6479 JP Equity,,6703 JP Equity,,3774 JP Equity,,6770 JP Equity,,7735 JP Equity,,3105 JP Equity,,9684 JP Equity,,4733 JP Equity,,6256 JP Equity,,6756 JP Equity,,1973 JP Equity,,7732 JP Equity,,9697 JP Equity,,2327 JP Equity,,3626 JP Equity
6/19/2009,33.5829,6/19/2009,26.2529,6/19/2009,75.0676,6/19/2009,3.8470,6/19/2009,13.4539,6/19/2009,269.3907,6/19/2009,30.0998,6/19/2009,24.3294,6/19/2009,3212.7261,6/19/2009,62.5910,6/19/2009,16.1052,6/19/2009,13.0173,6/19/2009,47.4111,6/19/2009,5.2610,6/19/2009,21.4702,6/19/2009,3.9405,6/19/2009,10.5531,6/19/2009,36.0782,6/19/2009,45.8515,6/19/2009,67.1657,6/19/2009,32.9590,6/19/2009,9.8565,6/19/2009,10.5531,6/19/2009,52.1938,6/19/2009,18.0703,6/19/2009,8.9936,6/19/2009,17.1761,6/19/2009,18.9644,6/19/2009,13.9530,6/19/2009,160.5323,6/19/2009,15.5230,6/19/2009,8.7856,6/19/2009,28.0724,6/19/2009,10.4804,6/19/2009,28.1244,6/19/2009,15.5854,6/19/2009,47.7230,6/19/2009,9.1807,6/19/2009,9.9709,6/19/2009,4.7073,6/19/2009,15.0863,,,6/19/2009,3.8470,6/19/2009,19.1828,6/19/2009,11.6968,6/19/2009,4.0861,6/19/2009,1.1125,6/19/2009,7.4808,6/19/2009,5.1674,6/19/2009,3.2127,6/19/2009,10.6883,6/19/2009,24.5373,6/19/2009,40.5490,6/22/2009,422.2709,6/22/2009,6.3393,6/19/2009,11.8632,6/19/2009,5.7600,6/19/2009,17.7896,6/19/2009,16.6355,6/19/2009,18.4862
6/22/2009,33.4689,6/22/2009,26.1704,6/22/2009,76.4258,6/22/2009,3.8265,6/22/2009,13.5961,6/22/2009,268.3766,6/22/2009,29.8196,6/22/2009,25.3154,6/22/2009,3273.9026,6/22/2009,61.8288,6/22/2009,16.5572,6/22/2009,12.7515,6/22/2009,46.8147,6/22/2009,5.2966,6/22/2009,21.6870,6/22/2009,4.0767,6/22/2009,10.6350,6/22/2009,36.1798,6/22/2009,46.3977,6/22/2009,67.8761,6/22/2009,32.8433,6/22/2009,9.8217,6/22/2009,10.6350,6/22/2009,51.9237,6/22/2009,17.9231,6/22/2009,9.0189,6/22/2009,17.5060,6/22/2009,19.1012,6/22/2009,13.7316,6/22/2009,163.2781,6/22/2009,15.2956,6/22/2009,8.9250,6/22/2009,29.0898,6/22/2009,10.1449,6/22/2009,27.4215,6/22/2009,15.7439,6/22/2009,46.9190,6/22/2009,9.2378,6/22/2009,10.2492,6/22/2009,4.8796,6/22/2009,14.8890,,,6/22/2009,3.9203,6/22/2009,19.3411,6/22/2009,11.5942,6/22/2009,4.1184,6/22/2009,1.1156,6/22/2009,7.6113,6/22/2009,5.0777,6/22/2009,3.2113,6/22/2009,10.7184,6/22/2009,25.2320,6/22/2009,40.9759,6/23/2009,424.1659,6/23/2009,6.0836,6/22/2009,11.9591,6/22/2009,5.7345,6/22/2009,18.2776,6/22/2009,16.0254,6/22/2009,17.8084
6/23/2009,32.8387,6/23/2009,25.9446,6/23/2009,75.7815,6/23/2009,3.7470,6/23/2009,13.3354,6/23/2009,267.0245,6/23/2009,29.2075,6/23/2009,24.7342,6/23/2009,3294.3901,6/23/2009,60.2042,6/23/2009,15.6194,6/23/2009,12.3566,6/23/2009,46.2057,6/23/2009,5.0942,6/23/2009,21.3136,6/23/2009,3.9154,6/23/2009,10.4200,6/23/2009,35.7857,6/23/2009,44.5216,6/23/2009,68.2034,6/23/2009,31.9966,6/23/2009,9.5885,6/23/2009,10.8725,6/23/2009,51.0473,6/23/2009,17.0824,6/23/2009,8.8728,6/23/2009,16.5983,6/23/2009,18.6401,6/23/2009,13.4723,6/23/2009,162.8250,6/23/2009,14.5985,6/23/2009,8.6202,6/23/2009,29.0496,6/23/2009,9.7990,6/23/2009,27.6813,6/23/2009,15.6405,6/23/2009,46.4162,6/23/2009,8.9254,6/23/2009,9.9042,6/23/2009,4.8048,6/23/2009,15.3563,,,6/23/2009,3.9470,6/23/2009,19.5664,6/23/2009,11.6304,6/23/2009,4.0101,6/23/2009,1.0631,6/23/2009,7.6571,6/23/2009,4.8942,6/23/2009,3.1470,6/23/2009,10.3463,6/23/2009,24.9974,6/23/2009,40.7326,6/24/2009,444.6537,6/24/2009,6.0682,6/23/2009,11.8935,6/23/2009,5.4836,6/23/2009,18.3033,6/23/2009,15.8404,6/23/2009,17.3140
6/24/2009,33.4798,6/24/2009,25.7899,6/24/2009,75.5388,6/24/2009,3.6409,6/24/2009,13.4966,6/24/2009,268.0477,6/24/2009,29.3995,6/24/2009,23.8021,6/24/2009,3170.1193,6/24/2009,60.4729,6/24/2009,15.6727,6/24/2009,12.5445,6/24/2009,45.9301,6/24/2009,5.0743,6/24/2009,20.8935,6/24/2009,3.8083,6/24/2009,10.2741,6/24/2009,35.5723,6/24/2009,44.7792,6/24/2009,67.9012,6/24/2009,31.8058,6/24/2009,9.8452,6/24/2009,11.1425,6/24/2009,50.3243,6/24/2009,17.1793,6/24/2009,8.7885,6/24/2009,16.5097,6/24/2009,18.6755,6/24/2009,13.5803,6/24/2009,159.8661,6/24/2009,14.3231,6/24/2009,8.6943,6/24/2009,27.7778,6/24/2009,9.8975,6/24/2009,27.4116,6/24/2009,15.2229,6/24/2009,47.3949,6/24/2009,8.6001,6/24/2009,10.0335,6/24/2009,4.7996,6/24/2009,15.3903,,,6/24/2009,3.8711,6/24/2009,19.8473,6/24/2009,11.4668,6/24/2009,4.0804,6/24/2009,1.0567,6/24/2009,7.7422,6/24/2009,4.9906,6/24/2009,3.2224,6/24/2009,10.4415,6/24/2009,24.6914,6/24/2009,40.6989,6/25/2009,483.7200,6/25/2009,6.2728,6/24/2009,11.7179,6/24/2009,5.5242,6/24/2009,18.5185,6/24/2009,15.4949,6/24/2009,16.8236
6/25/2009,34.0164,6/25/2009,26.1625,6/25/2009,75.8348,6/25/2009,3.7137,6/25/2009,13.5546,6/25/2009,268.5946,6/25/2009,29.8034,6/25/2009,24.9662,6/25/2009,3183.1894,6/25/2009,61.5833,6/25/2009,16.2696,6/25/2009,12.8056,6/25/2009,47.5398,6/25/2009,5.3261,6/25/2009,21.5854,6/25/2009,3.9634,6/25/2009,10.4858,6/25/2009,35.7849,6/25/2009,46.3955,6/25/2009,67.9289,6/25/2009,32.9762,6/25/2009,10.1009,6/25/2009,11.0371,6/25/2009,50.9726,6/25/2009,17.4243,6/25/2009,8.8942,6/25/2009,16.8002,6/25/2009,18.8807,6/25/2009,13.8354,6/25/2009,156.6629,6/25/2009,15.1774,6/25/2009,9.0607,6/25/2009,28.9192,6/25/2009,10.3194,6/25/2009,27.8269,6/25/2009,15.4478,6/25/2009,47.4358,6/25/2009,8.7070,6/25/2009,10.8291,6/25/2009,5.0192,6/25/2009,15.6767,,,6/25/2009,4.0466,6/25/2009,20.0770,6/25/2009,11.7029,6/25/2009,4.2130,6/25/2009,1.0611,6/25/2009,8.0256,6/25/2009,5.1805,6/25/2009,3.3080,6/25/2009,10.6314,6/25/2009,24.0820,6/25/2009,41.6103,6/26/2009,517.2414,6/26/2009,6.2447,6/25/2009,11.6093,6/25/2009,5.6174,6/25/2009,18.2461,6/25/2009,15.4894,6/25/2009,17.0810
6/26/2009,34.0622,6/26/2009,26.2826,6/26/2009,77.1657,6/26/2009,3.7532,6/26/2009,13.6354,6/26/2009,271.7620,6/26/2009,30.1724,6/26/2009,25.2418,6/26/2009,3174.9369,6/26/2009,61.9218,6/26/2009,16.3583,6/26/2009,12.7523,6/26/2009,47.9394,6/26/2009,5.4773,6/26/2009,21.9723,6/26/2009,3.9844,6/26/2009,10.6392,6/26/2009,36.0597,6/26/2009,47.5189,6/26/2009,69.7014,6/26/2009,32.5904,6/26/2009,10.4184,6/26/2009,11.4277,6/26/2009,53.8268,6/26/2009,17.9037,6/26/2009,9.1253,6/26/2009,16.8839,6/26/2009,19.2178,6/26/2009,14.3608,6/26/2009,159.7982,6/26/2009,15.0652,6/26/2009,9.1989,6/26/2009,28.9634,6/26/2009,11.0807,6/26/2009,28.5429,6/26/2009,15.5278,6/26/2009,48.4651,6/26/2009,9.0307,6/26/2009,11.0492,6/26/2009,5.0647,6/26/2009,16.0219,,,6/26/2009,4.0685,6/26/2009,20.3743,6/26/2009,11.7010,6/26/2009,4.2893,6/26/2009,1.0723,6/26/2009,8.0477,6/26/2009,5.2986,6/26/2009,3.2906,6/26/2009,11.0177,6/26/2009,24.7056,6/26/2009,42.2624,6/29/2009,471.1278,6/29/2009,6.3165,6/26/2009,12.1951,6/26/2009,5.7086,6/26/2009,18.5555,6/26/2009,15.7065,6/26/2009,18.0088
6/29/2009,32.9373,6/29/2009,26.0580,6/29/2009,75.7765,6/29/2009,3.6794,6/29/2009,13.4563,6/29/2009,275.7974,6/29/2009,29.8624,6/29/2009,24.7238,6/29/2009,3189.4934,6/29/2009,60.5587,6/29/2009,16.3957,6/29/2009,12.6433,6/29/2009,47.3212,6/29/2009,5.3158,6/29/2009,21.8366,6/29/2009,3.9191,6/29/2009,10.3815,6/29/2009,36.3769,6/29/2009,47.0086,6/29/2009,70.2522,6/29/2009,32.2076,6/29/2009,10.2773,6/29/2009,11.0903,6/29/2009,52.7413,6/29/2009,17.6152,6/29/2009,8.7972,6/29/2009,16.4895,6/29/2009,19.0432,6/29/2009,14.1234,6/29/2009,157.8070,6/29/2009,15.3638,6/29/2009,8.9222,6/29/2009,29.3413,6/29/2009,10.9548,6/29/2009,27.8299,6/29/2009,15.4680,6/29/2009,47.2170,6/29/2009,8.7763,6/29/2009,10.6525,6/29/2009,5.0552,6/29/2009,15.5931,,,6/29/2009,3.9817,6/29/2009,20.0646,6/29/2009,11.7990,6/29/2009,4.2214,6/29/2009,1.0632,6/29/2009,7.8643,6/29/2009,5.2116,6/29/2009,3.2520,6/29/2009,11.0382,6/29/2009,24.0254,6/29/2009,41.3800,6/30/2009,467.1927,6/30/2009,6.6341,6/29/2009,12.1639,6/29/2009,5.5868,6/29/2009,18.0530,6/29/2009,15.6139,6/29/2009,17.8758
6/30/2009,32.8073,6/30/2009,26.2147,6/30/2009,75.4776,6/30/2009,3.6337,6/30/2009,13.5174,6/30/2009,276.4743,6/30/2009,31.7691,6/30/2009,27.5540,6/30/2009,3239.2027,6/30/2009,60.7351,6/30/2009,17.3796,6/30/2009,12.9257,6/30/2009,48.4842,6/30/2009,5.4610,6/30/2009,22.2695,6/30/2009,3.9348,6/30/2009,10.4132,6/30/2009,36.7525,6/30/2009,47.1346,6/30/2009,72.9859,6/30/2009,32.0806,6/30/2009,10.4651,6/30/2009,11.0050,6/30/2009,53.4676,6/30/2009,18.1686,6/30/2009,8.8870,6/30/2009,17.0993,6/30/2009,19.2172,6/30/2009,14.2753,6/30/2009,162.6869,6/30/2009,16.3517,6/30/2009,8.9597,6/30/2009,29.7965,6/30/2009,11.2334,6/30/2009,28.1873,6/30/2009,15.6769,6/30/2009,48.3804,6/30/2009,9.1051,6/30/2009,11.0465,6/30/2009,5.0794,6/30/2009,16.0091,,,6/30/2009,4.0802,6/30/2009,19.8816,6/30/2009,12.4169,6/30/2009,4.2670,6/30/2009,1.0590,6/30/2009,7.8073,6/30/2009,5.4506,6/30/2009,3.4676,6/30/2009,11.3372,6/30/2009,23.5154,6/30/2009,40.6977,7/1/2009,467.5513,7/1/2009,6.7800,6/30/2009,12.3131,6/30/2009,5.5752,6/30/2009,18.0233,6/30/2009,16.0611,6/30/2009,17.7949
7/1/2009,32.4487,7/1/2009,25.8656,7/1/2009,75.3680,7/1/2009,3.6492,7/1/2009,13.4460,7/1/2009,275.4510,7/1/2009,32.3450,7/1/2009,26.8194,7/1/2009,3151.5654,7/1/2009,64.1717,7/1/2009,17.1988,7/1/2009,12.8447,7/1/2009,48.7249,7/1/2009,5.4323,7/1/2009,21.8225,7/1/2009,3.8980,7/1/2009,10.3255,7/1/2009,37.5285,7/1/2009,46.9625,7/1/2009,71.1176,7/1/2009,32.4487,7/1/2009,10.4292,7/1/2009,10.9994,7/1/2009,53.5974,7/1/2009,18.3081,7/1/2009,8.8016,7/1/2009,17.1677,7/1/2009,19.1271,7/1/2009,14.1820,7/1/2009,160.2737,7/1/2009,16.1207,7/1/2009,8.6668,7/1/2009,30.0643,7/1/2009,10.9164,7/1/2009,28.0427,7/1/2009,15.8822,7/1/2009,47.8955,7/1/2009,10.0042,7/1/2009,11.1860,7/1/2009,5.1032,7/1/2009,15.6853,,,7/1/2009,4.0328,7/1/2009,19.7491,7/1/2009,12.4819,7/1/2009,4.2712,7/1/2009,1.0782,7/1/2009,7.5472,7/1/2009,5.4219,7/1/2009,3.4004,7/1/2009,11.6421,7/1/2009,23.7923,7/1/2009,40.8460,7/2/2009,460.1770,7/2/2009,6.8194,7/1/2009,12.2227,7/1/2009,5.5671,7/1/2009,17.8934,7/1/2009,15.8097,7/1/2009,17.6446
7/2/2009,31.9625,7/2/2009,25.6637,7/2/2009,75.0651,7/2/2009,3.6648,7/2/2009,13.4097,7/2/2009,276.3144,7/2/2009,32.4831,7/2/2009,26.3925,7/2/2009,3237.8969,7/2/2009,63.7168,7/2/2009,16.6164,7/2/2009,12.9099,7/2/2009,48.4123,7/2/2009,5.5804,7/2/2009,21.9677,7/2/2009,3.8522,7/2/2009,10.1822,7/2/2009,37.7928,7/2/2009,46.4342,7/2/2009,71.0047,7/2/2009,32.0666,7/2/2009,10.1926,7/2/2009,11.0151,7/2/2009,53.5138,7/2/2009,18.2197,7/2/2009,8.7767,7/2/2009,17.4076,7/2/2009,19.0838,7/2/2009,13.9198,7/2/2009,161.5825,7/2/2009,15.7002,7/2/2009,8.4019,7/2/2009,29.8282,7/2/2009,11.0047,7/2/2009,28.5789,7/2/2009,15.9084,7/2/2009,48.5164,7/2/2009,9.6721,7/2/2009,11.1817,7/2/2009,5.2707,7/2/2009,15.7106,,,7/2/2009,4.0083,7/2/2009,19.8334,7/2/2009,12.5143,7/2/2009,4.2582,7/2/2009,1.0620,7/2/2009,7.4284,7/2/2009,5.4243,7/2/2009,3.2691,7/2/2009,11.7855,7/2/2009,23.6335,7/2/2009,41.1244,7/3/2009,493.9044,7/3/2009,7.8566,7/2/2009,12.3790,7/2/2009,5.4867,7/2/2009,17.7512,7/2/2009,15.7210,7/2/2009,17.9802
7/3/2009,32.1976,7/3/2009,25.4246,7/3/2009,75.0234,7/3/2009,3.6991,7/3/2009,13.4834,7/3/2009,273.5230,7/3/2009,32.3018,7/3/2009,26.2582,7/3/2009,3209.3363,7/3/2009,66.2707,7/3/2009,16.7761,7/3/2009,12.9520,7/3/2009,50.0156,7/3/2009,5.5017,7/3/2009,22.0902,7/3/2009,3.8137,7/3/2009,10.0969,7/3/2009,38.7621,7/3/2009,46.7855,7/3/2009,73.8773,7/3/2009,32.4060,7/3/2009,10.2219,7/3/2009,11.1389,7/3/2009,52.6206,7/3/2009,18.6933,7/3/2009,8.7632,7/3/2009,17.4221,7/3/2009,18.8601,7/3/2009,14.6296,7/3/2009,160.1542,7/3/2009,15.8800,7/3/2009,8.4089,7/3/2009,30.3220,7/3/2009,11.0034,7/3/2009,29.3842,7/3/2009,15.8591,7/3/2009,48.8694,7/3/2009,9.9094,7/3/2009,11.2118,7/3/2009,5.5981,7/3/2009,16.4114,,,7/3/2009,3.9596,7/3/2009,19.9854,7/3/2009,13.5355,7/3/2009,4.3034,7/3/2009,1.0524,7/3/2009,7.3356,7/3/2009,5.4184,7/3/2009,3.3135,7/3/2009,11.8266,7/3/2009,24.2784,7/3/2009,40.3251,7/6/2009,514.5049,7/6/2009,7.5468,7/3/2009,12.2643,7/3/2009,5.5226,7/3/2009,17.7139,7/3/2009,15.5465,7/3/2009,18.3599
7/6/2009,32.3733,7/6/2009,25.3311,7/6/2009,74.4167,7/6/2009,3.6262,7/6/2009,13.3382,7/6/2009,275.0683,7/6/2009,31.8478,7/6/2009,26.4873,7/6/2009,3195.2912,7/6/2009,66.2182,7/6/2009,16.4179,7/6/2009,12.6971,7/6/2009,48.9805,7/6/2009,5.4341,7/6/2009,22.4932,7/6/2009,3.7313,7/6/2009,9.9117,7/6/2009,39.1003,7/6/2009,45.7221,7/6/2009,71.9992,7/6/2009,32.1631,7/6/2009,10.2691,7/6/2009,11.1625,7/6/2009,53.5001,7/6/2009,18.6988,7/6/2009,8.7976,7/6/2009,17.1116,7/6/2009,18.9720,7/6/2009,14.5470,7/6/2009,162.3923,7/6/2009,15.3458,7/6/2009,8.2720,7/6/2009,30.7967,7/6/2009,11.1310,7/6/2009,29.2201,7/6/2009,16.4074,7/6/2009,48.2447,7/6/2009,9.5754,7/6/2009,10.9208,7/6/2009,5.4972,7/6/2009,16.3023,,,7/6/2009,3.9205,7/6/2009,19.8339,7/6/2009,13.5169,7/6/2009,4.1938,7/6/2009,1.0511,7/6/2009,7.4417,7/6/2009,5.2449,7/6/2009,3.1848,7/6/2009,11.8983,7/6/2009,24.7004,7/6/2009,40.4667,7/7/2009,492.3564,7/7/2009,7.2746,7/6/2009,12.4448,7/6/2009,5.5497,7/6/2009,17.9945,7/6/2009,15.6927,7/6/2009,18.8039
7/7/2009,31.9452,7/7/2009,24.8287,7/7/2009,74.1170,7/7/2009,3.5846,7/7/2009,13.4317,7/7/2009,278.1234,7/7/2009,31.7343,7/7/2009,26.3258,7/7/2009,3183.9747,7/7/2009,66.2098,7/7/2009,16.8687,7/7/2009,12.6094,7/7/2009,48.2868,7/7/2009,5.4402,7/7/2009,23.2472,7/7/2009,3.6690,7/7/2009,9.6574,7/7/2009,39.4307,7/7/2009,45.2293,7/7/2009,72.6410,7/7/2009,32.7886,7/7/2009,10.1318,7/7/2009,11.4075,7/7/2009,54.7180,7/7/2009,18.2920,7/7/2009,8.6979,7/7/2009,17.4275,7/7/2009,18.8719,7/7/2009,15.4876,7/7/2009,166.4734,7/7/2009,15.0448,7/7/2009,8.1181,7/7/2009,30.7855,7/7/2009,10.9120,7/7/2009,28.7296,7/7/2009,16.8793,7/7/2009,48.4976,7/7/2009,9.3622,7/7/2009,10.9436,7/7/2009,5.3796,7/7/2009,16.6052,,,7/7/2009,3.8166,7/7/2009,20.0738,7/7/2009,12.9784,7/7/2009,4.0801,7/7/2009,1.0648,7/7/2009,7.7807,7/7/2009,5.1871,7/7/2009,3.0364,7/7/2009,11.8503,7/7/2009,24.5651,7/7/2009,40.9067,7/8/2009,487.0517,7/8/2009,7.1730,7/7/2009,12.5145,7/7/2009,5.4085,7/7/2009,17.8809,7/7/2009,15.6036,7/7/2009,18.5662
7/8/2009,32.3437,7/8/2009,25.0840,7/8/2009,74.1142,7/8/2009,3.5649,7/8/2009,13.6201,7/8/2009,288.2219,7/8/2009,31.7478,7/8/2009,25.9508,7/8/2009,3241.9547,7/8/2009,65.4459,7/8/2009,16.8816,7/8/2009,12.6883,7/8/2009,47.0257,7/8/2009,5.4719,7/8/2009,23.5128,7/8/2009,3.6082,7/8/2009,9.8169,7/8/2009,40.3077,7/8/2009,44.8586,7/8/2009,71.0803,7/8/2009,32.9397,7/8/2009,10.1311,7/8/2009,11.4530,7/8/2009,53.4186,7/8/2009,18.2468,7/8/2009,8.8525,7/8/2009,17.3258,7/8/2009,19.1570,7/8/2009,15.4730,7/8/2009,165.5651,7/8/2009,15.1154,7/8/2009,8.0290,7/8/2009,30.2308,7/8/2009,10.8246,7/8/2009,28.6597,7/8/2009,16.9249,7/8/2009,48.8677,7/8/2009,9.2101,7/8/2009,11.1063,7/8/2009,5.4583,7/8/2009,16.5457,,,7/8/2009,3.8249,7/8/2009,20.3814,7/8/2009,12.6016,7/8/2009,3.9874,7/8/2009,1.0510,7/8/2009,8.8796,7/8/2009,5.1685,7/8/2009,2.8497,7/8/2009,11.8864,7/8/2009,24.8673,7/8/2009,41.8247,7/9/2009,479.1577,7/9/2009,7.1014,7/8/2009,12.4282,7/8/2009,5.2335,7/8/2009,18.2035,7/8/2009,15.9606,7/8/2009,18.6803
7/9/2009,31.5857,7/9/2009,24.1728,7/9/2009,73.0554,7/9/2009,3.6635,7/9/2009,13.2144,7/9/2009,281.1560,7/9/2009,31.3172,7/9/2009,24.8281,7/9/2009,3129.5660,7/9/2009,65.4276,7/9/2009,16.2011,7/9/2009,12.1294,7/9/2009,45.5522,7/9/2009,5.3288,7/9/2009,23.0984,7/9/2009,3.4916,7/9/2009,9.6799,7/9/2009,39.6433,7/9/2009,44.1556,7/9/2009,70.3696,7/9/2009,32.5526,7/9/2009,9.8840,7/9/2009,11.1732,7/9/2009,51.4611,7/9/2009,17.9201,7/9/2009,8.5410,7/9/2009,17.2540,7/9/2009,18.6506,7/9/2009,15.2127,7/9/2009,162.6558,7/9/2009,14.6111,7/9/2009,7.7460,7/9/2009,29.1147,7/9/2009,10.6253,7/9/2009,27.9330,7/9/2009,15.9970,7/9/2009,47.5935,7/9/2009,8.8848,7/9/2009,11.0228,7/9/2009,5.3126,7/9/2009,16.2226,,,7/9/2009,3.7387,7/9/2009,19.8109,7/9/2009,12.4731,7/9/2009,3.8676,7/9/2009,1.0099,7/9/2009,9.5080,7/9/2009,5.0387,7/9/2009,2.8148,7/9/2009,11.4740,7/9/2009,23.7967,7/9/2009,41.2548,7/10/2009,491.6080,7/10/2009,7.3525,7/9/2009,12.3120,7/9/2009,5.0602,7/9/2009,17.7374,7/9/2009,15.5780,7/9/2009,18.1564
7/10/2009,31.8896,7/10/2009,24.1473,7/10/2009,73.5246,7/10/2009,3.6383,7/10/2009,13.1456,7/10/2009,280.9962,7/10/2009,31.8896,7/10/2009,23.4434,7/10/2009,3167.2983,7/10/2009,65.1868,7/10/2009,16.3833,7/10/2009,12.2469,7/10/2009,46.2371,7/10/2009,5.3492,7/10/2009,22.9020,7/10/2009,3.4543,7/10/2009,9.6914,7/10/2009,40.0650,7/10/2009,44.7212,7/10/2009,68.7602,7/10/2009,33.4597,7/10/2009,9.8322,7/10/2009,11.1857,7/10/2009,50.0271,7/10/2009,17.8776,7/10/2009,8.4678,7/10/2009,17.3579,7/10/2009,18.8197,7/10/2009,15.7445,7/10/2009,163.4001,7/10/2009,14.8132,7/10/2009,7.7531,7/10/2009,29.3449,7/10/2009,10.7634,7/10/2009,28.1538,7/10/2009,15.9069,7/10/2009,48.1863,7/10/2009,8.8468,7/10/2009,11.4239,7/10/2009,5.3140,7/10/2009,16.5674,,,7/10/2009,3.7141,7/10/2009,19.8809,7/10/2009,12.0845,7/10/2009,3.8766,7/10/2009,0.9746,7/10/2009,10.6064,7/10/2009,5.0893,7/10/2009,2.9020,7/10/2009,11.8029,7/10/2009,23.6600,7/10/2009,40.8230,7/13/2009,448.3094,7/13/2009,7.0325,7/10/2009,12.4310,7/10/2009,4.9486,7/10/2009,18.0726,7/10/2009,15.7661,7/10/2009,17.9210
7/13/2009,31.5437,7/13/2009,23.3877,7/13/2009,70.8653,7/13/2009,3.4785,7/13/2009,12.7255,7/13/2009,278.9241,7/13/2009,30.4094,7/13/2009,20.0389,7/13/2009,3072.2696,7/13/2009,62.4392,7/13/2009,15.5018,7/13/2009,11.8613,7/13/2009,43.8587,7/13/2009,5.1745,7/13/2009,22.3074,7/13/2009,3.3056,7/13/2009,9.3119,7/13/2009,39.2136,7/13/2009,42.6704,7/13/2009,67.5165,7/13/2009,32.5159,7/13/2009,9.3983,7/13/2009,11.2023,7/13/2009,48.3958,7/13/2009,17.2518,7/13/2009,8.1452,7/13/2009,16.4740,7/13/2009,18.3213,7/13/2009,14.5728,7/13/2009,159.2309,7/13/2009,14.4539,7/13/2009,7.3890,7/13/2009,28.0869,7/13/2009,10.2733,7/13/2009,26.5745,7/13/2009,15.2209,7/13/2009,46.6674,7/13/2009,8.0156,7/13/2009,10.7270,7/13/2009,4.7262,7/13/2009,16.0527,,,7/13/2009,3.5325,7/13/2009,19.5636,7/13/2009,11.3428,7/13/2009,3.6729,7/13/2009,0.8966,7/13/2009,9.1768,7/13/2009,4.6127,7/13/2009,2.6250,7/13/2009,10.8350,7/13/2009,22.5235,7/13/2009,39.3216,7/14/2009,469.1862,7/14/2009,7.1291,7/13/2009,11.7209,7/13/2009,4.6019,7/13/2009,17.3922,7/13/2009,14.8752,7/13/2009,17.4463
7/14/2009,32.4243,7/14/2009,24.5330,7/14/2009,72.3642,7/14/2009,3.5753,7/14/2009,12.8194,7/14/2009,277.0024,7/14/2009,30.7602,7/14/2009,20.8074,7/14/2009,3076.0146,7/14/2009,63.6676,7/14/2009,16.1799,7/14/2009,12.1538,7/14/2009,45.5229,7/14/2009,5.2609,7/14/2009,22.2783,7/14/2009,3.3713,7/14/2009,9.5448,7/14/2009,38.8662,7/14/2009,44.2345,7/14/2009,69.5727,7/14/2009,33.0685,7/14/2009,9.8132,7/14/2009,10.9513,7/14/2009,48.3144,7/14/2009,18.4131,7/14/2009,8.4497,7/14/2009,16.9422,7/14/2009,18.2843,7/14/2009,15.1707,7/14/2009,159.0080,7/14/2009,14.8701,7/14/2009,7.6874,7/14/2009,28.2908,7/14/2009,10.5540,7/14/2009,28.1297,7/14/2009,15.1707,7/14/2009,47.4554,7/14/2009,8.7825,7/14/2009,11.3700,7/14/2009,5.0999,7/14/2009,16.3732,,,7/14/2009,3.6612,7/14/2009,19.6478,7/14/2009,12.4007,7/14/2009,3.7900,7/14/2009,0.9770,7/14/2009,9.0724,7/14/2009,4.9281,7/14/2009,2.7486,7/14/2009,11.5525,7/14/2009,21.9025,7/14/2009,38.7589,7/15/2009,461.7260,7/15/2009,7.0717,7/14/2009,11.9068,7/14/2009,4.8207,7/14/2009,17.1784,7/14/2009,15.5250,7/14/2009,17.6294
