Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy
5/5/2011,3.1499,5/5/2011,2.4762,5/5/2011,1.8779,5/5/2011,2.3252,5/5/2011,1.209,5/5/2011,0.197,5/5/2011,0.464,5/5/2011,-0.332,5/5/2011,80.07
5/6/2011,3.1459,5/6/2011,2.4733,5/6/2011,1.858,5/6/2011,2.2888,5/6/2011,1.146,5/6/2011,0.19,5/6/2011,0.425,5/6/2011,-0.342,5/6/2011,80.63
5/9/2011,3.1604,5/9/2011,2.4869,5/9/2011,1.8447,5/9/2011,2.3126,5/9/2011,1.15,5/9/2011,0.194,5/9/2011,0.434,5/9/2011,-0.307,5/9/2011,80.36
5/10/2011,3.2135,5/10/2011,2.5035,5/10/2011,1.9122,5/10/2011,2.3511,5/10/2011,1.141,5/10/2011,0.195,5/10/2011,0.43,5/10/2011,-0.291,5/10/2011,80.88
5/11/2011,3.1593,5/11/2011,2.4333,5/11/2011,1.8528,5/11/2011,2.2425,5/11/2011,1.132,5/11/2011,0.192,5/11/2011,0.426,5/11/2011,-0.278,5/11/2011,81.05
5/12/2011,3.2225,5/12/2011,2.4258,5/12/2011,1.8725,5/12/2011,2.2338,5/12/2011,1.125,5/12/2011,0.186,5/12/2011,0.43,5/12/2011,-0.281,5/12/2011,80.94
5/13/2011,3.1709,5/13/2011,2.394,5/13/2011,1.8343,5/13/2011,2.1941,5/13/2011,1.126,5/13/2011,0.185,5/13/2011,0.426,5/13/2011,-0.286,5/13/2011,80.8
5/16/2011,3.147,5/16/2011,2.3336,5/16/2011,1.8013,5/16/2011,2.1411,5/16/2011,1.14,5/16/2011,0.185,5/16/2011,0.44,5/16/2011,-0.269,5/16/2011,80.79
5/17/2011,3.1158,5/17/2011,2.3006,5/17/2011,1.7847,5/17/2011,2.1209,5/17/2011,1.16,5/17/2011,0.185,5/17/2011,0.446,5/17/2011,-0.26,5/17/2011,81.42
5/18/2011,3.1801,5/18/2011,2.3589,5/18/2011,1.8489,5/18/2011,2.187,5/18/2011,1.16,5/18/2011,0.185,5/18/2011,0.445,5/18/2011,-0.266,5/18/2011,81.68
5/19/2011,3.1709,5/19/2011,2.3055,5/19/2011,1.824,5/19/2011,2.128,5/19/2011,1.155,5/19/2011,0.18,5/19/2011,0.455,5/19/2011,-0.25,5/19/2011,81.61
5/20/2011,3.1451,5/20/2011,2.2979,5/20/2011,1.7923,5/20/2011,2.1025,5/20/2011,1.13,5/20/2011,0.18,5/20/2011,0.44,5/20/2011,-0.269,5/20/2011,81.7
5/23/2011,3.1286,5/23/2011,2.2809,5/23/2011,1.7807,5/23/2011,2.0747,5/23/2011,1.135,5/23/2011,0.175,5/23/2011,0.425,5/23/2011,-0.277,5/23/2011,82.01
5/24/2011,3.1139,5/24/2011,2.3119,5/24/2011,1.7723,5/24/2011,2.101,5/24/2011,1.135,5/24/2011,0.175,5/24/2011,0.425,5/24/2011,-0.278,5/24/2011,81.95
5/25/2011,3.1304,5/25/2011,2.3153,5/25/2011,1.7639,5/25/2011,2.1022,5/25/2011,1.125,5/25/2011,0.18,5/25/2011,0.42,5/25/2011,-0.262,5/25/2011,81.97
5/26/2011,3.0572,5/26/2011,2.2787,5/26/2011,1.7254,5/26/2011,2.0731,5/26/2011,1.15,5/26/2011,0.18,5/26/2011,0.44,5/26/2011,-0.207,5/26/2011,81.29
5/27/2011,3.0735,5/27/2011,2.2751,5/27/2011,1.7173,5/27/2011,2.0547,5/27/2011,1.13,5/27/2011,0.18,5/27/2011,0.415,5/27/2011,-0.203,5/27/2011,80.8
5/30/2011,3.0735,5/30/2011,2.2751,5/30/2011,1.7173,5/30/2011,2.0547,5/30/2011,1.13,5/30/2011,0.175,5/30/2011,0.41,5/30/2011,-0.196,5/30/2011,80.94
5/31/2011,3.0607,5/31/2011,2.2427,5/31/2011,1.6992,5/31/2011,2.0374,5/31/2011,1.165,5/31/2011,0.184,5/31/2011,0.43,5/31/2011,-0.172,5/31/2011,81.52
6/1/2011,2.9408,6/1/2011,2.2031,6/1/2011,1.5899,6/1/2011,2.0104,6/1/2011,1.155,6/1/2011,0.18,6/1/2011,0.44,6/1/2011,-0.146,6/1/2011,80.95
6/2/2011,3.0297,6/2/2011,2.2441,6/2/2011,1.6485,6/2/2011,2.0439,6/2/2011,1.115,6/2/2011,0.165,6/2/2011,0.4,6/2/2011,-0.188,6/2/2011,80.9
6/3/2011,2.9859,6/3/2011,2.2295,6/3/2011,1.5961,6/3/2011,2.0486,6/3/2011,1.14,6/3/2011,0.16,6/3/2011,0.405,6/3/2011,-0.192,6/3/2011,80.34
6/6/2011,2.995,6/6/2011,2.2336,6/6/2011,1.5911,6/6/2011,2.0421,6/6/2011,1.155,6/6/2011,0.175,6/6/2011,0.42,6/6/2011,-0.184,6/6/2011,80.1
6/7/2011,2.9949,6/7/2011,2.2316,6/7/2011,1.5698,6/7/2011,2.0544,6/7/2011,1.165,6/7/2011,0.17,6/7/2011,0.435,6/7/2011,-0.168,6/7/2011,80.09
6/8/2011,2.9387,6/8/2011,2.1956,6/8/2011,1.4981,6/8/2011,2.0197,6/8/2011,1.16,6/8/2011,0.175,6/8/2011,0.425,6/8/2011,-0.182,6/8/2011,79.89
6/9/2011,2.9967,6/9/2011,2.209,6/9/2011,1.5876,6/9/2011,2.0382,6/9/2011,1.135,6/9/2011,0.17,6/9/2011,0.405,6/9/2011,-0.178,6/9/2011,80.36
6/10/2011,2.9693,6/10/2011,2.1708,6/10/2011,1.5595,6/10/2011,1.9971,6/10/2011,1.14,6/10/2011,0.165,6/10/2011,0.425,6/10/2011,-0.171,6/10/2011,80.32
6/13/2011,2.9838,6/13/2011,2.1866,6/13/2011,1.5774,6/13/2011,1.998,6/13/2011,1.145,6/13/2011,0.165,6/13/2011,0.425,6/13/2011,-0.166,6/13/2011,80.24
6/14/2011,3.0972,6/14/2011,2.2552,6/14/2011,1.6873,6/14/2011,2.057,6/14/2011,1.155,6/14/2011,0.17,6/14/2011,0.435,6/14/2011,-0.167,6/14/2011,80.49
6/15/2011,2.9692,6/15/2011,2.2137,6/15/2011,1.5461,6/15/2011,2.0086,6/15/2011,1.165,6/15/2011,0.18,6/15/2011,0.45,6/15/2011,-0.151,6/15/2011,80.96
6/16/2011,2.9274,6/16/2011,2.1846,6/16/2011,1.5248,6/16/2011,1.959,6/16/2011,1.12,6/16/2011,0.18,6/16/2011,0.425,6/16/2011,-0.174,6/16/2011,80.63
6/17/2011,2.9445,6/17/2011,2.1744,6/17/2011,1.5277,6/17/2011,1.9342,6/17/2011,1.12,6/17/2011,0.175,6/17/2011,0.41,6/17/2011,-0.179,6/17/2011,80.05
6/20/2011,2.958,6/20/2011,2.1652,6/20/2011,1.5325,6/20/2011,1.91,6/20/2011,1.125,6/20/2011,0.17,6/20/2011,0.405,6/20/2011,-0.185,6/20/2011,80.25
6/21/2011,2.9835,6/21/2011,2.1988,6/21/2011,1.5438,6/21/2011,1.9295,6/21/2011,1.13,6/21/2011,0.165,6/21/2011,0.42,6/21/2011,-0.178,6/21/2011,80.21
6/22/2011,2.9825,6/22/2011,2.1678,6/22/2011,1.5404,6/22/2011,1.9025,6/22/2011,1.12,6/22/2011,0.16,6/22/2011,0.41,6/22/2011,-0.18,6/22/2011,80.29
6/23/2011,2.9116,6/23/2011,2.1905,6/23/2011,1.4568,6/23/2011,1.8319,6/23/2011,1.115,6/23/2011,0.155,6/23/2011,0.4,6/23/2011,-0.19,6/23/2011,80.51
6/24/2011,2.8636,6/24/2011,2.2023,6/24/2011,1.3731,6/24/2011,1.8066,6/24/2011,1.11,6/24/2011,0.16,6/24/2011,0.395,6/24/2011,-0.187,6/24/2011,80.43
6/27/2011,2.9305,6/27/2011,2.2427,6/27/2011,1.4496,6/27/2011,1.834,6/27/2011,1.1,6/27/2011,0.165,6/27/2011,0.385,6/27/2011,-0.2,6/27/2011,80.89
6/28/2011,3.0308,6/28/2011,2.2891,6/28/2011,1.5793,6/28/2011,1.8813,6/28/2011,1.09,6/28/2011,0.165,6/28/2011,0.39,6/28/2011,-0.204,6/28/2011,81.12
6/29/2011,3.1118,6/29/2011,2.3735,6/29/2011,1.6898,6/29/2011,1.9942,6/29/2011,1.125,6/29/2011,0.17,6/29/2011,0.41,6/29/2011,-0.175,6/29/2011,80.78
6/30/2011,3.16,6/30/2011,2.3832,6/30/2011,1.7608,6/30/2011,2.0368,6/30/2011,1.14,6/30/2011,0.175,6/30/2011,0.43,6/30/2011,-0.168,6/30/2011,80.56
7/1/2011,3.1823,7/1/2011,2.4042,7/1/2011,1.7795,7/1/2011,2.0509,7/1/2011,1.14,7/1/2011,0.165,7/1/2011,0.43,7/1/2011,-0.162,7/1/2011,80.83
7/4/2011,3.1823,7/4/2011,2.4042,7/4/2011,1.7795,7/4/2011,2.0509,7/4/2011,1.162,7/4/2011,0.167,7/4/2011,0.433,7/4/2011,-0.172,7/4/2011,80.8
7/5/2011,3.121,7/5/2011,2.3527,7/5/2011,1.6805,7/5/2011,2.0269,7/5/2011,1.172,7/5/2011,0.168,7/5/2011,0.438,7/5/2011,-0.165,7/5/2011,81.07
7/6/2011,3.108,7/6/2011,2.3458,7/6/2011,1.6608,7/6/2011,2.0309,7/6/2011,1.182,7/6/2011,0.169,7/6/2011,0.445,7/7/2011,-0.154,7/6/2011,80.91
7/7/2011,3.1377,7/7/2011,2.3802,7/7/2011,1.7269,7/7/2011,2.098,7/7/2011,1.178,7/7/2011,0.167,7/7/2011,0.445,7/8/2011,-0.164,7/7/2011,81.25
7/8/2011,3.0268,7/8/2011,2.3107,7/8/2011,1.5771,7/8/2011,2.0202,7/8/2011,1.178,7/8/2011,0.167,7/8/2011,0.447,7/11/2011,-0.199,7/8/2011,80.64
7/11/2011,2.9189,7/11/2011,2.2909,7/11/2011,1.4705,7/11/2011,2.0019,7/11/2011,1.145,7/11/2011,0.157,7/11/2011,0.424,7/12/2011,-0.223,7/11/2011,80.26
7/12/2011,2.877,7/12/2011,2.293,7/12/2011,1.4345,7/12/2011,2.0078,7/12/2011,1.11,7/12/2011,0.157,7/12/2011,0.398,7/13/2011,-0.219,7/12/2011,79.24
7/13/2011,2.8824,7/13/2011,2.291,7/13/2011,1.4361,7/13/2011,1.9983,7/13/2011,1.113,7/13/2011,0.163,7/13/2011,0.406,7/14/2011,-0.245,7/13/2011,78.98
7/14/2011,2.9534,7/14/2011,2.263,7/14/2011,1.4983,7/14/2011,1.9839,7/14/2011,1.078,7/14/2011,0.154,7/14/2011,0.373,7/15/2011,-0.269,7/14/2011,79.14
7/15/2011,2.9058,7/15/2011,2.2901,7/15/2011,1.4393,7/15/2011,1.9982,7/15/2011,1.092,7/15/2011,0.151,7/15/2011,0.378,7/18/2011,-0.269,7/15/2011,79.13
7/18/2011,2.9276,7/18/2011,2.3388,7/18/2011,1.4359,7/18/2011,1.9997,7/18/2011,1.092,7/18/2011,0.151,7/18/2011,0.378,7/20/2011,-0.324,7/18/2011,79.04
7/19/2011,2.8802,7/19/2011,2.3238,7/19/2011,1.4343,7/19/2011,2.0244,7/19/2011,1.074,7/19/2011,0.15,7/19/2011,0.368,7/21/2011,-0.322,7/19/2011,79.18
7/20/2011,2.9275,7/20/2011,2.3079,7/20/2011,1.472,7/20/2011,2.0094,7/20/2011,1.085,7/20/2011,0.156,7/20/2011,0.377,7/22/2011,-0.37,7/20/2011,78.78
7/21/2011,3.0136,7/21/2011,2.3696,7/21/2011,1.5477,7/21/2011,2.0466,7/21/2011,1.098,7/21/2011,0.16,7/21/2011,0.392,7/25/2011,-0.384,7/21/2011,78.3
7/22/2011,2.9621,7/22/2011,2.3687,7/22/2011,1.5049,7/22/2011,2.0418,7/22/2011,1.104,7/22/2011,0.16,7/22/2011,0.393,7/26/2011,-0.392,7/22/2011,78.54
7/25/2011,3.0006,7/25/2011,2.4375,7/25/2011,1.5247,7/25/2011,2.082,7/25/2011,1.095,7/25/2011,0.16,7/25/2011,0.383,7/27/2011,-0.398,7/25/2011,78.29
7/26/2011,2.9529,7/26/2011,2.4046,7/26/2011,1.4801,7/26/2011,2.036,7/26/2011,1.098,7/26/2011,0.164,7/26/2011,0.383,7/28/2011,-0.405,7/26/2011,77.88
7/27/2011,2.9803,7/27/2011,2.4393,7/27/2011,1.5214,7/27/2011,2.0677,7/27/2011,1.088,7/27/2011,0.163,7/27/2011,0.376,7/29/2011,-0.398,7/27/2011,77.98
7/28/2011,2.9454,7/28/2011,2.4509,7/28/2011,1.5244,7/28/2011,2.0916,7/28/2011,1.078,7/28/2011,0.155,7/28/2011,0.368,8/1/2011,-0.395,7/28/2011,77.67
7/29/2011,2.7961,7/29/2011,2.4371,7/29/2011,1.3556,7/29/2011,2.0673,7/29/2011,1.082,7/29/2011,0.155,7/29/2011,0.376,8/2/2011,-0.41,7/29/2011,76.76
8/1/2011,2.7437,8/1/2011,2.4222,8/1/2011,1.3216,8/1/2011,2.0635,8/1/2011,1.079,8/1/2011,0.16,8/1/2011,0.374,8/3/2011,-0.417,8/1/2011,77.21
8/2/2011,2.6114,8/2/2011,2.3472,8/2/2011,1.2185,8/2/2011,1.9846,8/2/2011,1.048,8/2/2011,0.155,8/2/2011,0.36,8/4/2011,-0.426,8/2/2011,77.15
8/3/2011,2.6202,8/3/2011,2.2641,8/3/2011,1.2601,8/3/2011,1.8825,8/3/2011,1.018,8/3/2011,0.15,8/3/2011,0.349,8/5/2011,-0.436,8/3/2011,77.06
8/4/2011,2.4028,8/4/2011,2.2065,8/4/2011,1.0884,8/4/2011,1.787,8/4/2011,1.023,8/4/2011,0.148,8/4/2011,0.351,8/8/2011,-0.443,8/4/2011,78.89
8/5/2011,2.5585,8/5/2011,2.2406,8/5/2011,1.25,8/5/2011,1.8053,8/5/2011,1.007,8/5/2011,0.142,8/5/2011,0.338,8/9/2011,-0.434,8/5/2011,78.4
8/8/2011,2.3179,8/8/2011,2.1733,8/8/2011,1.0828,8/8/2011,1.7279,8/8/2011,1.013,8/8/2011,0.14,8/8/2011,0.333,8/10/2011,-0.441,8/8/2011,77.77
8/9/2011,2.2488,8/9/2011,2.2184,8/9/2011,0.9948,8/9/2011,1.7794,8/9/2011,1.052,8/9/2011,0.144,8/9/2011,0.352,8/11/2011,-0.436,8/9/2011,76.96
8/10/2011,2.1061,8/10/2011,2.2809,8/10/2011,0.9166,8/10/2011,1.8926,8/10/2011,1.043,8/10/2011,0.14,8/10/2011,0.343,8/12/2011,-0.429,8/10/2011,76.86
8/11/2011,2.3399,8/11/2011,2.308,8/11/2011,1.0166,8/11/2011,1.8563,8/11/2011,1.042,8/11/2011,0.144,8/11/2011,0.352,8/15/2011,-0.43,8/11/2011,76.84
8/12/2011,2.2548,8/12/2011,2.2275,8/12/2011,0.9583,8/12/2011,1.7975,8/12/2011,1.049,8/12/2011,0.15,8/12/2011,0.357,8/16/2011,-0.435,8/12/2011,76.71
8/15/2011,2.3053,8/15/2011,2.2575,8/15/2011,0.99,8/15/2011,1.76,8/15/2011,1.045,8/15/2011,0.15,8/15/2011,0.35,8/17/2011,-0.439,8/15/2011,76.83
8/16/2011,2.2196,8/16/2011,2.206,8/16/2011,0.9291,8/16/2011,1.7055,8/16/2011,1.043,8/16/2011,0.15,8/16/2011,0.347,8/18/2011,-0.441,8/16/2011,76.8
8/17/2011,2.1652,8/17/2011,2.1815,8/17/2011,0.9128,8/17/2011,1.6818,8/17/2011,1.026,8/17/2011,0.153,8/17/2011,0.34,8/19/2011,-0.462,8/17/2011,76.6
8/18/2011,2.0624,8/18/2011,2.0515,8/18/2011,0.8791,8/18/2011,1.6169,8/18/2011,0.997,8/18/2011,0.148,8/18/2011,0.327,8/22/2011,-0.48,8/18/2011,76.58
8/19/2011,2.0623,8/19/2011,2.0625,8/19/2011,0.8956,8/19/2011,1.6717,8/19/2011,0.99,8/19/2011,0.141,8/19/2011,0.309,8/23/2011,-0.481,8/19/2011,76.55
8/22/2011,2.1058,8/22/2011,2.0875,8/22/2011,0.924,8/22/2011,1.6885,8/22/2011,0.987,8/22/2011,0.134,8/22/2011,0.294,8/24/2011,-0.494,8/22/2011,76.79
8/23/2011,2.153,8/23/2011,2.053,8/23/2011,0.9477,8/23/2011,1.6383,8/23/2011,1.014,8/23/2011,0.135,8/23/2011,0.314,8/25/2011,-0.473,8/23/2011,76.66
8/24/2011,2.2994,8/24/2011,2.0815,8/24/2011,1.0228,8/24/2011,1.6116,8/24/2011,1.017,8/24/2011,0.13,8/24/2011,0.302,8/26/2011,-0.457,8/24/2011,76.98
8/25/2011,2.2286,8/25/2011,2.1155,8/25/2011,0.9888,8/25/2011,1.613,8/25/2011,1.042,8/25/2011,0.138,8/25/2011,0.33,8/29/2011,-0.476,8/25/2011,77.46
8/26/2011,2.1899,8/26/2011,2.062,8/26/2011,0.9359,8/26/2011,1.5986,8/26/2011,1.043,8/26/2011,0.135,8/26/2011,0.338,8/30/2011,-0.456,8/26/2011,76.64
8/29/2011,2.2561,8/29/2011,2.081,8/29/2011,0.9888,8/29/2011,1.6322,8/29/2011,1.02,8/29/2011,0.131,8/29/2011,0.321,8/31/2011,-0.448,8/29/2011,76.83
8/30/2011,2.1767,8/30/2011,2.0675,8/30/2011,0.9295,8/30/2011,1.6208,8/30/2011,1.024,8/30/2011,0.142,8/30/2011,0.341,9/1/2011,-0.422,8/30/2011,76.74
8/31/2011,2.2234,8/31/2011,2.074,8/31/2011,0.9615,8/31/2011,1.6684,8/31/2011,1.034,8/31/2011,0.14,8/31/2011,0.344,9/2/2011,-0.42,8/31/2011,76.66
9/1/2011,2.1302,9/1/2011,2.0974,9/1/2011,0.8958,9/1/2011,1.6689,9/1/2011,1.052,9/1/2011,0.15,9/1/2011,0.362,9/5/2011,-0.434,9/1/2011,76.93
9/2/2011,1.9857,9/2/2011,2.0363,9/2/2011,0.8604,9/2/2011,1.668,9/2/2011,1.031,9/2/2011,0.145,9/2/2011,0.353,9/6/2011,-0.431,9/2/2011,76.8
9/5/2011,1.9857,9/5/2011,2.0363,9/5/2011,0.8604,9/5/2011,1.668,9/5/2011,1.019,9/5/2011,0.143,9/5/2011,0.32,9/7/2011,-0.395,9/5/2011,76.89
9/6/2011,1.984,9/6/2011,1.9519,9/6/2011,0.8843,9/6/2011,1.5763,9/6/2011,0.987,9/6/2011,0.141,9/6/2011,0.311,9/8/2011,-0.382,9/6/2011,77.66
9/7/2011,2.0429,9/7/2011,1.9763,9/7/2011,0.9131,9/7/2011,1.6068,9/7/2011,1.009,9/7/2011,0.145,9/7/2011,0.331,9/9/2011,-0.371,9/7/2011,77.26
9/8/2011,1.9787,9/8/2011,2.0192,9/8/2011,0.8665,9/8/2011,1.6502,9/8/2011,1.018,9/8/2011,0.144,9/8/2011,0.344,9/12/2011,-0.361,9/8/2011,77.51
9/9/2011,1.9183,9/9/2011,1.9785,9/9/2011,0.8023,9/9/2011,1.5989,9/9/2011,1.005,9/9/2011,0.141,9/9/2011,0.34,9/13/2011,-0.359,9/9/2011,77.61
9/12/2011,1.9475,9/12/2011,1.9603,9/12/2011,0.8646,9/12/2011,1.5735,9/12/2011,1.003,9/12/2011,0.141,9/12/2011,0.347,9/14/2011,-0.361,9/12/2011,77.21
9/13/2011,1.9906,9/13/2011,1.9431,9/13/2011,0.8887,9/13/2011,1.5462,9/13/2011,1.007,9/13/2011,0.144,9/13/2011,0.356,9/15/2011,-0.365,9/13/2011,76.96
9/14/2011,1.9837,9/14/2011,1.9204,9/14/2011,0.8838,9/14/2011,1.5206,9/14/2011,0.997,9/14/2011,0.136,9/14/2011,0.347,9/16/2011,-0.351,9/14/2011,76.62
9/15/2011,2.082,9/15/2011,1.9727,9/15/2011,0.9401,9/15/2011,1.6338,9/15/2011,0.998,9/15/2011,0.138,9/15/2011,0.344,9/19/2011,-0.351,9/15/2011,76.7
9/16/2011,2.0479,9/16/2011,1.9689,9/16/2011,0.9093,9/16/2011,1.6213,9/16/2011,1.013,9/16/2011,0.14,9/16/2011,0.352,9/20/2011,-0.361,9/16/2011,76.79
9/19/2011,1.9506,9/19/2011,1.8955,9/19/2011,0.84,9/19/2011,1.5419,9/19/2011,1.013,9/19/2011,0.14,9/19/2011,0.352,9/21/2011,-0.344,9/19/2011,76.58
9/20/2011,1.9385,9/20/2011,1.9237,9/20/2011,0.8399,9/20/2011,1.5802,9/20/2011,0.996,9/20/2011,0.138,9/20/2011,0.342,9/22/2011,-0.338,9/20/2011,76.45
9/21/2011,1.8576,9/21/2011,1.86,9/21/2011,0.8398,9/21/2011,1.5525,9/21/2011,0.992,9/21/2011,0.132,9/21/2011,0.347,10/6/2011,-0.354,9/21/2011,76.46
9/22/2011,1.718,9/22/2011,1.714,9/22/2011,0.7753,9/22/2011,1.3852,9/22/2011,0.987,9/22/2011,0.134,9/22/2011,0.352,10/18/2011,-0.315,9/22/2011,76.24
9/23/2011,1.8334,9/23/2011,1.7582,9/23/2011,0.8701,9/23/2011,1.3875,9/23/2011,0.987,9/23/2011,0.134,9/23/2011,0.352,10/19/2011,-0.315,9/23/2011,76.61
9/26/2011,1.9002,9/26/2011,1.8018,9/26/2011,0.9025,9/26/2011,1.4068,9/26/2011,0.981,9/26/2011,0.129,9/26/2011,0.346,10/20/2011,-0.328,9/26/2011,76.36
9/27/2011,1.9711,9/27/2011,1.888,9/27/2011,0.9414,9/27/2011,1.4877,9/27/2011,1.003,9/27/2011,0.126,9/27/2011,0.36,10/21/2011,-0.334,9/27/2011,76.81
9/28/2011,1.9797,9/28/2011,1.8714,9/28/2011,0.9348,9/28/2011,1.5015,9/28/2011,1.004,9/28/2011,0.127,9/28/2011,0.36,10/24/2011,-0.327,9/28/2011,76.61
9/29/2011,1.9962,9/29/2011,1.8418,9/29/2011,0.9968,9/29/2011,1.497,9/29/2011,1,9/29/2011,0.145,9/29/2011,0.359,10/25/2011,-0.332,9/29/2011,76.83
9/30/2011,1.9154,9/30/2011,1.7583,9/30/2011,0.9518,9/30/2011,1.43,9/30/2011,1.032,9/30/2011,0.147,9/30/2011,0.373,10/26/2011,-0.347,9/30/2011,77.06
10/3/2011,1.756,10/3/2011,1.7395,10/3/2011,0.8509,10/3/2011,1.4391,10/3/2011,1.027,10/3/2011,0.144,10/3/2011,0.363,10/27/2011,-0.333,10/3/2011,76.63
10/4/2011,1.8207,10/4/2011,1.778,10/4/2011,0.902,10/4/2011,1.4214,10/4/2011,0.992,10/4/2011,0.142,10/4/2011,0.347,10/28/2011,-0.319,10/4/2011,76.81
10/5/2011,1.8877,10/5/2011,1.8049,10/5/2011,0.9453,10/5/2011,1.4485,10/5/2011,0.968,10/5/2011,0.14,10/5/2011,0.342,10/31/2011,-0.313,10/5/2011,76.79
10/6/2011,1.9872,10/6/2011,1.8894,10/6/2011,1.0016,10/6/2011,1.5386,10/6/2011,0.978,10/6/2011,0.145,10/6/2011,0.344,11/1/2011,-0.326,10/6/2011,76.72
10/7/2011,2.0764,10/7/2011,1.9471,10/7/2011,1.0809,10/7/2011,1.5907,10/7/2011,0.988,10/7/2011,0.143,10/7/2011,0.349,11/10/2011,-0.354,10/7/2011,76.73
10/10/2011,2.0764,10/10/2011,1.9471,10/10/2011,1.0809,10/10/2011,1.5907,10/10/2011,0.988,10/10/2011,0.143,10/10/2011,0.349,11/11/2011,-0.344,10/10/2011,76.68
10/11/2011,2.1496,10/11/2011,1.9604,10/11/2011,1.1297,10/11/2011,1.6034,10/11/2011,0.999,10/11/2011,0.14,10/11/2011,0.355,11/14/2011,-0.349,10/11/2011,76.65
10/12/2011,2.2101,10/12/2011,1.9818,10/12/2011,1.1477,10/12/2011,1.6114,10/12/2011,1.004,10/12/2011,0.14,10/12/2011,0.359,11/15/2011,-0.352,10/12/2011,77.26
10/13/2011,2.1834,10/13/2011,1.9365,10/13/2011,1.1022,10/13/2011,1.5547,10/13/2011,1.023,10/13/2011,0.142,10/13/2011,0.373,11/16/2011,-0.37,10/13/2011,76.9
10/14/2011,2.2477,10/14/2011,1.9864,10/14/2011,1.1105,10/14/2011,1.5846,10/14/2011,1.019,10/14/2011,0.143,10/14/2011,0.379,11/17/2011,-0.37,10/14/2011,77.22
10/17/2011,2.155,10/17/2011,1.9507,10/17/2011,1.0601,10/17/2011,1.5842,10/17/2011,1.028,10/17/2011,0.145,10/17/2011,0.384,11/22/2011,-0.332,10/17/2011,76.83
10/18/2011,2.1763,10/18/2011,1.9916,10/18/2011,1.0601,10/18/2011,1.6619,10/18/2011,1.026,10/18/2011,0.151,10/18/2011,0.387,11/23/2011,-0.33,10/18/2011,76.82
10/19/2011,2.1603,10/19/2011,1.9582,10/19/2011,1.0422,10/19/2011,1.6227,10/19/2011,1.022,10/19/2011,0.145,10/19/2011,0.381,11/24/2011,-0.319,10/19/2011,76.81
10/20/2011,2.1888,10/20/2011,1.9745,10/20/2011,1.0618,10/20/2011,1.6355,10/20/2011,1.01,10/20/2011,0.148,10/20/2011,0.376,11/25/2011,-0.289,10/20/2011,76.8
10/21/2011,2.2192,10/21/2011,2.0184,10/21/2011,1.0668,10/21/2011,1.6555,10/21/2011,1.01,10/21/2011,0.15,10/21/2011,0.375,11/28/2011,-0.262,10/21/2011,76.29
10/24/2011,2.2336,10/24/2011,2.0309,10/24/2011,1.0913,10/24/2011,1.672,10/24/2011,1.026,10/24/2011,0.154,10/24/2011,0.379,11/29/2011,-0.244,10/24/2011,76.1
10/25/2011,2.1089,10/25/2011,2.0189,10/25/2011,0.9853,10/25/2011,1.6608,10/25/2011,1.023,10/25/2011,0.151,10/25/2011,0.374,11/30/2011,-0.249,10/25/2011,76.09
10/26/2011,2.2041,10/26/2011,2.0808,10/26/2011,1.0636,10/26/2011,1.7324,10/26/2011,0.999,10/26/2011,0.148,10/26/2011,0.353,12/1/2011,-0.25,10/26/2011,76.18
10/27/2011,2.3964,10/27/2011,2.1762,10/27/2011,1.2018,10/27/2011,1.8176,10/27/2011,1.012,10/27/2011,0.143,10/27/2011,0.363,12/2/2011,-0.259,10/27/2011,75.95
10/28/2011,2.3167,10/28/2011,2.1516,10/28/2011,1.1305,10/28/2011,1.8122,10/28/2011,1.044,10/28/2011,0.143,10/28/2011,0.385,12/5/2011,-0.258,10/28/2011,75.82
10/31/2011,2.1133,10/31/2011,2.0788,10/31/2011,0.9599,10/31/2011,1.7576,10/31/2011,1.047,10/31/2011,0.152,10/31/2011,0.386,12/6/2011,-0.257,10/31/2011,78.17
11/1/2011,1.9889,11/1/2011,2.0485,11/1/2011,0.9038,11/1/2011,1.7536,11/1/2011,1.028,11/1/2011,0.146,11/1/2011,0.376,12/7/2011,-0.25,11/1/2011,78.37
11/2/2011,1.9854,11/2/2011,2.0904,11/2/2011,0.8798,11/2/2011,1.8027,11/2/2011,0.998,11/2/2011,0.142,11/2/2011,0.357,12/8/2011,-0.244,11/2/2011,78.05
11/3/2011,2.0734,11/3/2011,2.0972,11/3/2011,0.9197,11/3/2011,1.8074,11/3/2011,0.998,11/3/2011,0.142,11/3/2011,0.357,12/9/2011,-0.26,11/3/2011,78.06
11/4/2011,2.0327,11/4/2011,2.1231,11/4/2011,0.8747,11/4/2011,1.8259,11/4/2011,0.993,11/4/2011,0.143,11/4/2011,0.352,12/12/2011,-0.254,11/4/2011,78.24
11/7/2011,2.0371,11/7/2011,2.1421,11/7/2011,0.8971,11/7/2011,1.8451,11/7/2011,0.996,11/7/2011,0.137,11/7/2011,0.347,12/13/2011,-0.268,11/7/2011,78.05
11/8/2011,2.0769,11/8/2011,2.1315,11/8/2011,0.9243,11/8/2011,1.826,11/8/2011,0.981,11/8/2011,0.132,11/8/2011,0.343,12/14/2011,-0.272,11/8/2011,77.73
