Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy
11/22/2012,1.6796,11/22/2012,2.3961,11/22/2012,0.6791,11/22/2012,2.011,11/22/2012,0.741,11/22/2012,0.098,11/22/2012,0.188,4/16/2013,1.5,11/21/2012,82.52
11/23/2012,1.6899,11/23/2012,2.4017,11/23/2012,0.687,11/23/2012,2.018,11/23/2012,0.741,11/23/2012,0.098,11/23/2012,0.188,4/17/2013,1.525,11/22/2012,82.48
11/26/2012,1.6625,11/26/2012,2.393,11/26/2012,0.666,11/26/2012,2.0126,11/26/2012,0.731,11/26/2012,0.103,11/26/2012,0.183,4/18/2013,1.51,11/23/2012,82.4
11/27/2012,1.6369,11/27/2012,2.3898,11/27/2012,0.645,11/27/2012,2.0069,11/27/2012,0.731,11/27/2012,0.098,11/27/2012,0.177,4/19/2013,1.489,11/26/2012,82.08
11/28/2012,1.6284,11/28/2012,2.3947,11/28/2012,0.6288,11/28/2012,1.996,11/28/2012,0.721,11/28/2012,0.095,11/28/2012,0.17,4/22/2013,1.499,11/27/2012,82.15
11/29/2012,1.6147,11/29/2012,2.4037,11/29/2012,0.6266,11/29/2012,2.0024,11/29/2012,0.716,11/29/2012,0.098,11/29/2012,0.175,4/23/2013,1.512,11/28/2012,82.08
11/30/2012,1.6156,11/30/2012,2.4222,11/30/2012,0.617,11/30/2012,2.0243,11/30/2012,0.716,11/30/2012,0.098,11/30/2012,0.174,4/24/2013,1.527,11/29/2012,82.12
12/3/2012,1.6207,12/3/2012,2.4425,12/3/2012,0.6234,12/3/2012,2.038,12/3/2012,0.71,12/3/2012,0.1,12/3/2012,0.171,4/25/2013,1.565,11/30/2012,82.48
12/4/2012,1.6028,12/4/2012,2.4424,12/4/2012,0.6202,12/4/2012,2.037,12/4/2012,0.707,12/4/2012,0.098,12/4/2012,0.171,4/26/2013,1.573,12/3/2012,82.25
12/5/2012,1.5875,12/5/2012,2.4482,12/5/2012,0.6027,12/5/2012,2.0426,12/5/2012,0.696,12/5/2012,0.098,12/5/2012,0.166,4/29/2013,1.573,12/4/2012,81.9
12/6/2012,1.5857,12/6/2012,2.4626,12/6/2012,0.6011,12/6/2012,2.0541,12/6/2012,0.695,12/6/2012,0.098,12/6/2012,0.158,5/1/2013,1.613,12/5/2012,82.47
12/7/2012,1.6215,12/7/2012,2.4879,12/7/2012,0.6186,12/7/2012,2.0759,12/7/2012,0.705,12/7/2012,0.1,12/7/2012,0.168,5/2/2013,1.61,12/6/2012,82.4
12/10/2012,1.6164,12/10/2012,2.4914,12/10/2012,0.617,12/10/2012,2.0734,12/10/2012,0.699,12/10/2012,0.098,12/10/2012,0.156,5/3/2013,1.596,12/7/2012,82.49
12/11/2012,1.6541,12/11/2012,2.4952,12/11/2012,0.6346,12/11/2012,2.0703,12/11/2012,0.706,12/11/2012,0.098,12/11/2012,0.166,5/6/2013,1.596,12/10/2012,82.36
12/12/2012,1.698,12/12/2012,2.4929,12/12/2012,0.6522,12/12/2012,2.0991,12/12/2012,0.702,12/12/2012,0.098,12/12/2012,0.163,5/7/2013,1.597,12/11/2012,82.52
12/13/2012,1.7299,12/13/2012,2.4742,12/13/2012,0.6956,12/13/2012,2.092,12/13/2012,0.73,12/13/2012,0.1,12/13/2012,0.175,5/8/2013,1.619,12/12/2012,83.26
12/14/2012,1.7015,12/14/2012,2.458,12/14/2012,0.6877,12/14/2012,2.0746,12/14/2012,0.737,12/14/2012,0.098,12/14/2012,0.18,5/9/2013,1.643,12/13/2012,83.65
12/17/2012,1.7717,12/17/2012,2.4781,12/17/2012,0.7328,12/17/2012,2.081,12/17/2012,0.739,12/17/2012,0.098,12/17/2012,0.182,5/10/2013,1.707,12/14/2012,83.52
12/18/2012,1.817,12/18/2012,2.5004,12/18/2012,0.762,12/18/2012,2.1044,12/18/2012,0.757,12/18/2012,0.1,12/18/2012,0.196,5/13/2013,1.759,12/17/2012,83.89
12/19/2012,1.8014,12/19/2012,2.49,12/19/2012,0.7691,12/19/2012,2.1011,12/19/2012,0.772,12/19/2012,0.098,12/19/2012,0.196,5/14/2013,1.834,12/18/2012,84.21
12/20/2012,1.7962,12/20/2012,2.4883,12/20/2012,0.7739,12/20/2012,2.0956,12/20/2012,0.772,12/20/2012,0.098,12/20/2012,0.18,5/15/2013,1.84,12/19/2012,84.41
12/21/2012,1.7623,12/21/2012,2.4826,12/21/2012,0.7612,12/21/2012,2.0865,12/21/2012,0.766,12/21/2012,0.098,12/21/2012,0.175,5/16/2013,1.816,12/20/2012,84.39
12/24/2012,1.7737,12/24/2012,2.4741,12/24/2012,0.7723,12/24/2012,2.0786,12/24/2012,0.766,12/24/2012,0.098,12/24/2012,0.175,5/17/2013,1.805,12/21/2012,84.24
12/25/2012,1.7737,12/25/2012,2.4741,12/25/2012,0.7723,12/25/2012,2.0786,12/25/2012,0.774,12/25/2012,0.098,12/25/2012,0.182,5/20/2013,1.837,12/24/2012,84.94
12/26/2012,1.7511,12/26/2012,2.4856,12/26/2012,0.7596,12/26/2012,2.0901,12/26/2012,0.794,12/26/2012,0.098,12/26/2012,0.185,5/21/2013,1.839,12/25/2012,84.77
12/27/2012,1.7364,12/27/2012,2.4657,12/27/2012,0.7357,12/27/2012,2.077,12/27/2012,0.798,12/27/2012,0.098,12/27/2012,0.192,5/22/2013,1.83,12/26/2012,85.63
12/28/2012,1.7009,12/28/2012,2.4421,12/28/2012,0.7086,12/28/2012,2.0619,12/28/2012,0.791,12/28/2012,0.098,12/28/2012,0.185,5/23/2013,1.79,12/27/2012,86.1
12/31/2012,1.7574,12/31/2012,2.4518,12/31/2012,0.7229,12/31/2012,2.0652,12/31/2012,0.791,12/31/2012,0.098,12/31/2012,0.185,5/24/2013,1.736,12/28/2012,85.96
1/1/2013,1.7574,1/1/2013,2.4518,1/1/2013,0.7229,1/1/2013,2.0652,1/1/2013,0.791,1/1/2013,0.098,1/1/2013,0.185,5/27/2013,1.705,12/31/2012,86.75
1/2/2013,1.8371,1/2/2013,2.4798,1/2/2013,0.7644,1/2/2013,2.0965,1/2/2013,0.791,1/2/2013,0.098,1/2/2013,0.185,5/28/2013,1.749,1/1/2013,86.7
1/3/2013,1.9121,1/3/2013,2.4749,1/3/2013,0.8205,1/3/2013,2.0907,1/3/2013,0.791,1/3/2013,0.098,1/3/2013,0.185,5/29/2013,1.73,1/2/2013,87.34
1/4/2013,1.8991,1/4/2013,2.4801,1/4/2013,0.8077,1/4/2013,2.1014,1/4/2013,0.826,1/4/2013,0.098,1/4/2013,0.205,5/30/2013,1.654,1/3/2013,87.24
1/7/2013,1.8974,1/7/2013,2.5197,1/7/2013,0.8078,1/7/2013,2.1217,1/7/2013,0.83,1/7/2013,0.098,1/7/2013,0.198,5/31/2013,1.606,1/4/2013,88.15
1/8/2013,1.8683,1/8/2013,2.5023,1/8/2013,0.7853,1/8/2013,2.127,1/8/2013,0.836,1/8/2013,0.098,1/8/2013,0.204,6/5/2013,1.337,1/7/2013,87.79
1/9/2013,1.8568,1/9/2013,2.5167,1/9/2013,0.766,1/9/2013,2.1503,1/9/2013,0.831,1/9/2013,0.098,1/9/2013,0.207,6/6/2013,1.34,1/8/2013,87.05
1/10/2013,1.8958,1/10/2013,2.5246,1/10/2013,0.7934,1/10/2013,2.1648,1/10/2013,0.827,1/10/2013,0.098,1/10/2013,0.2,6/7/2013,1.349,1/9/2013,87.88
1/11/2013,1.8677,1/11/2013,2.5134,1/11/2013,0.7789,1/11/2013,2.1411,1/11/2013,0.82,1/11/2013,0.085,1/11/2013,0.17,6/10/2013,1.332,1/10/2013,88.78
1/14/2013,1.8448,1/14/2013,2.5241,1/14/2013,0.7612,1/14/2013,2.164,1/14/2013,0.82,1/14/2013,0.085,1/14/2013,0.17,6/11/2013,1.362,1/11/2013,89.18
1/15/2013,1.836,1/15/2013,2.5269,1/15/2013,0.7484,1/15/2013,2.1786,1/15/2013,0.781,1/15/2013,0.081,1/15/2013,0.165,6/12/2013,1.375,1/14/2013,89.48
1/16/2013,1.8185,1/16/2013,2.5038,1/16/2013,0.7371,1/16/2013,2.1567,1/16/2013,0.756,1/16/2013,0.078,1/16/2013,0.159,6/13/2013,1.36,1/15/2013,88.79
1/17/2013,1.8794,1/17/2013,2.5329,1/17/2013,0.7903,1/17/2013,2.1773,1/17/2013,0.744,1/17/2013,0.078,1/17/2013,0.159,6/14/2013,1.306,1/16/2013,88.38
1/18/2013,1.8416,1/18/2013,2.5343,1/18/2013,0.7597,1/18/2013,2.1875,1/18/2013,0.754,1/18/2013,0.078,1/18/2013,0.161,6/17/2013,1.301,1/17/2013,89.88
1/21/2013,1.8416,1/21/2013,2.5343,1/21/2013,0.7597,1/21/2013,2.1875,1/21/2013,0.738,1/21/2013,0.073,1/21/2013,0.154,6/21/2013,1.193,1/18/2013,90.1
1/22/2013,1.8417,1/22/2013,2.5278,1/22/2013,0.7581,1/22/2013,2.1992,1/22/2013,0.73,1/22/2013,0.072,1/22/2013,0.154,6/24/2013,1.186,1/21/2013,89.6
1/23/2013,1.8241,1/23/2013,2.5291,1/23/2013,0.7451,1/23/2013,2.1935,1/23/2013,0.735,1/23/2013,0.08,1/23/2013,0.158,6/25/2013,1.172,1/22/2013,88.71
1/24/2013,1.8498,1/24/2013,2.5513,1/24/2013,0.7645,1/24/2013,2.1984,1/24/2013,0.726,1/24/2013,0.085,1/24/2013,0.156,6/26/2013,1.166,1/23/2013,88.61
1/25/2013,1.9487,1/25/2013,2.5173,1/25/2013,0.8474,1/25/2013,2.2172,1/25/2013,0.72,1/25/2013,0.082,1/25/2013,0.148,6/27/2013,1.129,1/24/2013,90.33
1/28/2013,1.9613,1/28/2013,2.5281,1/28/2013,0.8621,1/28/2013,2.2387,1/28/2013,0.75,1/28/2013,0.078,1/28/2013,0.159,6/28/2013,1.083,1/25/2013,90.91
1/29/2013,1.9991,1/29/2013,2.5438,1/29/2013,0.8769,1/29/2013,2.2734,1/29/2013,0.765,1/29/2013,0.078,1/29/2013,0.162,7/1/2013,1.104,1/28/2013,90.86
1/30/2013,1.992,1/30/2013,2.5463,1/30/2013,0.875,1/30/2013,2.298,1/30/2013,0.774,1/30/2013,0.078,1/30/2013,0.16,7/2/2013,1.1,1/29/2013,90.73
1/31/2013,1.9849,1/31/2013,2.5644,1/31/2013,0.8782,1/31/2013,2.3348,1/31/2013,0.754,1/31/2013,0.075,1/31/2013,0.149,7/3/2013,1.094,1/30/2013,91.08
2/1/2013,2.0149,2/1/2013,2.567,2/1/2013,0.8814,2/1/2013,2.3626,2/1/2013,0.771,2/1/2013,0.075,2/1/2013,0.157,7/4/2013,1.148,1/31/2013,91.71
2/4/2013,1.9548,2/4/2013,2.5621,2/4/2013,0.8333,2/4/2013,2.343,2/4/2013,0.807,2/4/2013,0.063,2/4/2013,0.165,7/5/2013,1.189,2/1/2013,92.77
2/5/2013,1.998,2/5/2013,2.5637,2/5/2013,0.8622,2/5/2013,2.3504,2/5/2013,0.793,2/5/2013,0.06,2/5/2013,0.156,7/8/2013,1.22,2/4/2013,92.38
2/6/2013,1.9603,2/6/2013,2.5516,2/6/2013,0.8333,2/6/2013,2.3305,2/6/2013,0.778,2/6/2013,0.051,2/6/2013,0.148,7/9/2013,1.23,2/5/2013,93.63
2/7/2013,1.9568,2/7/2013,2.5498,2/7/2013,0.8268,2/7/2013,2.3108,2/7/2013,0.767,2/7/2013,0.033,2/7/2013,0.139,7/10/2013,1.189,2/6/2013,93.64
2/8/2013,1.9499,2/8/2013,2.5346,2/8/2013,0.8268,2/8/2013,2.3002,2/8/2013,0.765,2/8/2013,0.03,2/8/2013,0.14,7/11/2013,1.128,2/7/2013,93.63
2/11/2013,1.9635,2/11/2013,2.5419,2/11/2013,0.8492,2/11/2013,2.2888,2/11/2013,0.765,2/11/2013,0.03,2/11/2013,0.14,7/12/2013,1.085,2/8/2013,92.68
2/12/2013,1.977,2/12/2013,2.561,2/12/2013,0.8637,2/12/2013,2.3011,2/12/2013,0.753,2/12/2013,0.025,2/12/2013,0.138,7/15/2013,1.078,2/11/2013,94.32
2/13/2013,2.0277,2/13/2013,2.5735,2/13/2013,0.9056,2/13/2013,2.324,2/13/2013,0.745,2/13/2013,0.026,2/13/2013,0.135,7/16/2013,1.062,2/12/2013,93.48
2/14/2013,1.9974,2/14/2013,2.5692,2/14/2013,0.8524,2/14/2013,2.3284,2/14/2013,0.768,2/14/2013,0.064,2/14/2013,0.151,7/17/2013,1.055,2/13/2013,93.39
2/15/2013,2.0017,2/15/2013,2.5469,2/15/2013,0.8604,2/15/2013,2.3229,2/15/2013,0.753,2/15/2013,0.04,2/15/2013,0.142,7/18/2013,1.061,2/14/2013,92.88
2/18/2013,2.0017,2/18/2013,2.5469,2/18/2013,0.8604,2/18/2013,2.3229,2/18/2013,0.747,2/18/2013,0.041,2/18/2013,0.143,7/19/2013,1.102,2/15/2013,93.5
2/19/2013,2.0278,2/19/2013,2.568,2/19/2013,0.8863,2/19/2013,2.3265,2/19/2013,0.742,2/19/2013,0.031,2/19/2013,0.135,7/22/2013,1.133,2/18/2013,93.96
2/20/2013,2.0087,2/20/2013,2.5487,2/20/2013,0.8588,2/20/2013,2.3065,2/20/2013,0.745,2/20/2013,0.043,2/20/2013,0.139,7/23/2013,1.211,2/19/2013,93.57
2/21/2013,1.9766,2/21/2013,2.5346,2/21/2013,0.8361,2/21/2013,2.3035,2/21/2013,0.742,2/21/2013,0.043,2/21/2013,0.135,7/24/2013,1.249,2/20/2013,93.57
2/22/2013,1.9619,2/22/2013,2.5415,2/22/2013,0.8264,2/22/2013,2.3161,2/22/2013,0.73,2/22/2013,0.042,2/22/2013,0.136,,,2/21/2013,93.11
2/25/2013,1.8637,2/25/2013,2.5154,2/25/2013,0.7601,2/25/2013,2.3007,2/25/2013,0.708,2/25/2013,0.043,2/25/2013,0.123,,,2/22/2013,93.42
2/26/2013,1.8808,2/26/2013,2.5136,2/26/2013,0.7633,2/26/2013,2.2899,2/26/2013,0.69,2/26/2013,0.043,2/26/2013,0.119,,,2/25/2013,91.82
2/27/2013,1.9014,2/27/2013,2.5311,2/27/2013,0.7835,2/27/2013,2.2936,2/27/2013,0.67,2/27/2013,0.042,2/27/2013,0.119,,,2/26/2013,91.98
2/28/2013,1.8756,2/28/2013,2.5419,2/28/2013,0.7612,2/28/2013,2.2966,2/28/2013,0.663,2/28/2013,0.051,2/28/2013,0.123,,,2/27/2013,92.24
3/1/2013,1.8412,3/1/2013,2.54,3/1/2013,0.7404,3/1/2013,2.3003,3/1/2013,0.66,3/1/2013,0.05,3/1/2013,0.122,,,2/28/2013,92.56
3/4/2013,1.8755,3/4/2013,2.5452,3/4/2013,0.758,3/4/2013,2.3186,3/4/2013,0.616,3/4/2013,0.049,3/4/2013,0.103,,,3/1/2013,93.59
3/5/2013,1.8978,3/5/2013,2.563,3/5/2013,0.7756,3/5/2013,2.3419,3/5/2013,0.632,3/5/2013,0.045,3/5/2013,0.113,,,3/4/2013,93.48
3/6/2013,1.9375,3/6/2013,2.5731,3/6/2013,0.8029,3/6/2013,2.3402,3/6/2013,0.648,3/6/2013,0.046,3/6/2013,0.112,,,3/5/2013,93.29
3/7/2013,1.9965,3/7/2013,2.5764,3/7/2013,0.8544,3/7/2013,2.3508,3/7/2013,0.678,3/7/2013,0.043,3/7/2013,0.109,,,3/6/2013,94.07
3/8/2013,2.0427,3/8/2013,2.5756,3/8/2013,0.8852,3/8/2013,2.3696,3/8/2013,0.648,3/8/2013,0.05,3/8/2013,0.112,,,3/7/2013,94.82
3/11/2013,2.0576,3/11/2013,2.5795,3/11/2013,0.895,3/11/2013,2.368,3/11/2013,0.66,3/11/2013,0.046,3/11/2013,0.117,,,3/8/2013,96
3/12/2013,2.0156,3/12/2013,2.5642,3/12/2013,0.8676,3/12/2013,2.3673,3/12/2013,0.642,3/12/2013,0.052,3/12/2013,0.118,,,3/11/2013,96.28
3/13/2013,2.0209,3/13/2013,2.5726,3/13/2013,0.8758,3/13/2013,2.3813,3/13/2013,0.633,3/13/2013,0.063,3/13/2013,0.123,,,3/12/2013,96.08
3/14/2013,2.0296,3/14/2013,2.5896,3/14/2013,0.8726,3/14/2013,2.4155,3/14/2013,0.628,3/14/2013,0.047,3/14/2013,0.122,,,3/13/2013,96.13
3/15/2013,1.9895,3/15/2013,2.5692,3/15/2013,0.8307,3/15/2013,2.4099,3/15/2013,0.625,3/15/2013,0.047,3/15/2013,0.124,,,3/14/2013,96.11
3/18/2013,1.9546,3/18/2013,2.5639,3/18/2013,0.8048,3/18/2013,2.3803,3/18/2013,0.596,3/18/2013,0.044,3/18/2013,0.113,,,3/15/2013,95.28
3/19/2013,1.9017,3/19/2013,2.5427,3/19/2013,0.7758,3/19/2013,2.3479,3/19/2013,0.6,3/19/2013,0.063,3/19/2013,0.122,,,3/18/2013,95.21
3/20/2013,1.9581,3/20/2013,2.5499,3/20/2013,0.8098,3/20/2013,2.3615,3/20/2013,0.6,3/20/2013,0.063,3/20/2013,0.122,,,3/19/2013,95.16
3/21/2013,1.9112,3/21/2013,2.5315,3/21/2013,0.7855,3/21/2013,2.3259,3/21/2013,0.582,3/21/2013,0.063,3/21/2013,0.123,,,3/20/2013,96.01
3/22/2013,1.925,3/22/2013,2.537,3/22/2013,0.7953,3/22/2013,2.3334,3/22/2013,0.566,3/22/2013,0.063,3/22/2013,0.12,,,3/21/2013,94.9
3/25/2013,1.9198,3/25/2013,2.5357,3/25/2013,0.7856,3/25/2013,2.3438,3/25/2013,0.563,3/25/2013,0.043,3/25/2013,0.128,,,3/22/2013,94.46
3/26/2013,1.9094,3/26/2013,2.5373,3/26/2013,0.7743,3/26/2013,2.3387,3/26/2013,0.543,3/26/2013,0.043,3/26/2013,0.12,,,3/25/2013,94.17
3/27/2013,1.8454,3/27/2013,2.5165,3/27/2013,0.7338,3/27/2013,2.3122,3/27/2013,0.522,3/27/2013,0.041,3/27/2013,0.117,,,3/26/2013,94.44
3/28/2013,1.8487,3/28/2013,2.5177,3/28/2013,0.7644,3/28/2013,2.3303,3/28/2013,0.513,3/28/2013,0.042,3/28/2013,0.12,,,3/27/2013,94.46
3/29/2013,1.8486,3/29/2013,2.5179,3/29/2013,0.7644,3/29/2013,2.3323,3/29/2013,0.551,3/29/2013,0.052,3/29/2013,0.136,,,3/28/2013,94.15
4/1/2013,1.8314,4/1/2013,2.5192,4/1/2013,0.7516,4/1/2013,2.335,4/1/2013,0.571,4/1/2013,0.062,4/1/2013,0.135,,,3/29/2013,94.22
4/2/2013,1.859,4/2/2013,2.5203,4/2/2013,0.7692,4/2/2013,2.3318,4/2/2013,0.564,4/2/2013,0.065,4/2/2013,0.142,,,4/1/2013,93.23
4/3/2013,1.8106,4/3/2013,2.4893,4/3/2013,0.7244,4/3/2013,2.2844,4/3/2013,0.56,4/3/2013,0.068,4/3/2013,0.142,,,4/2/2013,93.44
4/4/2013,1.7625,4/4/2013,2.4931,4/4/2013,0.6957,4/4/2013,2.2849,4/4/2013,0.446,4/4/2013,0.071,4/4/2013,0.13,,,4/3/2013,93.04
4/5/2013,1.7128,4/5/2013,2.4698,4/5/2013,0.6908,4/5/2013,2.248,4/5/2013,0.534,4/5/2013,0.092,4/5/2013,0.174,,,4/4/2013,96.34
4/8/2013,1.746,4/8/2013,2.4616,4/8/2013,0.7052,4/8/2013,2.2346,4/8/2013,0.52,4/8/2013,0.095,4/8/2013,0.177,,,4/5/2013,97.57
4/9/2013,1.7502,4/9/2013,2.4458,4/9/2013,0.6988,4/9/2013,2.1993,4/9/2013,0.528,4/9/2013,0.112,4/9/2013,0.197,,,4/8/2013,99.36
4/10/2013,1.8034,4/10/2013,2.4476,4/10/2013,0.734,4/10/2013,2.187,4/10/2013,0.584,4/10/2013,0.13,4/10/2013,0.259,,,4/9/2013,99.02
4/11/2013,1.7887,4/11/2013,2.4685,4/11/2013,0.7259,4/11/2013,2.2019,4/11/2013,0.547,4/11/2013,0.124,4/11/2013,0.198,,,4/10/2013,99.78
4/12/2013,1.7208,4/12/2013,2.4379,4/12/2013,0.6874,4/12/2013,2.1586,4/12/2013,0.614,4/12/2013,0.128,4/12/2013,0.239,,,4/11/2013,99.68
4/15/2013,1.6798,4/15/2013,2.3996,4/15/2013,0.6761,4/15/2013,2.0982,4/15/2013,0.649,4/15/2013,0.136,4/15/2013,0.273,,,4/12/2013,98.37
4/16/2013,1.7224,4/16/2013,2.4024,4/16/2013,0.7018,4/16/2013,2.1179,4/16/2013,0.587,4/16/2013,0.133,4/16/2013,0.26,,,4/15/2013,96.77
4/17/2013,1.695,4/17/2013,2.3637,4/17/2013,0.6921,4/17/2013,2.0738,4/17/2013,0.602,4/17/2013,0.133,4/17/2013,0.243,,,4/16/2013,97.54
4/18/2013,1.6847,4/18/2013,2.2695,4/18/2013,0.6953,4/18/2013,1.9399,4/18/2013,0.587,4/18/2013,0.135,4/18/2013,0.245,,,4/17/2013,98.12
4/19/2013,1.7049,4/19/2013,2.32,4/19/2013,0.7065,4/19/2013,2.0358,4/19/2013,0.581,4/19/2013,0.131,4/19/2013,0.23,,,4/18/2013,98.17
4/22/2013,1.6929,4/22/2013,2.3516,4/22/2013,0.6887,4/22/2013,2.0436,4/22/2013,0.61,4/22/2013,0.129,4/22/2013,0.235,,,4/19/2013,99.52
4/23/2013,1.7065,4/23/2013,2.3736,4/23/2013,0.6984,4/23/2013,2.0467,4/23/2013,0.586,4/23/2013,0.125,4/23/2013,0.228,,,4/22/2013,99.23
4/24/2013,1.7047,4/24/2013,2.3825,4/24/2013,0.6919,4/24/2013,2.0788,4/24/2013,0.591,4/24/2013,0.123,4/24/2013,0.23,,,4/23/2013,99.48
4/25/2013,1.708,4/25/2013,2.3972,4/25/2013,0.711,4/25/2013,2.1237,4/25/2013,0.583,4/25/2013,0.123,4/25/2013,0.236,,,4/24/2013,99.51
4/26/2013,1.6633,4/26/2013,2.3781,4/26/2013,0.6807,4/26/2013,2.1272,4/26/2013,0.591,4/26/2013,0.123,4/26/2013,0.251,,,4/25/2013,99.26
4/29/2013,1.6701,4/29/2013,2.3579,4/29/2013,0.6759,4/29/2013,2.1065,4/29/2013,0.591,4/29/2013,0.13,4/29/2013,0.251,,,4/26/2013,98.05
4/30/2013,1.6717,4/30/2013,2.3434,4/30/2013,0.676,4/30/2013,2.0717,4/30/2013,0.609,4/30/2013,0.128,4/30/2013,0.26,,,4/29/2013,97.76
5/1/2013,1.629,5/1/2013,2.2979,5/1/2013,0.6489,5/1/2013,2.0076,5/1/2013,0.591,5/1/2013,0.122,5/1/2013,0.233,,,4/30/2013,97.45
5/2/2013,1.6255,5/2/2013,2.2726,5/2/2013,0.6473,5/2/2013,2.0112,5/2/2013,0.565,5/2/2013,0.118,5/2/2013,0.223,,,5/1/2013,97.39
5/3/2013,1.7382,5/3/2013,2.299,5/3/2013,0.7241,5/3/2013,2.0603,5/3/2013,0.565,5/3/2013,0.118,5/3/2013,0.223,,,5/2/2013,97.94
5/6/2013,1.7588,5/6/2013,2.3077,5/6/2013,0.7338,5/6/2013,2.0747,5/6/2013,0.565,5/6/2013,0.118,5/6/2013,0.223,,,5/3/2013,98.99
5/7/2013,1.7778,5/7/2013,2.3131,5/7/2013,0.7467,5/7/2013,2.0839,5/7/2013,0.594,5/7/2013,0.115,5/7/2013,0.236,,,5/6/2013,99.33
5/8/2013,1.7665,5/8/2013,2.2849,5/8/2013,0.742,5/8/2013,2.0594,5/8/2013,0.597,5/8/2013,0.113,5/8/2013,0.233,,,5/7/2013,99
5/9/2013,1.8109,5/9/2013,2.3041,5/9/2013,0.7485,5/9/2013,2.0557,5/9/2013,0.6,5/9/2013,0.113,5/9/2013,0.233,,,5/8/2013,99.01
5/10/2013,1.8973,5/10/2013,2.3384,5/10/2013,0.8132,5/10/2013,2.0727,5/10/2013,0.696,5/10/2013,0.117,5/10/2013,0.287,,,5/9/2013,100.59
5/13/2013,1.9199,5/13/2013,2.3215,5/13/2013,0.8214,5/13/2013,2.0572,5/13/2013,0.754,5/13/2013,0.116,5/13/2013,0.325,,,5/10/2013,101.62
5/14/2013,1.974,5/14/2013,2.3267,5/14/2013,0.8572,5/14/2013,2.0641,5/14/2013,0.862,5/14/2013,0.138,5/14/2013,0.404,,,5/13/2013,101.82
5/15/2013,1.9347,5/15/2013,2.2852,5/15/2013,0.8249,5/15/2013,2.0399,5/15/2013,0.855,5/15/2013,0.14,5/15/2013,0.417,,,5/14/2013,102.42
5/16/2013,1.8809,5/16/2013,2.2561,5/16/2013,0.7893,5/16/2013,1.9977,5/16/2013,0.82,5/16/2013,0.132,5/16/2013,0.38,,,5/15/2013,102.25
5/17/2013,1.9506,5/17/2013,2.255,5/17/2013,0.8302,5/17/2013,2.008,5/17/2013,0.797,5/17/2013,0.133,5/17/2013,0.37,,,5/16/2013,102.26
5/20/2013,1.9647,5/20/2013,2.275,5/20/2013,0.8368,5/20/2013,2.0191,5/20/2013,0.849,5/20/2013,0.133,5/20/2013,0.398,,,5/17/2013,103.21
5/21/2013,1.9263,5/21/2013,2.2736,5/21/2013,0.819,5/21/2013,2.008,5/21/2013,0.879,5/21/2013,0.133,5/21/2013,0.417,,,5/20/2013,102.27
5/22/2013,2.0395,5/22/2013,2.2562,5/22/2013,0.899,5/22/2013,1.9915,5/22/2013,0.891,5/22/2013,0.128,5/22/2013,0.405,,,5/21/2013,102.5
5/23/2013,2.0157,5/23/2013,2.2529,5/23/2013,0.8909,5/23/2013,1.9579,5/23/2013,0.863,5/23/2013,0.138,5/23/2013,0.383,,,5/22/2013,103.16
5/24/2013,2.0081,5/24/2013,2.2541,5/24/2013,0.8882,5/24/2013,1.9586,5/24/2013,0.834,5/24/2013,0.128,5/24/2013,0.361,,,5/23/2013,102.02
5/27/2013,2.0081,5/27/2013,2.2541,5/27/2013,0.8882,5/27/2013,1.9586,5/27/2013,0.83,5/27/2013,0.125,5/27/2013,0.351,,,5/24/2013,101.31
5/28/2013,2.1652,5/28/2013,2.2767,5/28/2013,1.0166,5/28/2013,1.9917,5/28/2013,0.906,5/28/2013,0.132,5/28/2013,0.398,,,5/27/2013,100.96
5/29/2013,2.1153,5/29/2013,2.2146,5/29/2013,0.9887,5/29/2013,1.9289,5/29/2013,0.933,5/29/2013,0.146,5/29/2013,0.425,,,5/28/2013,102.37
5/30/2013,2.111,5/30/2013,2.1687,5/30/2013,1.0064,5/30/2013,1.8672,5/30/2013,0.904,5/30/2013,0.15,5/30/2013,0.399,,,5/29/2013,101.16
5/31/2013,2.1282,5/31/2013,2.1887,5/31/2013,1.0177,5/31/2013,1.8972,5/31/2013,0.857,5/31/2013,0.146,5/31/2013,0.35,,,5/30/2013,100.73
6/3/2013,2.1193,6/3/2013,2.1904,6/3/2013,1.0274,6/3/2013,1.9086,6/3/2013,0.817,6/3/2013,0.136,6/3/2013,0.304,,,5/31/2013,100.45
6/4/2013,2.1462,6/4/2013,2.196,6/4/2013,1.0564,6/4/2013,1.9354,6/4/2013,0.88,6/4/2013,0.132,6/4/2013,0.334,,,6/3/2013,99.53
6/5/2013,2.0892,6/5/2013,2.1508,6/5/2013,1.0177,6/5/2013,1.9011,6/5/2013,0.847,6/5/2013,0.123,6/5/2013,0.298,,,6/4/2013,100.03
6/6/2013,2.0769,6/6/2013,2.1562,6/6/2013,1.0097,6/6/2013,1.9076,6/6/2013,0.833,6/6/2013,0.126,6/6/2013,0.296,,,6/5/2013,99.06
6/7/2013,2.1718,6/7/2013,2.1523,6/7/2013,1.0939,6/7/2013,1.9103,6/7/2013,0.856,6/7/2013,0.125,6/7/2013,0.295,,,6/6/2013,96.97
