"","ABAFINU.KY.Equity","ALGOTRE.KY.Equity","APEXGCE.US.Equity","APHSIFA.LX.Equity","AROYIPA.US.Equity","ARTPAII.US.Equity","ASLNDMB.KY.Equity","BAOBABG.VI.Equity","BBHEDG1.US.Equity","BPCENHO.US.Equity","BWAGUSD.KY.Equity","CALYPSV.AV.Equity","CAMCAPR.KY.Equity","CARMOTT.KY.Equity","CASSIOA.KY.Equity","CAYENRG.US.Equity","CCLDMNA.CN.Equity","CCLMKNA.CN.Equity","CEDMNLP.US.Equity","CHCIMPE.KY.Equity","CHESSIC.US.Equity","CHROEHF.BM.Equity","CLASABE.LX.Equity","CLOVSTR.US.Equity","COEFFCA.KY.Equity","COLOMLP.US.Equity","CONCAPO.KY.Equity","CRJBJPY.KY.Equity","CURCMAF.CN.Equity","CUSHMKN.US.Equity","DACHCEQ.BH.Equity","DONEHF1.NA.Equity","EAMDSSP.KY.Equity","EMEVALU.BM.Equity","FAAREMG.KY.Equity","FIEMKNA.CN.Equity","GLGELNU.KY.Equity","GUEVORA.KY.Equity","HARSMCP.US.Equity","HERACPW.BM.Equity","HILCMNEA.CN.Equity","HSBCTGH.GR.Equity","INSGFIZ.PW.Equity","JADECPA.KY.Equity","KEYREOH.US.Equity","KLPAGEN.NO.Equity","LCIMNAU.KY.Equity","LMLSMOME.CN.Equity","LOGSTNE.US.Equity","MAGGFDI.US.Equity","MAQ8444.AU.Equity","MATAMNC.US.Equity","MNLUSDI.KY.Equity","MWJMA1U.ID.Equity","MWMGLFU.ID.Equity","MWTFNEE.ID.Equity","NORMNIA.CN.Equity","OAKPAMN.US.Equity","PACAPRV.KY.Equity","PAGORAE.KY.Equity","PCDAOAA.KY.Equity","PEGAEUR.VI.Equity","PHNXCPF.US.Equity","PMGLMKNE.CN.Equity","PMMNCLA.CN.Equity","PRYNCIP.MV.Equity","PXPVSCF.KY.Equity","QAAFFNU.KY.Equity","QQMEQHD.SS.Equity","QUANSPA.KY.Equity","QUPANEF.VI.Equity","QUQEQMN.US.Equity","RBRSVFC.KY.Equity","REALRTA.ID.Equity","RENIDEQ.US.Equity","ROMECAP.US.Equity","ROTACRO.US.Equity","SAEEALB.NA.Equity","SCOPQPL.US.Equity","SECHCAE.ID.Equity","SIA3FFU.VI.Equity","SQPTEUR.LX.Equity","SUPBLAE.KY.Equity","SVGRCMN.KY.Equity","TALACTE.KY.Equity","TALENHE.KY.Equity","TESSEQP.US.Equity","TKCAEAU.KY.Equity","TWOPPLD.VI.Equity","VICARCA.KY.Equity","WATSABR.AU.Equity","WGEMNBU.ID.Equity","WILIGEB.VI.Equity","WINCAPA.NA.Equity","WMF0001.AU.Equity","ZALUSMN.US.Equity","ZEBGLAU.US.Equity"
"39",1.3312,2.0606,-3.7697,6.2839,-1.87,0.21,-1.3408,-5.4856,-1.6051,0.74,NA,-0.4608,-4.99,2.52,-0.0308,-1.2794,2.584,3.0994,-1.08,-1.8361,1.64,1.4594,-0.8656,0.78,NA,1.81,1.67,-0.5626,1.274,-2.62,0.82,-0.3887,-1.1137,33.3963,-0.031,0.8393,1.0879,1.8745,0.21,1.0492,0.9164,1.1572,2.448,-9.2437,-3,3.248,-1.2803,0.7184,-0.5485,0.89,NA,-1.43,NA,1.3629,0.8321,1.0302,0.4122,-8.8,1.6449,0.5248,0.3624,0.4451,7.54,0.0629,0.5691,2.6157,NA,5.5437,0.3,-0.1632,-0.52,1.14,11.4502,0.8003,NA,-2.28,-0.7798,-0.5735,0.9,1.0391,-1.071,0.1874,-3.0475,0.9492,0.5938,1.3212,0.8501,NA,0.5655,0.81,1.9446,-0.3095,3.9535,8.0242,1.5308,-0.59,-0.05
"40",-0.5626,0.0299,-0.57,6.3674,0.23,2.0201,-0.2068,-1.1118,1.7198,-2.2,NA,-2.6894,-11.66,-1.39,-0.0925,-2.5109,-5.8104,-12.5311,-0.83,-1.0489,1.02,-0.3896,-3.7415,-1.18,NA,-0.21,-5.75,0.0716,0.7892,0.76,1.29,-0.439,-6.7515,14.9118,-2.2804,-0.0415,1.2089,3.9249,1.03,1.0064,-1.8268,-1.0526,0.3219,-8.432,-4,2.6106,1.2689,1.2712,1.6342,-1.24,NA,0.57,NA,1.3,0.6755,1.3765,-2.0483,-3.28,-1.5363,0.6563,2.1572,-2.1566,0.6603,-0.3143,0.0288,-3.7635,NA,2.5374,5.22,-0.1635,0.8274,-0.73,6.9215,0.215,NA,0.43,0.28,3.2704,-3.3,-0.267,-2.5546,0.7029,-1.5351,1.3607,0.9855,2.0378,-1.5298,NA,0.2812,0.4491,0.8235,1.6083,-1.1736,1.2353,-0.0782,3.36,-0.83
"41",-2.3616,-2.7579,2.02,1.0729,-2.95,0.6099,-8.9061,16.2863,-0.9361,5.03,NA,-3.1233,-4.25,8.62,-0.3898,0.66,0.7164,0.7032,-2.6002,-1.908,-6.07,-2.1661,-12.2776,-0.1598,NA,4.55,3.3293,-1.6021,1.9448,-6.6,1.3801,0.6439,-6.8721,-15.0518,-3.4135,1.7388,-0.772,2.1071,3.96,1.084,-2.2516,-1.8327,-3.1045,-3.4214,-3.4999,-0.5386,-3.9069,-5.3191,0.4216,-0.7599,NA,5.76,NA,-0.2548,-3.5859,1.1288,-1.3279,9.21,-1.2424,0.7261,-2.8367,-4.9919,5.59,-1.328,-1.9609,-5.4369,2.2387,3.6725,1.25,0.5813,-1.2266,-0.95,-14.0795,-8.7011,NA,16.9999,5.0401,-4.1857,-10,-0.0285,-7.7965,-2.9914,0.3712,0.2926,-0.231,-0.3018,-0.84,NA,-9.8127,1.6538,-3.9095,-0.6788,-4.7649,-1.4073,-0.1352,-1.78,1.7797
"42",4.4365,-0.3319,1.38,-2.4594,-0.23,-0.5601,-2.0781,-19.9545,0.5347,-4.36,NA,-2.085,2.78,7.53,0.8615,-0.9298,-0.4223,-2.386,2.5,-1.0806,1,-1.2198,-12.0334,-1.9902,NA,0.16,-0.9869,-4.9116,-0.1034,-2.4499,0.85,0.5216,-3.6454,-0.3383,1.1026,-0.53,0.1028,2.19,3.16,1.0562,-0.2661,-0.8873,2.6523,-0.9487,3.7,0.7482,-2.4072,2.3109,0.0777,-0.81,NA,-0.1,NA,-0.6485,-3.6264,-1.8709,-2.8005,-1.29,0.9173,-0.7981,-3.2553,0.4979,8.32,-2.5769,-0.919,0.1507,2.4893,0.6081,-3.76,0.5779,-7.5959,-4.78,-3.6871,-2.6574,NA,9.28,-2.49,-2.9817,3.6,0.5072,1.2789,3.4695,0.1479,-0.7217,-2.6698,-5.0304,1.0299,NA,-4.4019,2.1043,-3.4438,-0.7369,-0.8066,-0.4703,-1.9172,-2.74,0.05
"43",-1.8833,0.9889,-1.13,-4.8862,7.1,0.41,10.8603,11.9349,2.2149,10.7904,NA,-0.4527,15.02,4.28,1.0467,9.3611,-1.1375,-4.8176,0.56,50.0774,2.5,-0.3113,15.4182,1.4001,NA,0.83,-2.2319,0.4933,-0.0642,-0.6,1.55,1.5152,5.5334,1.0264,3.5891,0.9237,-1.7305,3.4045,-1.76,1.0691,4.8628,-0.2784,-0.5539,-2.0331,4.3002,1.7396,4.6331,1.1864,2.4992,1.13,NA,-1.08,NA,0.7153,0.0308,0.5213,0.7581,1.75,1.2093,-1.7588,-0.0096,0.8433,1.29,-0.2641,0.0476,1.3219,-0.5456,-2.9996,-4.26,0.5746,3.5852,-0.4997,19.1024,0.2637,NA,-0.35,0.5299,-1.2512,6.4,0.9469,8.8917,3.2068,1.4771,-2.1674,-0.3932,-0.6714,2.1201,NA,6.2955,1.3039,1.5049,-0.9621,6.1282,-2.2134,1.1263,-0.21,-1.17
"44",-0.9507,-1.1791,0.08,-0.3055,-0.69,-0.0799,0.8713,4.2118,1.0835,7.3501,NA,-1.0391,15.55,-2.61,0.8839,-2.71,-1.739,-2.723,-0.6,-1.7105,0.44,1.322,3.2688,-2.7802,-2.3336,-1.91,-1.0685,0.2397,0.012,9.78,-4.76,0.9814,4.1652,4.9925,-0.2333,-1.3815,-0.2835,6.4375,-3.79,1.0079,3.639,1.769,3.7727,-5.2435,1.4,-1.0297,NA,1.934,0.379,0.87,NA,-2.81,NA,0.4369,0.284,1.8461,1.7345,0.34,0.6883,-0.354,2.1695,2.6654,3.15,-1.0802,-0.1564,0.859,1.7239,-1.8305,-3.77,0.1892,0.4445,-0.95,24.3602,-2.8709,-4.46,-15.5401,-3.34,-2.6428,-1,1.2806,4.7249,-1.7383,3.2751,2.9742,-1.5012,-2.7107,-1.67,NA,1.5663,0.364,0.341,0.1842,1.2511,-1.8481,0.5317,-0.25,-4.01
"45",3.3289,-0.5258,-1.48,2.0129,2.41,0.5601,2.4034,6.9704,-1.5866,2.1095,NA,0.9675,-0.65,-0.23,2.3356,3.9825,1.6114,3.4843,2.37,-0.253,1.85,2.0136,0.0278,4.2603,-4.9759,-0.68,2.3725,1.7113,0.4975,3.66,2.07,-1.7277,2.8745,-2.0642,0.3128,1.5275,0.8605,2.2483,0.66,1.0619,1.6086,0.7221,4.1404,-6.7917,4.9,1.2903,-6.2302,-0.6324,1.1164,-0.33,NA,-0.95,NA,0.7849,2.0491,1.5719,-1.9707,-3.55,1.2337,0.2386,NA,-1.0385,1.11,0.9511,-0.3041,4.3376,3.652,-0.4126,5.34,0.1888,-0.6967,-1.79,-3.754,8.1121,1.1,4.7599,0.81,2.5842,2,1.1591,-0.7504,0.2556,0.3524,-0.3579,0.7868,1.7932,0.7401,NA,-1.5181,0.1901,4.6838,-1.3848,1.4111,-0.2073,1.0793,-0.38,1.23
"46",-2.6987,0.1137,-1.59,3.9207,0.67,-0.23,2.85,-2.7921,-0.1218,0.4901,NA,0.5303,3.85,-2.32,-2.4963,3.1928,-0.4882,-4.8528,-2.51,-1.4416,-0.28,-3.0312,-5.9806,1.1198,1.7126,-1.78,-0.0817,-3.7514,-0.7095,-1.93,-2.35,1.6276,4.9764,-0.1736,3.3702,-0.1381,-3.6724,-1.9839,4.11,1.0594,0.0174,-0.9687,-0.8793,-4.9941,6.1,3.7567,7.9723,3.7936,1.2967,-0.31,NA,2.6699,NA,-0.3572,-1.5071,0.4764,-0.4566,9.66,-1.6287,0.1813,1.5478,0.6379,0.21,-3.2831,-1.5152,2.106,7.0622,-1.8086,2.34,0.1884,1.5621,2.2843,0.5115,0.8255,5.2601,15.35,0.1398,-2.4686,-5.4,0.773,-5.0069,0.7751,-1.9663,-0.4925,-1.6202,-3.0336,-0.7698,NA,-1.2112,0.902,-2.7147,-3.444,-2.7938,-8.8281,-5.1831,1.25,-1.58
"47",0.5809,-0.2728,4.17,0.9774,0.31,0.3901,5.1885,3.9834,0.6241,-0.1998,NA,1.862,0.34,-3.1,0.5269,0.9485,1.6655,1.9504,1.86,0.1507,1.13,1.6824,7.23,0.76,3.1878,1.94,0.6373,4.2629,0.1239,-0.8,0.83,1.0204,6.0559,5.2667,1.1135,2.4134,0.2773,0.6173,0.49,1.022,4.0865,0.9241,1.9673,-3.7203,1.4,0.3091,-0.0114,0.5596,-0.3452,0.15,NA,-0.64,NA,0.8541,0.7782,0.5723,0.9345,-1.83,1.0498,0.5242,2.0725,3.3531,-6.27,-0.3855,0.3376,1.4684,NA,1.8744,1.73,0.6119,3.8015,0.586,0.4522,7.2391,0.7003,4.4701,1.3301,-0.231,NA,0.7235,2.6597,-0.3929,1.6476,3.2024,0.7236,1.6709,1.2099,NA,NA,0.4799,3.8114,2.453,3.6121,1.6993,0.6264,-1.44,-0.5
"48",0.5294,-0.6066,6.04,-6.8064,0.52,1.03,2.8241,6.1928,0.1212,3.4901,NA,-2.0927,0.6004,-2.57,0.7752,2.6967,-0.2392,0.7451,0.62,0.2507,-0.02,1.0316,5.0785,2.8102,-1.7709,0.62,-0.8514,-0.1732,0.1362,4.2399,-2.38,0.4348,-0.3774,37.3853,0.7941,2.1338,2.02,1.784,-3.89,0.9948,-0.9738,0.0581,5.4297,-7.7033,-3.6,1.1049,0.8268,-2.4443,0.282,1.02,NA,-0.6,NA,0.5901,1.1582,0.9699,-1.7141,-4.03,1.4374,0.8614,1.1106,0.2868,-0.19,-0.0429,0.5845,-0.7727,2.0401,-3.3986,-2.46,0.6083,-1.5551,-2.5736,-0.8654,1.1028,-1.1897,-8.93,2.5298,-3.1538,2.4389,0.7561,3.5836,-4.6012,-3.8055,2.8593,0.2031,0.5105,-3.08,NA,7.4675,0.2955,-1.1734,1.0051,2.8884,1.3628,-1.4674,-2.48,0.48
"49",0.1968,-1.964,1.12,2.875,0.89,1.19,1.998,-1.06,0.4344,2.7797,NA,-1.4727,4.5,-5.36,1.1837,1.0171,-1.6839,-3.5969,0.8,-1.1004,1.45,-0.2325,-0.319,3.7197,-0.5863,-0.54,0.2092,1.2081,1.4531,1.42,0.35,-0.6194,0.5712,93.5254,-0.1687,-0.8176,1.6111,1.4482,2.05,1.069,0.9403,-0.283,2.605,-2.7799,-1.6,-0.1802,0.6841,0.418,0.6328,0.36,NA,-0.1099,NA,-0.2033,0.3142,1.3244,-2.4945,-1.29,0.0487,0.5103,-1.3074,-1.1145,0.0337,-0.5489,1.4635,-0.6958,2.1659,0.2695,1.52,0.6045,0.0274,0.082,2.9203,-0.5583,-0.1196,-3.33,-0.63,1.4016,2.5611,1.1686,2.136,2.9955,3.2234,-1.612,0.7681,1.6595,0.4302,NA,-1.9014,0.6274,1.8384,-1.0784,0.4488,-1.0867,2.2264,1.15,-1.24
"50",3.0531,-0.3724,-0.34,0.5093,0.55,-0.32,-2.7456,-1.0407,-0.9146,2.7797,NA,-2.1374,-4.3,-0.2981,2.0533,-0.0303,0.6855,0.2949,-0.16,-1.1063,1.24,-0.385,3.0792,0.01,0.206,1.2,1.1169,3.5488,1.4728,-2.7,-6.41,0.2279,-5.5108,-10.3629,-1.2693,-0.6196,0.5335,0.8459,3.43,1.0297,0.192,0.0161,-0.8611,-9.3856,-9.4,3.7832,NA,0.1803,0.1787,-1.23,NA,2.48,NA,0.083,2.5574,1.5947,-0.5272,-0.7901,0.0674,0.3812,1.4983,1.3565,0.002,-1.2775,-1.0151,-0.1262,-4.4357,0.1069,-1.72,-0.0384,3.2837,0.229,-1.9276,-2.5799,1.3904,-8.06,3.28,4.5769,-1.0432,0.6517,-0.0089,0.3032,-5.181,-2.2109,-2.1853,-4.1751,-0.78,NA,0.7048,0.4319,-2.2866,2.7522,0.4398,4.8692,-0.3458,-4.26,1.19
"51",-0.852,0.2218,1.55,-0.1513,0.76,0.8701,-4.5279,-1.9384,-1.2021,5.1504,NA,1.2368,7.2994,1.1144,-0.2046,1.5958,-1.6888,-3.7263,2.03,-0.7991,0.69,-1.1494,0.4436,-0.01,1.2086,6.33,2.5308,6.2117,-3.2667,4.2303,-2.79,3.3902,4.8704,-1.0102,0.4763,-2.9385,-0.7296,1.721,1.1,NA,2.4356,0.7063,-1.486,-5.1002,-9.9,-0.824,1.6335,2.2964,1.236,1.23,NA,5.66,NA,1.1586,1.978,1.9209,-1.0922,-2.2101,1.2763,-0.4844,-1.8406,-1.2399,0.0326,0.0142,0.1636,2.4347,-5.0171,1.0761,-0.64,-0.0385,-1.5799,0.5133,-2.8465,-6.6755,-0.0479,-0.95,0.07,-0.5965,2.1545,0.9107,0.9832,-0.2861,2.6198,-1.907,-3.1253,-6.3391,4.41,0.7002,0.7582,-0.5284,1.2085,1.6551,-0.5482,5.5131,-0.4578,10.21,1.19
"52",0.0953,-0.8542,-1.03,-4.9502,0.14,-0.1401,-2.9871,-5.1626,-0.8546,-0.14,NA,-0.1858,-0.7998,0.8734,-2.7573,-2.9519,-6.4458,-3.5971,-2.47,-1.2502,1.28,2.5417,3.3387,-0.84,2.5979,2.64,3.0799,1.4951,-1.3002,2.2802,0.31,1.4811,2.4034,-11.3905,1.2086,0.3504,0.6013,2.2756,1.02,2.0075,0.6391,0.8222,0.1888,-7.4555,6.5,1.9707,-1.1863,-1.2717,0.6324,0.25,NA,2.79,NA,0.5268,0.2145,0.6165,-1.0479,2.5102,0.2645,0.4786,0.2633,1.6939,1e-04,-0.9005,-0.8925,0.1831,1.3295,-0.3738,-3.37,-0.0385,-0.3739,-0.4093,4.1484,-4.3439,4.3196,-0.92,-1.5,-1.2354,1.9229,0.2452,5.6736,-1.5172,-1.7505,-0.7807,-0.6162,-1.1668,1.01,0.2084,5.4758,-0.4879,0.7454,0.3951,2.5517,5.1073,0.0742,2.66,2.66
"53",0.6565,-0.3059,6.84,0.279,0.7,0.0902,5.8595,NA,2.7394,-0.3104,NA,1.8861,1.4001,-1.0989,3.4383,0.4562,0.0958,-3.2788,1.9101,-2.1404,2.08,2.6493,2.0631,1.9802,-3.7102,-3.37,-2.9435,4.6658,-0.1529,3.2303,-1.38,0.9432,-4.7677,-52.9787,2.6239,-1.6232,2.0441,1.0775,-0.62,0.98,0.2142,-0.2848,2.4881,-5.6631,9.8001,2.6197,-0.615,0.7678,0.2301,0.82,NA,-1.25,NA,0.5844,-0.2505,1.2115,-0.1177,-3.99,2.1727,1.5913,0.9956,-0.1078,-0.0129,-0.5697,0.3236,-1.1524,0.6028,0.6607,-0.33,0.6369,2.5231,-1.4457,-11.456,9.8063,-1.6098,-7.4598,-0.64,0.3553,4.8394,0.3955,0.8711,3.1293,-0.7424,2.9235,0.3647,0.8449,0.8199,-2.4614,1.4378,1.2233,-0.3624,-0.5454,1.6329,-4.7711,-0.8153,0.92,-2.83
"54",-2.6565,-0.3751,-0.14,-2.7785,-0.21,-0.2101,2.7554,-0.0517,-1.1305,-5.6902,NA,3.0164,-4.6,-0.3762,-2.4669,-0.3721,-0.4764,-2.5821,0.2102,0.0667,1.31,0.5279,2.5606,0.2299,0.9497,-1.09,3.5039,3.4146,1.198,-3.48,NA,-0.4672,1.3805,46.2623,2.7978,-2.371,-1.3596,1.5806,-0.96,1.0685,0.0679,0.7471,1.4869,-4.9558,1.6998,3.6034,-0.6551,0.2251,1.32,0.58,NA,-2.98,NA,-0.2018,0.7932,-0.9669,-0.3951,-0.8399,-1.9876,-0.0145,-0.3666,1.0888,-0.0128,-1.0733,-0.5754,-1.5887,0.564,-3.282,-0.93,0.6329,1.4229,-1.559,7.7847,0.785,3.5199,12.93,2.08,-1.3681,0.5302,1.3114,-0.2989,0.2304,0.1496,2.9167,-0.244,-0.394,0.3302,4.4696,1.3417,0.2369,2.3488,-0.107,1.3206,-0.6389,0.0224,2.58,0.11
"55",4.4047,-1.2974,0.99,-1.7979,1.5,0.24,4.8278,2.9543,0.7264,-2.4297,NA,-0.4567,-1.4,0.9237,1.9425,-1.2277,-1.44,-0.3836,1.53,-1.3128,1.37,1.6143,0.1416,0.8902,-1.2171,-1.45,2.0227,-0.2795,0.0427,-0.2999,NA,-1.96,NA,-0.2543,NA,0.4162,-0.5572,2.3499,NA,0.9571,1.686,-0.1123,0.5411,-4.3664,-2,2.5642,-0.8014,-0.7919,-0.19,0.43,NA,-3.1002,NA,-0.1523,0.6201,2.7128,-0.0033,-0.6899,1.6579,-0.6599,0.2418,-0.456,-0.0072,0.1789,1.5528,-2.6807,2.9793,1.0809,-0.52,0.6289,-5.6501,-1.34,12.4935,2.6637,2.4403,-3.13,0.48,2.3194,-1.654,-0.2047,-0.633,-0.936,1.4937,1.0866,0.6193,1.279,1.2197,0.2291,1.4841,0.1919,2.4356,0.7495,1.8024,-3.6125,0.762,0.83,0.61
"56",-1.9443,-0.6034,2.39,-1.9904,0.81,0.1401,4.2428,7.1829,1.3851,-7.9201,NA,1.2163,-6,-0.7752,-0.7149,-4.2655,-0.869,-1.8366,0.2099,-0.628,1.5102,2.9572,2.036,1.0498,-2.1772,0.19,1.3573,-1.697,-0.6473,-2.54,NA,-1.074,NA,-28.7671,-0.0865,-2.0032,-0.1106,2.5002,NA,0.8334,-0.3364,-0.0483,-0.5929,-3.6751,6.9,0.35,NA,0.0716,-0.11,0.18,-0.8201,0.4,NA,0.0996,0.586,2.408,-0.3277,-2.76,0.5612,-0.0102,NA,NA,NA,1.0285,-0.1774,-0.0344,-0.6127,-0.4891,1.95,0.0565,5.5028,-1.7152,3.7012,-1.1561,3.7502,0.6301,3.36,3.9625,1.3089,0.5691,2.8665,2.5217,-3.3848,2.5994,0.4552,1.2742,-0.1399,-1.5588,1.3046,0.779,1.7128,-0.1507,2.3381,-1.0972,1.127,1.84,1.74
"57",1.0595,NA,0.8,-3.1332,-0.374,0.9099,5.3326,-1.7323,1.2606,-6.82,NA,1.092,-4.6,-3.6542,-0.4024,-2.7292,-0.6245,1.8651,-1.7802,-0.1019,0.79,1.6732,1.4392,1.5999,-6.5414,-8.63,-3.0692,2.0718,0.9652,-3.9,NA,-0.5036,NA,-44.825,4.7367,-2.2548,0.1624,2.1168,NA,0.8649,-1.6931,0.392,1.0728,-3.2218,2.1998,-0.966,NA,-0.4193,-0.24,0.04,4.9155,-1.8,12.84,0.3083,0.7508,0.522,-1.1052,-1.4001,0.9011,-0.1652,3.1594,0.4191,NA,0.3529,1.7369,-2.6211,5.2397,-1.2995,-2.96,0.0565,1.0929,-0.9139,11.079,1.9338,6.2703,NA,-0.11,-2.6816,-1.3229,0.3721,2.1429,-1.5272,-0.1523,0.419,-1.3181,-2.3104,0.0198,1.5015,4.8915,-0.0619,-2.025,-1.7891,5.1398,-3.4079,0.6159,-1.87,-1.09
