,3436 JP,,3659 JP,,4063 JP,,4188 JP,,4901 JP,,5020 JP,,5108 JP,,5201 JP,,5214 JP,,5406 JP,,5411 JP,,6301 JP,,6326 JP,,6501 JP,,6502 JP,,6594 JP,,6701 JP,,6702 JP,,6752 JP,,6753 JP,,6758 JP,,6762 JP,,6954 JP,,6971 JP,,6981 JP,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,7731 JP,,7741 JP,,7751 JP,,7752 JP,,7974 JP,,8031 JP,,8035 JP,,8058 JP,,8306 JP,,8308 JP,,8316 JP,,8411 JP,,8591 JP,,8601 JP,,8604 JP,,8725 JP,,8766 JP,,8795 JP,,8801 JP,,8802 JP,,9104 JP,,9202 JP,,9432 JP,,9433 JP,,9983 JP,,9984 JP
8/30/2011,12.41685,,,8/30/2011,49.56306,8/30/2011,7.04317,8/30/2011,24.59893,,,8/30/2011,22.08165,8/30/2011,9.79523,8/30/2011,10.19956,8/30/2011,1.86514,8/30/2011,23.25551,8/30/2011,26.15104,8/30/2011,8.12573,8/30/2011,5.36064,8/30/2011,4.42155,8/30/2011,86.34407,8/30/2011,2.04774,8/30/2011,5.06065,8/30/2011,10.72127,8/30/2011,8.23008,8/30/2011,22.10773,8/30/2011,44.28068,8/30/2011,164.34068,8/30/2011,92.60467,8/30/2011,60.25825,8/30/2011,8.85614,8/30/2011,35.48976,8/30/2011,31.79862,8/30/2011,20.30781,8/30/2011,6.2606,8/30/2011,22.17295,8/30/2011,21.69036,8/30/2011,46.62841,8/30/2011,9.03874,8/30/2011,167.34055,8/30/2011,16.55145,8/30/2011,48.19356,8/30/2011,23.38594,8/30/2011,4.43459,9/5/2011,4.34443,9/5/2011,28.25182,9/5/2011,1.45682,8/30/2011,8.97352,8/30/2011,3.99113,8/30/2011,4.21286,8/30/2011,22.98161,8/30/2011,26.99883,8/30/2011,10.17347,8/30/2011,16.73406,8/30/2011,16.2906,8/30/2011,4.3172,8/30/2011,3.29986,9/5/2011,46.76119,8/30/2011,37.69401,8/30/2011,186.90492,8/30/2011,33.15508
8/31/2011,11.89232,,,8/31/2011,50.31364,8/31/2011,6.97857,8/31/2011,24.08521,,,8/31/2011,22.15107,8/31/2011,9.77522,8/31/2011,10.08887,8/31/2011,1.85572,8/31/2011,23.092,8/31/2011,26.46367,8/31/2011,8.18087,8/31/2011,5.39728,8/31/2011,4.32567,8/31/2011,87.16675,8/31/2011,2.03868,8/31/2011,5.04443,8/31/2011,10.5724,8/31/2011,8.23314,8/31/2011,21.75902,8/31/2011,43.64872,8/31/2011,164.9242,8/31/2011,91.47935,8/31/2011,60.89911,8/31/2011,9.10873,8/31/2011,35.72922,8/31/2011,32.33142,8/31/2011,20.4391,8/31/2011,6.2206,8/31/2011,21.90277,8/31/2011,21.91584,8/31/2011,46.98118,8/31/2011,9.01725,8/31/2011,175.11762,8/31/2011,17.01516,8/31/2011,47.76529,8/31/2011,23.87611,8/31/2011,4.49556,9/6/2011,4.20374,9/6/2011,27.05351,9/6/2011,1.41844,8/31/2011,9.01725,8/31/2011,3.99895,8/31/2011,4.19498,8/31/2011,23.28803,8/31/2011,27.09096,8/31/2011,10.25222,8/31/2011,16.75379,8/31/2011,16.38787,8/31/2011,4.20805,8/31/2011,3.30633,9/6/2011,46.29271,8/31/2011,37.24516,8/31/2011,189.23157,8/31/2011,33.02405
9/1/2011,12.07031,,,9/1/2011,50.26042,9/1/2011,7.17448,9/1/2011,24.33594,,,9/1/2011,22.39583,9/1/2011,9.92188,9/1/2011,10.3776,9/1/2011,1.90104,9/1/2011,23.64583,9/1/2011,27.85156,9/1/2011,8.26823,9/1/2011,5.42969,9/1/2011,4.34896,9/1/2011,86.19792,9/1/2011,2.07031,9/1/2011,5.10417,9/1/2011,10.65104,9/1/2011,8.28125,9/1/2011,22.10938,9/1/2011,44.46615,9/1/2011,168.88021,9/1/2011,93.22917,9/1/2011,60.9375,9/1/2011,9.3099,9/1/2011,35.85938,9/1/2011,33.29427,9/1/2011,20.72917,9/1/2011,6.39323,9/1/2011,22.20052,9/1/2011,21.83594,9/1/2011,47.20052,9/1/2011,9.10156,9/1/2011,174.34896,9/1/2011,17.07031,9/1/2011,48.5026,9/1/2011,24.08854,9/1/2011,4.51823,9/7/2011,4.29329,9/7/2011,27.47963,9/7/2011,1.43541,9/1/2011,9.24479,9/1/2011,4.04948,9/1/2011,4.25781,9/1/2011,23.20313,9/1/2011,27.26563,9/1/2011,10.39063,9/1/2011,16.97917,9/1/2011,16.79688,9/1/2011,4.25781,9/1/2011,3.34635,9/7/2011,46.48907,9/1/2011,37.30469,9/1/2011,188.41146,9/1/2011,33.77604
9/2/2011,11.49036,,,9/2/2011,49.89578,9/2/2011,7.08702,9/2/2011,24.34862,,,9/2/2011,22.21209,9/2/2011,9.77071,9/2/2011,10.10943,9/2/2011,1.87598,9/2/2011,23.42366,9/2/2011,27.17561,9/2/2011,8.10318,9/2/2011,5.3283,9/2/2011,4.18187,9/2/2011,85.07035,9/2/2011,2.05836,9/2/2011,5.04169,9/2/2011,10.5654,9/2/2011,8.19437,9/2/2011,21.16988,9/2/2011,42.4049,9/2/2011,163.75717,9/2/2011,91.97499,9/2/2011,59.79677,9/2/2011,9.15842,9/2/2011,35.31787,9/2/2011,32.66024,9/2/2011,20.57061,9/2/2011,6.21417,9/2/2011,22.1209,9/2/2011,21.7431,9/2/2011,46.83429,9/2/2011,9.13236,9/2/2011,171.57374,9/2/2011,16.75352,9/2/2011,47.55081,9/2/2011,23.82751,9/2/2011,4.45545,9/8/2011,4.23444,9/8/2011,27.23987,9/8/2011,1.433,9/2/2011,8.97603,9/2/2011,3.99948,9/2/2011,4.20792,9/2/2011,22.70714,9/2/2011,26.61542,9/2/2011,10.38301,9/2/2011,16.54508,9/2/2011,16.44085,9/2/2011,4.28609,9/2/2011,3.29599,9/8/2011,46.79835,9/2/2011,37.58468,9/2/2011,184.21053,9/2/2011,34.91402
9/5/2011,10.96514,,,9/5/2011,48.77732,9/5/2011,6.94589,9/5/2011,23.43913,,,9/5/2011,21.55307,9/5/2011,9.4563,9/5/2011,9.59938,9/5/2011,1.80801,9/5/2011,22.47659,9/5/2011,25.66337,9/5/2011,7.83039,9/5/2011,5.16389,9/5/2011,4.07128,9/5/2011,80.90531,9/5/2011,1.99011,9/5/2011,4.8127,9/5/2011,10.22373,9/5/2011,7.88241,9/5/2011,20.29136,9/5/2011,40.58273,9/5/2011,158.0385,9/5/2011,88.31946,9/5/2011,57.88241,9/5/2011,8.80593,9/5/2011,34.33923,9/5/2011,31.0744,9/5/2011,19.92716,9/5/2011,5.93132,9/5/2011,21.50104,9/5/2011,21.24089,9/5/2011,45.59053,9/5/2011,8.74089,9/5/2011,168.70447,9/5/2011,16.41519,9/5/2011,46.89126,9/5/2011,23.29605,9/5/2011,4.34443,9/9/2011,4.25174,9/9/2011,27.55234,9/9/2011,1.46033,9/5/2011,8.71488,9/5/2011,3.9282,9/5/2011,4.00624,9/5/2011,22.02133,9/5/2011,25.54631,9/5/2011,10.14568,9/5/2011,16.31113,9/5/2011,16.064,9/5/2011,4.1103,9/5/2011,3.30385,9/9/2011,47.29904,9/5/2011,38.11134,9/5/2011,180.80125,9/5/2011,35.09365
9/6/2011,10.85751,,,9/6/2011,47.25983,9/6/2011,6.64088,9/6/2011,22.99162,,,9/6/2011,20.56738,9/6/2011,9.06512,9/6/2011,9.23275,9/6/2011,1.75371,9/6/2011,21.75371,9/6/2011,24.44874,9/6/2011,7.49194,9/6/2011,5.00322,9/6/2011,3.82979,9/6/2011,78.14313,9/6/2011,1.89555,9/6/2011,4.65506,9/6/2011,9.78723,9/6/2011,7.60799,9/6/2011,19.62605,9/6/2011,38.51709,9/6/2011,151.51515,9/6/2011,86.26692,9/6/2011,54.41651,9/6/2011,8.44616,9/6/2011,33.52676,9/6/2011,30.16119,9/6/2011,19.09736,9/6/2011,5.66086,9/6/2011,20.81238,9/6/2011,20.86396,9/6/2011,44.48743,9/6/2011,8.44616,9/6/2011,164.66796,9/6/2011,15.53836,9/6/2011,45.0677,9/6/2011,22.57898,9/6/2011,4.19084,9/12/2011,4.20658,9/12/2011,26.92208,9/12/2011,1.43671,9/6/2011,8.23985,9/6/2011,3.77821,9/6/2011,3.75242,9/6/2011,21.22502,9/6/2011,24.83559,9/6/2011,9.7421,9/6/2011,15.47389,9/6/2011,15.26757,9/6/2011,3.92005,9/6/2011,3.2882,9/12/2011,47.30779,9/6/2011,36.55706,9/6/2011,178.20761,9/6/2011,34.36493
9/7/2011,11.05651,,,9/7/2011,48.62279,9/7/2011,6.78909,9/7/2011,23.70361,,,9/7/2011,21.22074,9/7/2011,9.24609,9/7/2011,9.64697,9/7/2011,1.77163,9/7/2011,22.53976,9/7/2011,24.80279,9/7/2011,7.81068,9/7/2011,5.06918,9/7/2011,3.89241,9/7/2011,80.56382,9/7/2011,1.95267,9/7/2011,4.7071,9/7/2011,9.98319,9/7/2011,7.75896,9/7/2011,20.3026,9/7/2011,39.8293,9/7/2011,155.43773,9/7/2011,88.32277,9/7/2011,55.60585,9/7/2011,8.69003,9/7/2011,34.65667,9/7/2011,30.72546,9/7/2011,19.7724,9/7/2011,5.89681,9/7/2011,21.66042,9/7/2011,21.41472,9/7/2011,45.26057,9/7/2011,8.72882,9/7/2011,170.95564,9/7/2011,16.02224,9/7/2011,45.84249,9/7/2011,23.01823,9/7/2011,4.25449,9/13/2011,4.33199,9/13/2011,27.38389,9/13/2011,1.45701,9/7/2011,8.45726,9/7/2011,3.89241,9/7/2011,3.91827,9/7/2011,21.54403,9/7/2011,25.03556,9/7/2011,9.63404,9/7/2011,16.24208,9/7/2011,15.81534,9/7/2011,4.08638,9/7/2011,3.28462,9/13/2011,47.15754,9/7/2011,36.85504,9/7/2011,183.36997,9/7/2011,35.82051
9/8/2011,11.32197,,,9/8/2011,49.18668,9/8/2011,6.7906,9/8/2011,23.44436,,,9/8/2011,21.92099,9/8/2011,9.25639,9/8/2011,9.51459,9/8/2011,1.79447,9/8/2011,22.83759,9/8/2011,24.2835,9/8/2011,7.90085,9/8/2011,5.06068,9/8/2011,3.86006,9/8/2011,78.62122,9/8/2011,1.97521,9/8/2011,4.77666,9/8/2011,9.94061,9/8/2011,7.90085,9/8/2011,20.11361,9/8/2011,38.85877,9/8/2011,149.88381,9/8/2011,88.43274,9/8/2011,54.73793,9/8/2011,8.68836,9/8/2011,34.8567,9/8/2011,30.62226,9/8/2011,19.93287,9/8/2011,5.91273,9/8/2011,22.30829,9/8/2011,22.05009,9/8/2011,45.37826,9/8/2011,8.71418,9/8/2011,173.8962,9/8/2011,16.24064,9/8/2011,47.12109,9/8/2011,22.86341,9/8/2011,4.22153,9/14/2011,4.27584,9/14/2011,27.01082,9/14/2011,1.44701,9/8/2011,8.45598,9/8/2011,3.84715,9/8/2011,3.84715,9/8/2011,21.41751,9/8/2011,25.03227,9/8/2011,9.60496,9/8/2011,16.09863,9/8/2011,16.03408,9/8/2011,4.09243,9/8/2011,3.27911,9/14/2011,47.71216,9/8/2011,37.37413,9/8/2011,185.5151,9/8/2011,35.14072
9/9/2011,11.12691,,,9/9/2011,49.1083,9/9/2011,6.82347,9/9/2011,23.35229,,,9/9/2011,22.16335,9/9/2011,9.21427,9/9/2011,9.47273,9/9/2011,1.78341,9/9/2011,22.61566,9/9/2011,23.22306,9/9/2011,7.88317,9/9/2011,4.97545,9/9/2011,3.85112,9/9/2011,77.92711,9/9/2011,2.0031,9/9/2011,4.7299,9/9/2011,10.09305,9/9/2011,7.96071,9/9/2011,20.12148,9/9/2011,37.81339,9/9/2011,138.66632,9/9/2011,87.23184,9/9/2011,54.79452,9/9/2011,8.6198,9/9/2011,34.63427,9/9/2011,30.33083,9/9/2011,19.72086,9/9/2011,5.73792,9/9/2011,22.9129,9/9/2011,22.08581,9/9/2011,45.10209,9/9/2011,8.6198,9/9/2011,170.06979,9/9/2011,16.49005,9/9/2011,46.3298,9/9/2011,22.82243,9/9/2011,4.29051,9/15/2011,4.36539,9/15/2011,27.29997,9/15/2011,1.4725,9/9/2011,8.38718,9/9/2011,3.85112,9/9/2011,3.86405,9/9/2011,21.47842,9/9/2011,24.99354,9/9/2011,9.63427,9/9/2011,16.03774,9/9/2011,16.14112,9/9/2011,4.04497,9/9/2011,3.29543,9/15/2011,48.01929,9/9/2011,38.18816,9/9/2011,189.06694,9/9/2011,35.46136
9/12/2011,10.53585,,,9/12/2011,48.79627,9/12/2011,6.71758,9/12/2011,23.06498,,,9/12/2011,21.52472,9/12/2011,9.12503,9/12/2011,9.70748,9/12/2011,1.72146,9/12/2011,21.95185,9/12/2011,22.66373,9/12/2011,7.86953,9/12/2011,4.89257,9/12/2011,3.79239,9/12/2011,77.27155,9/12/2011,1.95444,9/12/2011,4.65959,9/12/2011,9.73337,9/12/2011,7.57184,9/12/2011,19.46674,9/12/2011,36.96609,9/12/2011,134.22211,9/12/2011,84.39037,9/12/2011,53.45586,9/12/2011,8.37432,9/12/2011,33.97618,9/12/2011,29.23893,9/12/2011,19.20787,9/12/2011,5.56562,9/12/2011,22.50841,9/12/2011,21.60238,9/12/2011,44.13668,9/12/2011,8.38726,9/12/2011,168.00414,9/12/2011,16.24385,9/12/2011,45.62516,9/12/2011,22.79317,9/12/2011,4.18069,9/16/2011,4.53836,9/16/2011,28.36151,9/16/2011,1.49545,9/12/2011,8.14134,9/12/2011,3.74062,9/12/2011,3.70179,9/12/2011,21.01993,9/12/2011,24.48874,9/12/2011,9.30624,9/12/2011,15.55786,9/12/2011,15.59669,9/12/2011,4.03831,9/12/2011,3.26171,9/16/2011,48.50455,9/12/2011,38.82992,9/12/2011,181.85348,9/12/2011,35.06342
9/13/2011,10.70639,,,9/13/2011,49.43411,9/13/2011,6.86874,9/13/2011,23.81944,,,9/13/2011,21.67295,9/13/2011,9.24938,9/13/2011,10.08196,9/13/2011,1.78223,9/13/2011,22.38845,9/13/2011,23.40315,9/13/2011,8.20866,9/13/2011,4.96943,9/13/2011,3.95473,9/13/2011,79.61493,9/13/2011,2.00338,9/13/2011,4.70925,9/13/2011,9.62664,9/13/2011,7.49317,9/13/2011,19.47444,9/13/2011,37.687,9/13/2011,138.02524,9/13/2011,87.6805,9/13/2011,57.04436,9/13/2011,8.5469,9/13/2011,34.46078,9/13/2011,29.77755,9/13/2011,20.00781,9/13/2011,5.74997,9/13/2011,22.68765,9/13/2011,21.90712,9/13/2011,44.68583,9/13/2011,8.57292,9/13/2011,160.27059,9/13/2011,16.65149,9/13/2011,47.61285,9/13/2011,22.94783,9/13/2011,4.30597,9/20/2011,4.47059,9/20/2011,27.72549,9/20/2011,1.47712,9/13/2011,8.20866,9/13/2011,3.86367,9/13/2011,3.85066,9/13/2011,21.4518,9/13/2011,25.12033,9/13/2011,9.52908,9/13/2011,15.98803,9/13/2011,16.01405,9/13/2011,4.24093,9/13/2011,3.31729,9/20/2011,48.49673,9/13/2011,38.63666,9/13/2011,176.6619,9/13/2011,34.79901
9/14/2011,10.40282,,,9/14/2011,48.49433,9/14/2011,6.83092,9/14/2011,23.49107,,,9/14/2011,21.93977,9/14/2011,9.25564,9/14/2011,9.81619,9/14/2011,1.75987,9/14/2011,22.56551,9/14/2011,22.55247,9/14/2011,8.35615,9/14/2011,4.92765,9/14/2011,3.88476,9/14/2011,77.82558,9/14/2011,1.98149,9/14/2011,4.71907,9/14/2011,9.73797,9/14/2011,7.75649,9/14/2011,19.5672,9/14/2011,36.57932,9/14/2011,139.7471,9/14/2011,86.16869,9/14/2011,55.53383,9/14/2011,8.4474,9/14/2011,34.33711,9/14/2011,29.93091,9/14/2011,20.08865,9/14/2011,5.74892,9/14/2011,22.5264,9/14/2011,21.45744,9/14/2011,42.95398,9/14/2011,8.4474,9/14/2011,158.38874,9/14/2011,16.47764,9/14/2011,47.12554,9/14/2011,22.6698,9/14/2011,4.23674,9/21/2011,4.54486,9/21/2011,27.85855,9/21/2011,1.49312,9/14/2011,7.75649,9/14/2011,3.79351,9/14/2011,3.78047,9/14/2011,21.56173,9/14/2011,24.8729,9/14/2011,9.37948,9/14/2011,15.6694,9/14/2011,16.07352,9/14/2011,4.31495,9/14/2011,3.32421,9/21/2011,49.31238,9/14/2011,39.17351,9/14/2011,177.68218,9/14/2011,34.29801
9/15/2011,10.58118,,,9/15/2011,49.90878,9/15/2011,6.9325,9/15/2011,23.48189,,,9/15/2011,22.38728,9/15/2011,9.40839,9/15/2011,10.11207,9/15/2011,1.81131,9/15/2011,23.53401,9/15/2011,22.46547,9/15/2011,8.405,9/15/2011,4.96482,9/15/2011,4.05265,9/15/2011,79.48918,9/15/2011,2.0589,9/15/2011,4.84754,9/15/2011,9.82538,9/15/2011,7.84467,9/15/2011,19.71592,9/15/2011,37.46416,9/15/2011,142.55929,9/15/2011,87.95934,9/15/2011,56.09851,9/15/2011,8.67866,9/15/2011,35.05343,9/15/2011,31.11806,9/15/2011,20.23716,9/15/2011,5.73365,9/15/2011,23.35158,9/15/2011,22.33516,9/15/2011,42.61142,9/15/2011,8.62653,9/15/2011,154.67813,9/15/2011,16.51029,9/15/2011,49.25723,9/15/2011,22.70003,9/15/2011,4.30023,9/22/2011,4.56328,9/22/2011,27.31433,9/22/2011,1.46444,9/15/2011,7.94892,9/15/2011,3.84415,9/15/2011,3.80506,9/15/2011,21.91817,9/15/2011,25.01955,9/15/2011,9.454,9/15/2011,15.87177,9/15/2011,16.19755,9/15/2011,4.43054,9/15/2011,3.24472,9/22/2011,48.24791,9/15/2011,40.00521,9/15/2011,181.65233,9/15/2011,35.34011
9/16/2011,10.96229,,,9/16/2011,51.62549,9/16/2011,7.19116,9/16/2011,24.30429,,,9/16/2011,22.79584,9/16/2011,9.75293,9/16/2011,10.68921,9/16/2011,1.87256,9/16/2011,24.44733,9/16/2011,23.35501,9/16/2011,8.51756,9/16/2011,5.16255,9/16/2011,4.22627,9/16/2011,82.83485,9/16/2011,2.09363,9/16/2011,4.95449,9/16/2011,10,9/16/2011,8.11443,9/16/2011,20.52016,9/16/2011,39.20676,9/16/2011,148.11443,9/16/2011,89.85696,9/16/2011,57.28218,9/16/2011,8.95969,9/16/2011,35.55267,9/16/2011,31.83355,9/16/2011,20.93628,9/16/2011,6.02081,9/16/2011,24.56437,9/16/2011,22.63979,9/16/2011,44.3433,9/16/2011,8.92068,9/16/2011,154.09623,9/16/2011,16.77503,9/16/2011,50.71521,9/16/2011,23.14694,9/16/2011,4.48635,9/26/2011,4.48601,9/26/2011,27.16453,9/26/2011,1.45174,9/16/2011,8.3225,9/16/2011,3.94018,9/16/2011,4.0052,9/16/2011,22.11964,9/16/2011,25.55267,9/16/2011,9.69441,9/16/2011,16.08583,9/16/2011,16.38492,9/16/2011,4.43433,9/16/2011,3.25098,9/26/2011,47.41041,9/16/2011,40.37711,9/16/2011,181.14434,9/16/2011,35.86476
9/20/2011,10.65359,,,9/20/2011,50.91503,9/20/2011,7.15033,9/20/2011,23.68627,,,9/20/2011,22.7451,9/20/2011,9.94771,9/20/2011,10.11765,9/20/2011,1.79085,9/20/2011,23.52941,9/20/2011,23.08497,9/20/2011,8.5098,9/20/2011,5.09804,9/20/2011,4.19608,9/20/2011,82.35294,9/20/2011,2.07843,9/20/2011,4.77124,9/20/2011,9.84314,9/20/2011,8.06536,9/20/2011,19.79085,9/20/2011,38.70588,9/20/2011,145.4902,9/20/2011,87.84314,9/20/2011,59.01961,9/20/2011,8.69281,9/20/2011,35.09804,9/20/2011,31.00654,9/20/2011,21.68627,9/20/2011,5.86928,9/20/2011,23.92157,9/20/2011,22.53595,9/20/2011,44.18301,9/20/2011,8.70588,9/20/2011,151.63399,9/20/2011,16.71895,9/20/2011,50.71895,9/20/2011,22.79739,9/20/2011,4.37908,9/27/2011,4.61016,9/27/2011,28.05276,9/27/2011,1.47577,9/20/2011,8.10458,9/20/2011,3.88235,9/20/2011,3.86928,9/20/2011,21.55556,9/20/2011,24.9281,9/20/2011,9.41176,9/20/2011,15.80392,9/20/2011,16.15686,9/20/2011,4.18301,9/20/2011,3.20261,9/27/2011,48.583,9/20/2011,40.98039,9/20/2011,180.13072,9/20/2011,35.46405
9/21/2011,10.01965,,,9/21/2011,51.08055,9/21/2011,7.32155,9/21/2011,23.91618,,,9/21/2011,22.46234,9/21/2011,10.07204,9/21/2011,10.33399,9/21/2011,1.82056,9/21/2011,23.47086,9/21/2011,22.92076,9/21/2011,8.60511,9/21/2011,5.19974,9/21/2011,4.26981,9/21/2011,82.64571,9/21/2011,2.08251,9/21/2011,4.74132,9/21/2011,9.84938,9/21/2011,8.0943,9/21/2011,19.79044,9/21/2011,38.83432,9/21/2011,147.74067,9/21/2011,87.36084,9/21/2011,59.39751,9/21/2011,8.6706,9/21/2011,34.99673,9/21/2011,31.00196,9/21/2011,21.6241,9/21/2011,5.84152,9/21/2011,24.36149,9/21/2011,23.48396,9/21/2011,44.59725,9/21/2011,8.57891,9/21/2011,154.55141,9/21/2011,16.88278,9/21/2011,51.01506,9/21/2011,22.94695,9/21/2011,4.41388,9/28/2011,4.70404,9/28/2011,28.35489,9/28/2011,1.47655,9/21/2011,7.97642,9/21/2011,3.87688,9/21/2011,3.86379,9/21/2011,21.54551,9/21/2011,25.05566,9/21/2011,9.29928,9/21/2011,15.87426,9/21/2011,16.16241,9/21/2011,4.19122,9/21/2011,3.222,9/28/2011,47.69371,9/21/2011,41.19188,9/21/2011,180.09168,9/21/2011,34.0799
9/22/2011,10.02877,,,9/22/2011,48.64017,9/22/2011,7.04759,9/22/2011,23.37866,,,9/22/2011,22.08421,9/22/2011,9.61036,9/22/2011,9.78033,9/22/2011,1.73902,9/22/2011,22.58107,9/22/2011,22.20188,9/22/2011,8.2113,9/22/2011,5.00785,9/22/2011,4.1318,9/22/2011,80.02092,9/22/2011,2.05282,9/22/2011,4.64174,9/22/2011,9.61036,9/22/2011,7.98902,9/22/2011,19.40377,9/22/2011,37.78766,9/22/2011,141.60565,9/22/2011,85.51255,9/22/2011,59.95031,9/22/2011,8.40743,9/22/2011,34.36192,9/22/2011,29.74634,9/22/2011,21.40429,9/22/2011,5.70084,9/22/2011,24.01935,9/22/2011,23.27406,9/22/2011,43.86768,9/22/2011,8.49895,9/22/2011,155.33473,9/22/2011,16.27877,9/22/2011,49.29393,9/22/2011,22.22803,9/22/2011,4.341,9/29/2011,4.8097,9/29/2011,28.92336,9/29/2011,1.48592,9/22/2011,7.62291,9/22/2011,3.70031,9/22/2011,3.67416,9/22/2011,21.32584,9/22/2011,24.66004,9/22/2011,9.10042,9/22/2011,15.19351,9/22/2011,15.65115,9/22/2011,3.98797,9/22/2011,3.2296,9/29/2011,48.0318,9/22/2011,40.79498,9/22/2011,180.04707,9/22/2011,29.83787
9/26/2011,9.35129,,,9/26/2011,48.97986,9/26/2011,6.70939,9/26/2011,22.91394,,,9/26/2011,21.18755,9/26/2011,9.1028,9/26/2011,8.57965,9/26/2011,1.64792,9/26/2011,20.82134,9/26/2011,21.40989,9/26/2011,8.04342,9/26/2011,4.85221,9/26/2011,3.96286,9/26/2011,78.08004,9/26/2011,1.96181,9/26/2011,4.39445,9/26/2011,9.22051,9/26/2011,7.59874,9/26/2011,18.61104,9/26/2011,35.84881,9/26/2011,136.54198,9/26/2011,83.31154,9/26/2011,58.52733,9/26/2011,8.10882,9/26/2011,33.78237,9/26/2011,29.36176,9/26/2011,21.29218,9/26/2011,5.5323,9/26/2011,23.64635,9/26/2011,22.97934,9/26/2011,43.94455,9/26/2011,8.14805,9/26/2011,154.32906,9/26/2011,15.32828,9/26/2011,46.88726,9/26/2011,20.92597,9/26/2011,4.3029,9/30/2011,4.8224,9/30/2011,28.59736,9/30/2011,1.47783,9/26/2011,7.2587,9/26/2011,3.60973,9/26/2011,3.60973,9/26/2011,21.14831,9/26/2011,24.10411,9/26/2011,8.92624,9/26/2011,14.55663,9/26/2011,15.35443,9/26/2011,3.91054,9/26/2011,3.24353,9/30/2011,48.35364,9/26/2011,37.53597,9/26/2011,181.53283,9/26/2011,28.34162
9/27/2011,9.5207,,,9/27/2011,50.28079,9/27/2011,6.94789,9/27/2011,23.79522,,,9/27/2011,22.55453,9/27/2011,9.53376,9/27/2011,8.81546,9/27/2011,1.68473,9/27/2011,21.13099,9/27/2011,22.28027,9/27/2011,8.38448,9/27/2011,4.97584,9/27/2011,4.12694,9/27/2011,83.84485,9/27/2011,1.97205,9/27/2011,4.61016,9/27/2011,9.66436,9/27/2011,7.96657,9/27/2011,19.26342,9/27/2011,36.60703,9/27/2011,140.65561,9/27/2011,86.32624,9/27/2011,56.15776,9/27/2011,8.46284,9/27/2011,34.73945,9/27/2011,30.31213,9/27/2011,21.41831,9/27/2011,5.78556,9/27/2011,24.2915,9/27/2011,23.84746,9/27/2011,45.77511,9/27/2011,8.43672,9/27/2011,152.80136,9/27/2011,15.77641,9/27/2011,48.5177,9/27/2011,21.18323,9/27/2011,4.47956,10/3/2011,4.7203,10/3/2011,27.98279,10/3/2011,1.47346,9/27/2011,7.52253,9/27/2011,3.6829,9/27/2011,3.69596,9/27/2011,21.84929,9/27/2011,24.47434,9/27/2011,9.18767,9/27/2011,15.2279,9/27/2011,15.65887,9/27/2011,3.99634,9/27/2011,3.18663,10/3/2011,48.96336,9/27/2011,37.61264,9/27/2011,185.45122,9/27/2011,27.85686
9/28/2011,9.23821,,,9/28/2011,50.1764,9/28/2011,6.84699,9/28/2011,23.49405,,,9/28/2011,23.15432,9/28/2011,9.81315,9/28/2011,8.9246,9/28/2011,1.72481,9/28/2011,21.16817,9/28/2011,22.10898,9/28/2011,8.31047,9/28/2011,5.08297,9/28/2011,4.14217,9/28/2011,82.45133,9/28/2011,2.06455,9/28/2011,4.62564,9/28/2011,9.96995,9/28/2011,8.1014,9/28/2011,19.63936,9/28/2011,34.64001,9/28/2011,140.33712,9/28/2011,83.62734,9/28/2011,53.8351,9/28/2011,8.6894,9/28/2011,34.99281,9/28/2011,30.17117,9/28/2011,21.99138,9/28/2011,5.89311,9/28/2011,24.27806,9/28/2011,23.29805,9/28/2011,45.79903,9/28/2011,8.36273,9/28/2011,143.60382,9/28/2011,15.41879,9/28/2011,47.10571,9/28/2011,21.12897,9/28/2011,4.53417,10/4/2011,4.56793,10/4/2011,27.51171,10/4/2011,1.44456,9/28/2011,7.84006,9/28/2011,3.76323,9/28/2011,3.7763,9/28/2011,21.88684,9/28/2011,25.245,9/28/2011,9.59101,9/28/2011,15.79773,9/28/2011,16.22893,9/28/2011,4.03763,9/28/2011,3.14909,10/4/2011,47.76158,9/28/2011,37.10963,9/28/2011,178.49209,9/28/2011,28.92983
