"","intraday.1","interday.1","security.1","intraday.5","interday.5","security.5"
"2018-01-17",16.4639999999997,2.629471,278.495,78.2819999999994,7.778851,1379.218
"2018-01-18",17.7200000000004,0.468125,278.027,81.7300000000001,7.828651,1384.218
"2018-01-19",14.9319999999996,1.264935,279.292,86.3519999999991,7.101563,1388.491
"2018-01-22",14.4880000000003,2.270907,281.563,88.0779999999999,7.579649,1393.242
"2018-01-23",17.9219999999994,0.597607,282.16,81.5259999999993,7.231045,1399.537
"2018-01-24",27.214,0.109561,282.051,92.2759999999996,4.711135,1403.093
"2018-01-25",24.3680000000006,0.119521,282.17,98.9239999999999,4.362531,1407.236
"2018-01-26",15.1439999999997,3.266918,285.437,99.136,6.364514,1413.381
"2018-01-29",22.248,1.892422,283.545,106.896,5.986029,1415.363
"2018-01-30",29.0400000000004,2.908354,280.636,118.014000000001,8.296776,1413.839
"2018-01-31",25.0950000000002,0.139442,280.776,115.895000000001,8.326657,1412.564
"2018-02-01",26.1020000000003,0.318724,280.457,117.629000000001,8.52586,1410.851
"2018-02-02",32.8580000000002,6.105552,274.351,135.343000000001,11.364494,1399.765
"2018-02-05",71.5979999999995,11.474055,262.877,184.693000000001,20.946127,1379.097
"2018-02-06",106.1,5.179261,268.057,261.753,23.217034,1366.518
"2018-02-07",57.8720000000006,1.454177,266.602,294.530000000001,24.531769,1352.344
"2018-02-08",79.822,9.999957,256.602,348.25,34.213002,1328.489
"2018-02-09",100.752,3.854565,260.457,416.144,31.962015,1314.595
"2018-02-12",52.4399999999998,3.824685,264.282,396.986,24.312645,1316
"2018-02-13",38.6380000000006,0.657368,264.939,329.524000000001,19.790752,1312.882
"2018-02-14",41.0179999999999,3.575682,268.515,312.67,21.912257,1314.795
"2018-02-15",34.2420000000002,3.42628,271.941,267.09,15.33858,1330.134
"2018-02-16",37.4020000000007,0.079681,272.021,203.740000000001,11.563696,1341.698
"2018-02-20",32.9919999999995,1.70318,270.318,184.292000000001,9.442191,1347.734
"2018-02-21",36.7379999999995,1.344616,268.973,182.392,10.129439,1351.768
"2018-02-22",40.3439999999999,0.348604,269.322,181.718,6.902361,1352.575
"2018-02-23",26.6439999999998,4.29281,273.614,174.12,7.768891,1354.248
"2018-02-26",21.6860000000003,3.177277,276.792,158.403999999999,10.866487,1359.019
"2018-02-27",37.6700000000008,3.456161,273.335,163.082,12.619468,1362.036
"2018-02-28",36.4099999999995,2.768913,270.567,162.754,14.043765,1363.63
"2018-03-01",69.2479999999993,3.934246,266.632,191.658,17.629407,1360.94
"2018-03-02",52.7739999999995,1.374496,268.007,217.787999999999,14.711093,1355.333
"2018-03-05",36.4600000000003,3.097596,271.104,232.561999999999,14.631412,1349.645
"2018-03-06",33.6839999999996,0.687248,271.792,228.575999999998,11.862499,1348.102
"2018-03-07",34.9159999999998,0.099601,271.692,227.081999999999,9.193187,1349.227
"2018-03-08",27.6560000000009,1.314735,273.007,185.49,6.573676,1355.602
"2018-03-09",19.6840000000002,4.750976,277.758,152.400000000001,9.950156,1365.353
"2018-03-12",23.2660000000001,0.348604,277.409,139.206000000001,7.201164,1371.658
"2018-03-13",32.8899999999983,1.792821,275.616,138.411999999999,8.306737,1375.482
"2018-03-14",35.4280000000002,1.414337,274.202,138.924,9.621473,1377.992
"2018-03-15",24.7419999999995,0.298804,273.903,136.009999999998,8.605542,1378.888
"2018-03-16",19.3179999999998,0.296782,274.2,135.643999999998,4.151348,1375.33
"2018-03-19",33.6200000000003,3.71,270.49,145.997999999998,7.512744,1368.411
"2018-03-20",25.3100000000002,0.46,270.95,138.418,6.179923,1363.745
"2018-03-21",30.4540000000005,0.52,270.43,133.444,5.285586,1359.973
"2018-03-22",46.5159999999997,6.76,263.67,155.218,11.746782,1349.74
"2018-03-23",53.8140000000002,5.62,258.05,189.714000000001,17.07,1333.59
"2018-03-26",40.7299999999992,7.06,265.11,196.824,20.42,1328.21
"2018-03-27",52.5059999999999,4.51,260.6,224.02,24.47,1317.86
"2018-03-28",69.3580000000008,0.77,259.83,262.924,24.72,1307.26
"2018-03-29",40.5339999999999,3.32,263.15,256.942,21.28,1306.74
"2018-04-02",54.6859999999999,5.68,257.47,257.814,21.34,1306.16
"2018-04-03",53.2380000000011,3.3,260.77,270.322000000002,17.58,1301.82
"2018-04-04",49.2519999999999,2.79,263.56,267.068000000002,15.86,1304.78
"2018-04-05",36.9419999999997,2.08,265.64,234.652000000001,17.17,1310.59
"2018-04-06",53.6540000000002,5.92,259.72,247.772000000001,19.77,1307.16
"2018-04-09",33.3060000000003,1.28,261,226.392000000001,15.37,1310.69
"2018-04-10",42.6640000000005,4.15,265.15,215.818000000001,16.22,1315.07
"2018-04-11",34.962,1.39,263.76,201.528000000001,14.82,1315.27
"2018-04-12",28.9719999999996,2.17,265.93,193.558000000001,14.91,1315.56
"2018-04-13",33.9780000000003,0.78,265.15,173.882000000001,9.77,1320.99
"2018-04-16",25.5080000000007,2.18,267.33,166.084000000001,10.67,1327.32
"2018-04-17",19.3919999999995,2.86,270.19,142.812,9.38,1332.36
"2018-04-18",18.9500000000004,0.2,270.39,126.8,8.19,1338.99
"2018-04-19",28.2199999999995,1.5,268.89,126.048,7.52,1341.95
"2018-04-20",28.7440000000004,2.28,266.61,120.814,9.02,1343.41
"2018-04-23",24.8799999999995,0.04,266.57,120.185999999999,6.88,1342.65
"2018-04-24",43.7380000000002,3.59,262.98,144.532,7.61,1335.44
"2018-04-25",39.2159999999993,0.65,263.63,164.797999999999,8.06,1328.68
