,9531 JP Equity,,9503 JP Equity,,9502 JP Equity,,9501 JP Equity,,9532 JP Equity,,9508 JP Equity,,9506 JP Equity,,9504 JP Equity,,9513 JP Equity,,9507 JP Equity,,9505 JP Equity,,9509 JP Equity,,9533 JP Equity,,8088 JP Equity,,9536 JP Equity,,9793 JP Equity,,9511 JP Equity,,8174 JP Equity,,9543 JP Equity,,6332 JP Equity,,9539 JP Equity,,9534 JP Equity,,9535 JP Equity,,7568 JP Equity,,9537 JP Equity,,9540 JP Equity,,2766 JP Equity,,3361 JP Equity,,9541 JP Equity,,9818 JP Equity,,1981 JP Equity,,1783 JP Equity,,9542 JP Equity,,1875 JP Equity,,1844 JP Equity,,9544 JP Equity
12/12/2011,4.5075,12/12/2011,14.1903,12/12/2011,18.5437,12/12/2011,3.0307,12/12/2011,3.9168,12/12/2011,13.7023,12/12/2011,9.9268,12/12/2011,16.8486,12/12/2011,24.3354,12/12/2011,27.1093,12/12/2011,17.8246,12/12/2011,13.8307,12/12/2011,6.0614,12/12/2011,3.3774,12/12/2011,2.6968,12/12/2011,17.7475,12/12/2011,43.2131,12/12/2011,16.0524,12/12/2011,6.3953,12/12/2011,8.0776,,,12/12/2011,3.3903,12/20/2012,3.3444,12/14/2012,11.9832,5/21/2012,2.5593,1/11/2013,2.737,12/12/2011,1117.2467,3/1/2012,4.4738,,,8/13/2012,7.6471,11/8/2012,5.1343,12/16/2011,0.3729,,,12/12/2011,2.684,12/13/2011,0.2181,,
12/13/2011,4.4521,12/13/2011,14.2161,12/13/2011,18.4758,12/13/2011,3.0151,12/13/2011,3.9004,12/13/2011,13.7413,12/13/2011,9.9692,12/13/2011,16.795,12/13/2011,24.5317,12/13/2011,27.1234,12/13/2011,17.8214,12/13/2011,13.7157,12/13/2011,6.0046,12/13/2011,3.3744,12/13/2011,2.7072,12/13/2011,17.3723,12/13/2011,43.1742,12/13/2011,15.4478,12/13/2011,6.5692,12/13/2011,8.096,,,12/13/2011,3.3744,12/21/2012,3.2438,12/17/2012,11.5779,5/22/2012,2.5503,1/15/2013,2.7521,12/13/2011,1099.5638,3/2/2012,4.4741,,,8/14/2012,7.5419,11/9/2012,5.144,12/19/2011,0.372,,,12/13/2011,2.6816,12/14/2011,0.2177,,
12/14/2011,4.5466,12/14/2011,14.3571,12/14/2011,18.4298,12/14/2011,2.9841,12/14/2011,3.9191,12/14/2011,13.7936,12/14/2011,9.9001,12/14/2011,16.7521,12/14/2011,24.7823,12/14/2011,27.126,12/14/2011,17.9431,12/14/2011,13.7295,12/14/2011,6.0835,12/14/2011,3.3427,12/14/2011,2.6767,12/14/2011,17.2772,12/14/2011,42.6486,12/14/2011,15.0103,12/14/2011,6.3909,12/14/2011,8.0687,,,12/14/2011,3.3427,12/25/2012,3.2936,12/18/2012,11.5325,5/23/2012,2.5564,1/17/2013,2.7199,12/14/2011,1068.1353,3/5/2012,4.4589,,,8/15/2012,7.6251,11/12/2012,5.1485,12/20/2011,0.3599,,,12/14/2011,2.6767,12/15/2011,0.1926,,
12/15/2011,4.4684,12/15/2011,14.3297,12/15/2011,18.3873,12/15/2011,2.9019,12/15/2011,3.8778,12/15/2011,13.8803,12/15/2011,9.81,12/15/2011,16.718,12/15/2011,24.9743,12/15/2011,26.7463,12/15/2011,18.0791,12/15/2011,13.8547,12/15/2011,6.0478,12/15/2011,3.2871,12/15/2011,2.6965,12/15/2011,17.2316,12/15/2011,42.5655,12/15/2011,14.715,12/15/2011,6.4073,12/15/2011,7.8326,,,12/15/2011,3.3513,12/26/2012,3.331,12/19/2012,11.4993,5/24/2012,2.5664,1/18/2013,2.688,12/15/2011,1004.1089,3/6/2012,4.5246,,,8/16/2012,7.506,11/13/2012,5.1498,12/21/2011,0.3848,,,12/15/2011,2.5681,12/16/2011,0.2957,,
12/16/2011,4.5770,12/16/2011,14.8624,12/16/2011,18.7709,12/16/2011,2.9442,12/16/2011,3.9599,12/16/2011,14.0267,12/16/2011,9.8483,12/16/2011,17.0095,12/16/2011,25.5207,12/16/2011,26.9992,12/16/2011,18.1923,12/16/2011,14.0267,12/16/2011,6.2613,12/16/2011,3.2656,12/16/2011,2.6485,12/16/2011,17.1509,12/16/2011,42.8131,12/16/2011,13.4996,12/16/2011,6.4284,12/16/2011,7.9712,,,12/16/2011,3.3556,12/27/2012,3.1984,12/20/2012,11.5157,5/25/2012,2.5738,1/21/2013,2.6961,12/16/2011,1072.2551,3/7/2012,4.6408,,,8/17/2012,7.4805,11/14/2012,5.1029,12/22/2011,0.371,,,12/16/2011,2.5714,12/19/2011,0.2565,,
12/19/2011,4.5023,12/19/2011,14.7255,12/19/2011,18.3941,12/19/2011,2.9502,12/19/2011,3.8994,12/19/2011,13.8533,12/19/2011,9.6588,12/19/2011,16.9318,12/19/2011,25.0898,12/19/2011,27.155,12/19/2011,17.9836,12/19/2011,13.9559,12/19/2011,6.2083,12/19/2011,3.2324,12/19/2011,2.6296,12/19/2011,16.9574,12/19/2011,42.7142,12/19/2011,14.3663,12/19/2011,6.4264,12/19/2011,7.9528,,,12/19/2011,3.3479,12/28/2012,3.3225,12/21/2012,11.5376,5/28/2012,2.5535,1/22/2013,2.7179,12/19/2011,1024.8846,3/8/2012,4.7105,,,8/20/2012,7.5567,11/15/2012,5.0413,12/26/2011,0.3722,,,12/19/2011,2.6039,12/20/2011,0.2443,,
12/20/2011,4.4993,12/20/2011,14.4235,12/20/2011,18.28,12/20/2011,3.0081,12/20/2011,3.8694,12/20/2011,13.6521,12/20/2011,9.5257,12/20/2011,16.7502,12/20/2011,24.7461,12/20/2011,26.9443,12/20/2011,17.7144,12/20/2011,13.7164,12/20/2011,6.1962,12/20/2011,3.2781,12/20/2011,2.6225,12/20/2011,17.4573,12/20/2011,41.9077,12/20/2011,13.9607,12/20/2011,6.4661,12/20/2011,7.983,,,12/20/2011,3.3809,1/4/2013,3.2616,12/25/2012,11.6869,5/29/2012,2.5554,1/23/2013,2.7555,12/20/2011,1048.978,3/9/2012,4.6419,,,8/21/2012,7.6235,11/16/2012,5.0233,12/27/2011,0.3726,,,12/20/2011,2.6096,12/21/2011,0.218,,
12/21/2011,4.5146,12/21/2011,14.6338,12/21/2011,18.3147,12/21/2011,2.7062,12/21/2011,3.9118,12/21/2011,13.7104,12/21/2011,9.4267,12/21/2011,16.9296,12/21/2011,25.1635,12/21/2011,27.1258,12/21/2011,17.7889,12/21/2011,13.7104,12/21/2011,6.2588,12/21/2011,3.2833,12/21/2011,2.6805,12/21/2011,17.4683,12/21/2011,41.8751,12/21/2011,13.9028,12/21/2011,6.464,12/21/2011,7.939,,,12/21/2011,3.3987,1/7/2013,3.3751,12/26/2012,11.5124,5/30/2012,2.5829,1/24/2013,2.6766,12/21/2011,1026.0357,3/12/2012,4.656,,,8/23/2012,7.7335,11/19/2012,5.0388,12/28/2011,0.3718,,,12/21/2011,2.5651,12/22/2011,0.2303,,
12/22/2011,4.5292,12/22/2011,14.7646,12/22/2011,18.5645,12/22/2011,2.7124,12/22/2011,3.9023,12/22/2011,13.8178,12/22/2011,9.5189,12/22/2011,16.9524,12/22/2011,25.4734,12/22/2011,27.5589,12/22/2011,17.7968,12/22/2011,13.7538,12/22/2011,6.2436,12/22/2011,3.2497,12/22/2011,2.674,12/22/2011,16.4662,12/22/2011,42.2211,12/22/2011,13.9458,12/22/2011,6.3971,12/22/2011,7.9069,,,12/22/2011,3.4289,1/8/2013,3.4277,12/27/2012,11.4562,5/31/2012,2.5765,1/28/2013,2.6542,12/22/2011,1012.0266,3/13/2012,4.6076,,,8/24/2012,7.7275,11/20/2012,5.0055,12/29/2011,0.3732,,,12/22/2011,2.5589,12/26/2011,0.2182,,
12/26/2011,4.4661,12/26/2011,14.4379,12/26/2011,18.2495,12/26/2011,2.7336,12/26/2011,3.8758,12/26/2011,13.6422,12/26/2011,9.2788,12/26/2011,16.6068,12/26/2011,24.9487,12/26/2011,27.2587,12/26/2011,17.5308,12/26/2011,13.5267,12/26/2011,6.1473,12/26/2011,3.2469,12/26/2011,2.6822,12/26/2011,16.4784,12/26/2011,41.902,12/26/2011,14.1042,12/26/2011,6.4297,12/26/2011,8.0211,,,12/26/2011,3.4138,1/9/2013,3.2409,12/28/2012,11.5009,6/1/2012,2.5818,1/29/2013,2.638,12/26/2011,1022.8439,3/14/2012,4.5797,,,8/27/2012,7.6864,11/21/2012,4.96,12/30/2011,0.3767,,,12/26/2011,2.6437,12/27/2011,0.1927,,
12/27/2011,4.4713,12/27/2011,14.5959,12/27/2011,18.4119,12/27/2011,2.711,12/27/2011,3.8931,12/27/2011,13.7479,12/27/2011,9.2381,12/27/2011,16.7416,12/27/2011,25.0546,12/27/2011,27.4444,12/27/2011,17.6924,12/27/2011,13.5937,12/27/2011,6.1801,12/27/2011,3.2378,12/27/2011,2.6982,12/27/2011,16.4076,12/27/2011,42.1431,12/27/2011,13.7865,12/27/2011,6.4243,12/27/2011,8.0432,,,12/27/2011,3.3792,1/10/2013,3.322,1/4/2013,11.2911,6/4/2012,2.5654,1/30/2013,2.6244,12/27/2011,1013.7479,3/15/2012,4.6202,,,8/29/2012,7.6064,11/22/2012,4.9594,1/4/2012,0.3782,,,12/27/2011,2.6468,12/28/2011,0.2051,,
12/28/2011,4.4744,12/28/2011,14.7051,12/28/2011,18.0128,12/28/2011,2.3846,12/28/2011,3.859,12/28/2011,13.6282,12/28/2011,9.2308,12/28/2011,16.6667,12/28/2011,25.4103,12/28/2011,27.3718,12/28/2011,17.5641,12/28/2011,13.6539,12/28/2011,6.1667,12/28/2011,3.218,12/28/2011,2.6539,12/28/2011,16.3077,12/28/2011,41.9231,12/28/2011,13.5,12/28/2011,6.218,12/28/2011,8.0769,,,12/28/2011,3.3462,1/11/2013,3.2754,1/7/2013,11.3683,6/5/2012,2.5527,1/31/2013,2.6059,12/28/2011,997.4359,3/16/2012,4.7408,,,8/30/2012,7.6248,11/26/2012,4.9793,1/5/2012,0.3758,,,12/28/2011,2.641,12/29/2011,0.2059,,
12/29/2011,4.5297,12/29/2011,14.8244,12/29/2011,18.0543,12/29/2011,2.252,12/29/2011,3.8734,12/29/2011,13.8721,12/29/2011,9.2137,12/29/2011,16.9476,12/29/2011,25.8654,12/29/2011,27.8729,12/29/2011,17.9514,12/29/2011,13.7691,12/29/2011,6.254,12/29/2011,3.2171,12/29/2011,2.6509,12/29/2011,16.0726,12/29/2011,41.8865,12/29/2011,13.5246,12/29/2011,6.254,12/29/2011,8.1071,,,12/29/2011,3.4101,1/15/2013,3.2935,1/8/2013,11.4296,6/6/2012,2.5528,2/1/2013,2.5719,12/29/2011,979.282,3/19/2012,4.7962,,,8/31/2012,7.6481,11/27/2012,4.9775,1/6/2012,0.3893,,,12/29/2011,2.6251,12/30/2011,0.2078,,
12/30/2011,4.5980,12/30/2011,15.3397,12/30/2011,18.6648,12/30/2011,2.286,12/30/2011,3.9486,12/30/2011,14.3136,12/30/2011,9.5987,12/30/2011,17.5218,12/30/2011,26.5879,12/30/2011,28.6531,12/30/2011,18.6648,12/30/2011,14.2356,12/30/2011,6.3645,12/30/2011,3.3251,12/30/2011,2.6367,12/30/2011,16.2748,12/30/2011,42.6029,12/30/2011,14.0408,12/30/2011,6.3515,12/30/2011,8.2089,,,12/30/2011,3.455,1/16/2013,3.2878,1/9/2013,11.3373,6/7/2012,2.5377,2/4/2013,2.5597,12/30/2011,974.1525,3/21/2012,4.8886,,,9/3/2012,7.6009,11/28/2012,5.0324,1/10/2012,0.4035,,,12/30/2011,2.6497,1/4/2012,0.2217,,
1/4/2012,4.6942,1/4/2012,15.8430,1/4/2012,19.1811,1/4/2012,2.4123,1/4/2012,4.0553,1/4/2012,14.7998,1/4/2012,9.9752,1/4/2012,18.0988,1/4/2012,27.1091,1/4/2012,29.717,1/4/2012,19.2202,1/4/2012,14.5521,1/4/2012,6.4285,1/4/2012,3.3903,1/4/2012,2.7383,1/4/2012,16.0908,1/4/2012,43.2912,1/4/2012,15.2302,1/4/2012,6.7023,1/4/2012,8.2931,,,1/4/2012,3.4816,1/17/2013,3.2326,1/10/2013,11.3039,6/8/2012,2.5554,2/5/2013,2.4984,1/4/2012,1030.1213,3/22/2012,4.9393,,,9/4/2012,7.5628,11/29/2012,5.0317,1/11/2012,0.4031,,,1/4/2012,2.7383,1/5/2012,0.2333,,
1/5/2012,4.5749,1/5/2012,15.4355,1/5/2012,18.844,1/5/2012,2.3458,1/5/2012,3.9917,1/5/2012,14.3468,1/5/2012,9.6941,1/5/2012,17.7164,1/5/2012,26.0109,1/5/2012,28.8491,1/5/2012,18.7403,1/5/2012,14.1135,1/5/2012,6.2727,1/5/2012,3.3567,1/5/2012,2.7087,1/5/2012,16.0575,1/5/2012,42.3147,1/5/2012,15.3059,1/5/2012,6.6615,1/5/2012,8.2815,,,1/5/2012,3.4215,1/18/2013,3.2212,1/11/2013,11.1834,6/11/2012,2.567,2/6/2013,2.4939,1/5/2012,1100.311,3/23/2012,4.8514,,,9/6/2012,7.4867,11/30/2012,5.0897,1/12/2012,0.4172,,,1/5/2012,2.7475,1/6/2012,0.2336,,
1/6/2012,4.5419,1/6/2012,15.6372,1/6/2012,18.7776,1/6/2012,2.245,1/6/2012,3.958,1/6/2012,14.3654,1/6/2012,9.6548,1/6/2012,17.7135,1/6/2012,26.0057,1/6/2012,28.8996,1/6/2012,18.7257,1/6/2012,14.1708,1/6/2012,6.2808,1/6/2012,3.3351,1/6/2012,2.7122,1/6/2012,16.1433,1/6/2012,42.1749,1/6/2012,15.5074,1/6/2012,6.6701,1/6/2012,8.1625,,,1/6/2012,3.4778,1/21/2013,3.2308,1/15/2013,11.2452,6/13/2012,2.5699,2/7/2013,2.4816,1/6/2012,1066.7013,3/26/2012,4.8901,,,9/10/2012,7.7306,12/3/2012,5.1064,1/13/2012,0.4162,,,1/6/2012,2.7511,1/10/2012,0.2343,,
1/10/2012,4.6472,1/10/2012,16.1807,1/10/2012,19.6303,1/10/2012,2.7988,1/10/2012,4.0745,1/10/2012,14.8008,1/10/2012,10.1406,1/10/2012,18.2374,1/10/2012,26.7118,1/10/2012,29.862,1/10/2012,19.2528,1/10/2012,14.5795,1/10/2012,6.4306,1/10/2012,3.3325,1/10/2012,2.7727,1/10/2012,16.428,1/10/2012,42.1765,1/10/2012,15.5168,1/10/2012,6.7951,1/10/2012,8.0188,,,1/10/2012,3.5147,1/22/2013,3.2706,1/16/2013,11.2643,6/14/2012,2.5722,2/8/2013,2.5121,1/10/2012,1027.0763,3/27/2012,4.9555,,,9/11/2012,7.6132,12/4/2012,5.1326,1/16/2012,0.3908,,,1/10/2012,2.8638,1/11/2012,0.2341,,
1/11/2012,4.5514,1/11/2012,15.8388,1/11/2012,19.2328,1/11/2012,2.6268,1/11/2012,3.9792,1/11/2012,14.5774,1/11/2012,9.987,1/11/2012,18.1404,1/11/2012,26.9181,1/11/2012,29.5709,1/11/2012,18.9337,1/11/2012,14.6034,1/11/2012,6.3589,1/11/2012,3.342,1/11/2012,2.7568,1/11/2012,16.71,1/11/2012,42.1326,1/11/2012,15.7217,1/11/2012,6.736,1/11/2012,7.9584,,,1/11/2012,3.5371,1/23/2013,3.2637,1/17/2013,11.1136,6/15/2012,2.5791,2/13/2013,2.4925,1/11/2012,1001.3004,3/28/2012,5.1558,,,9/12/2012,7.7704,12/5/2012,5.0989,1/17/2012,0.4425,,,1/11/2012,2.9909,1/12/2012,0.2347,,
1/12/2012,4.5763,1/12/2012,15.6845,1/12/2012,19.2699,1/12/2012,2.6988,1/12/2012,3.9765,1/12/2012,14.5893,1/12/2012,9.9739,1/12/2012,18.2008,1/12/2012,26.7275,1/12/2012,29.8436,1/12/2012,19.1656,1/12/2012,14.6284,1/12/2012,6.3755,1/12/2012,3.3116,1/12/2012,2.7379,1/12/2012,16.8057,1/12/2012,41.9166,1/12/2012,15.3846,1/12/2012,6.7014,1/12/2012,7.6402,,,1/12/2012,3.5593,1/24/2013,3.2097,1/18/2013,11.0741,6/18/2012,2.5777,2/14/2013,2.5352,1/12/2012,990.8735,3/29/2012,5.2791,,,9/13/2012,7.731,12/6/2012,5.0983,1/18/2012,0.4298,,,1/12/2012,2.8553,1/13/2012,0.2341,,
1/13/2012,4.5526,1/13/2012,15.8299,1/13/2012,19.2248,1/13/2012,2.7185,1/13/2012,3.9672,1/13/2012,14.5942,1/13/2012,9.9116,1/13/2012,18.2752,1/13/2012,26.6519,1/13/2012,29.7086,1/13/2012,19.1337,1/13/2012,14.5161,1/13/2012,6.3346,1/13/2012,3.3559,1/13/2012,2.7706,1/13/2012,17.0265,1/13/2012,41.4282,1/13/2012,15.4527,1/13/2012,6.7378,1/13/2012,7.3621,,,1/13/2012,3.564,1/25/2013,3.1641,1/21/2013,11.1074,6/19/2012,2.5849,2/18/2013,2.4377,1/13/2012,997.6587,3/30/2012,5.3492,,,9/14/2012,7.6176,12/7/2012,5.1008,1/19/2012,0.4402,,,1/13/2012,2.8616,1/16/2012,0.2345,,
1/16/2012,4.5461,1/16/2012,15.6051,1/16/2012,18.7183,1/16/2012,2.6703,1/16/2012,3.9599,1/16/2012,14.3676,1/16/2012,9.7564,1/16/2012,18.093,1/16/2012,26.4947,1/16/2012,29.5037,1/16/2012,18.8746,1/16/2012,14.3415,1/16/2012,6.3957,1/16/2012,3.3216,1/16/2012,2.7224,1/16/2012,17.1682,1/16/2012,41.8783,1/16/2012,15.7614,1/16/2012,6.7865,1/16/2012,7.516,,,1/16/2012,3.5431,1/28/2013,3.1608,1/22/2013,11.2439,6/20/2012,2.5657,2/19/2013,2.5131,1/16/2012,999.0882,4/2/2012,5.4765,,,9/18/2012,7.6326,12/10/2012,5.0971,1/20/2012,0.4158,,,1/16/2012,3.0611,1/17/2012,0.2603,,
1/17/2012,4.5810,1/17/2012,15.9162,1/17/2012,19.0005,1/17/2012,2.6679,1/17/2012,3.9823,1/17/2012,14.5367,1/17/2012,9.9427,1/17/2012,18.4669,1/17/2012,27.0692,1/17/2012,29.9323,1/17/2012,19.1437,1/17/2012,14.5367,1/17/2012,6.481,1/17/2012,3.3446,1/17/2012,2.7199,1/17/2012,17.1265,1/17/2012,42.0354,1/17/2012,16.4368,1/17/2012,6.7933,1/17/2012,7.5482,,,1/17/2012,3.5398,1/29/2013,3.1899,1/23/2013,11.2592,6/21/2012,2.558,2/20/2013,2.5206,1/17/2012,950.026,4/3/2012,5.4656,,,9/19/2012,7.6158,12/11/2012,5.0946,1/23/2012,0.4158,,,1/17/2012,3.0453,1/18/2012,0.2865,,
1/18/2012,4.5064,1/18/2012,16.4366,1/18/2012,19.0935,1/18/2012,2.8784,1/18/2012,3.9594,1/18/2012,14.7825,1/18/2012,10.224,1/18/2012,18.3902,1/18/2012,26.6997,1/18/2012,30.0469,1/18/2012,19.3801,1/18/2012,14.7695,1/18/2012,6.4209,1/18/2012,3.3733,1/18/2012,2.709,1/18/2012,17.6088,1/18/2012,42.0031,1/18/2012,16.5408,1/18/2012,6.7205,1/18/2012,7.5931,,,1/18/2012,3.5686,1/30/2013,3.1624,1/24/2013,11.0729,6/22/2012,2.5609,2/21/2013,2.5299,1/18/2012,948.1636,4/4/2012,5.3001,,,9/20/2012,7.598,12/12/2012,5.0523,1/24/2012,0.4117,,,1/18/2012,3.0477,1/19/2012,0.2849,,
1/19/2012,4.4801,1/19/2012,16.0948,1/19/2012,18.8139,1/19/2012,2.8357,1/19/2012,3.8975,1/19/2012,14.528,1/19/2012,10.2162,1/19/2012,18.2572,1/19/2012,26.3758,1/19/2012,29.2762,1/19/2012,19.0341,1/19/2012,14.6705,1/19/2012,6.2152,1/19/2012,3.3407,1/19/2012,2.6674,1/19/2012,17.7004,1/19/2012,41.7584,1/19/2012,16.1984,1/19/2012,6.5907,1/19/2012,7.6654,,,1/19/2012,3.5608,1/31/2013,3.1972,1/25/2013,10.8877,6/25/2012,2.6008,2/22/2013,2.515,1/19/2012,929.6905,4/5/2012,5.1961,,,9/21/2012,7.7425,12/13/2012,5.0318,1/25/2012,0.4118,,,1/19/2012,3.0299,1/20/2012,0.2598,,
1/20/2012,4.4953,1/20/2012,16.4740,1/20/2012,19.0854,1/20/2012,2.8193,1/20/2012,3.9366,1/20/2012,14.8759,1/20/2012,10.4716,1/20/2012,18.4877,1/20/2012,26.3479,1/20/2012,29.4141,1/20/2012,19.2802,1/20/2012,14.759,1/20/2012,6.1972,1/20/2012,3.4429,1/20/2012,2.7543,1/20/2012,17.6952,1/20/2012,42.4841,1/20/2012,16.8117,1/20/2012,6.613,1/20/2012,7.7693,,,1/20/2012,3.6118,2/1/2013,3.1338,1/28/2013,10.9031,6/26/2012,2.5932,2/25/2013,2.5155,1/20/2012,944.5238,4/6/2012,5.3322,,,9/24/2012,7.8346,12/14/2012,5.033,1/26/2012,0.4131,,,1/20/2012,3.0142,1/23/2012,0.2858,,
1/23/2012,4.4693,1/23/2012,16.2791,1/23/2012,18.7476,1/23/2012,2.7673,1/23/2012,3.9106,1/23/2012,14.72,1/23/2012,10.5885,1/23/2012,18.3188,1/23/2012,26.4519,1/23/2012,29.2062,1/23/2012,19.3972,1/23/2012,14.6031,1/23/2012,6.1582,1/23/2012,3.4689,1/23/2012,2.7413,1/23/2012,17.6692,1/23/2012,42.5491,1/23/2012,16.8897,1/23/2012,6.6519,1/23/2012,7.9641,,,1/23/2012,3.6118,2/4/2013,3.1861,2/4/2013,12.3123,6/27/2012,2.6082,2/26/2013,2.5619,1/23/2012,986.0985,4/9/2012,5.4184,,,9/25/2012,7.8059,12/17/2012,4.9773,1/27/2012,0.4171,,,1/23/2012,2.9622,1/24/2012,0.3088,,
1/24/2012,4.4390,1/24/2012,15.9547,1/24/2012,18.5409,1/24/2012,2.6634,1/24/2012,3.8729,1/24/2012,14.5522,1/24/2012,10.422,1/24/2012,18.1935,1/24/2012,26.1194,1/24/2012,29.0401,1/24/2012,18.8626,1/24/2012,14.4236,1/24/2012,6.1117,1/24/2012,3.4354,1/24/2012,2.7149,1/24/2012,17.28,1/24/2012,41.8168,1/24/2012,16.6366,1/24/2012,6.5234,1/24/2012,7.823,,,1/24/2012,3.6541,2/5/2013,3.1525,2/7/2013,10.6963,6/28/2012,2.6074,2/27/2013,2.5691,1/24/2012,955.9959,4/10/2012,5.5108,,,9/26/2012,7.5203,12/18/2012,4.9578,1/30/2012,0.4324,,,1/24/2012,3.0365,1/25/2012,0.2831,,
1/25/2012,4.4911,1/25/2012,16.2656,1/25/2012,18.7492,1/25/2012,2.5994,1/25/2012,3.8991,1/25/2012,14.7986,1/25/2012,10.6035,1/25/2012,18.3117,1/25/2012,26.1228,1/25/2012,29.2369,1/25/2012,19.0452,1/25/2012,14.6056,1/25/2012,6.0867,1/25/2012,3.4101,1/25/2012,2.741,1/25/2012,17.4109,1/25/2012,42.0795,1/25/2012,16.6388,1/25/2012,6.55,1/25/2012,7.7982,,,1/25/2012,3.6417,2/6/2013,3.0932,2/13/2013,10.6975,6/29/2012,2.6316,2/28/2013,2.5549,1/25/2012,931.669,4/11/2012,5.4334,,,9/27/2012,7.4179,12/19/2012,4.9384,1/31/2012,0.4457,,,1/25/2012,2.9983,1/26/2012,0.284,,
1/26/2012,4.5443,1/26/2012,16.3310,1/26/2012,18.7193,1/26/2012,2.724,1/26/2012,3.9246,1/26/2012,15.0013,1/26/2012,10.7669,1/26/2012,18.4224,1/26/2012,26.4782,1/26/2012,29.6024,1/26/2012,19.3777,1/26/2012,14.7947,1/26/2012,6.1838,1/26/2012,3.4082,1/26/2012,2.7627,1/26/2012,17.3896,1/26/2012,42.409,1/26/2012,15.8533,1/26/2012,6.7002,1/26/2012,7.8879,,,1/26/2012,3.6664,2/7/2013,3.1019,2/15/2013,10.6406,7/2/2012,2.6568,3/4/2013,2.5281,1/26/2012,929.512,4/12/2012,5.4752,,,9/28/2012,7.405,12/20/2012,4.9455,2/1/2012,0.4458,,,1/26/2012,2.9951,1/27/2012,0.2868,,
1/27/2012,4.6533,1/27/2012,16.6189,1/27/2012,18.8217,1/27/2012,2.7242,1/27/2012,3.9885,1/27/2012,15.1199,1/27/2012,10.8968,1/27/2012,18.7305,1/27/2012,27.1246,1/27/2012,29.8879,1/27/2012,19.6689,1/27/2012,14.6898,1/27/2012,6.2826,1/27/2012,3.4541,1/27/2012,2.8024,1/27/2012,17.9875,1/27/2012,43.2742,1/27/2012,16.3712,1/27/2012,6.817,1/27/2012,8.0031,,,1/27/2012,3.6627,2/8/2013,3.159,2/21/2013,10.6685,7/3/2012,2.6672,3/5/2013,2.5273,1/27/2012,952.8154,4/13/2012,5.4355,,,10/4/2012,7.3653,12/21/2012,4.9549,2/2/2012,0.4333,,,1/27/2012,2.9979,1/30/2012,0.2883,,
1/30/2012,4.6646,1/30/2012,16.2867,1/30/2012,18.7107,1/30/2012,2.7516,1/30/2012,4.0618,1/30/2012,14.9764,1/30/2012,9.827,1/30/2012,18.6452,1/30/2012,26.9785,1/30/2012,29.9266,1/30/2012,19.5624,1/30/2012,14.6489,1/30/2012,6.4072,1/30/2012,3.4591,1/30/2012,2.7909,1/30/2012,18.0556,1/30/2012,42.9114,1/30/2012,16.195,1/30/2012,6.8003,1/30/2012,7.9927,,,1/30/2012,3.6819,2/12/2013,3.1314,2/26/2013,11.6102,7/4/2012,2.6804,3/6/2013,2.5767,1/30/2012,953.8784,4/16/2012,5.4927,,,10/9/2012,7.4642,12/25/2012,5.0761,2/3/2012,0.4441,,,1/30/2012,3.0136,1/31/2012,0.3015,,
1/31/2012,4.6140,1/31/2012,16.0834,1/31/2012,18.3772,1/31/2012,2.7396,1/31/2012,4.011,1/31/2012,14.3531,1/31/2012,9.4246,1/31/2012,18.2724,1/31/2012,26.5303,1/31/2012,28.9553,1/31/2012,19.3866,1/31/2012,14.2352,1/31/2012,6.4753,1/31/2012,3.4605,1/31/2012,2.8051,1/31/2012,18.1151,1/31/2012,42.404,1/31/2012,16.1096,1/31/2012,6.6981,1/31/2012,8.1138,,,1/31/2012,3.7095,2/13/2013,3.1344,2/28/2013,10.9018,7/5/2012,2.6652,3/7/2013,2.5606,1/31/2012,931.9701,4/17/2012,5.4868,,,10/10/2012,7.4495,12/26/2012,5.0257,2/6/2012,0.4702,,,1/31/2012,3.0148,2/1/2012,0.3016,,
2/1/2012,4.6152,2/1/2012,15.8778,2/1/2012,18.2116,2/1/2012,2.6485,2/1/2012,3.999,2/1/2012,14.016,2/1/2012,9.1779,2/1/2012,17.8445,2/1/2012,25.9342,2/1/2012,28.5827,2/1/2012,18.5656,2/1/2012,14.0816,2/1/2012,6.3852,2/1/2012,3.4745,2/1/2012,2.7796,2/1/2012,18.0805,2/1/2012,41.8251,2/1/2012,16.2449,2/1/2012,6.7654,2/1/2012,8.247,,,2/1/2012,3.7105,2/14/2013,3.0938,3/1/2013,10.6769,7/6/2012,2.6627,3/8/2013,2.5071,2/1/2012,1128.8842,4/18/2012,5.5029,,,10/11/2012,7.4892,12/27/2012,5.1873,2/7/2012,0.4553,,,2/1/2012,3.0156,2/2/2012,0.2889,,
