"","ann.ret.incep","ann.std.incep","downrisk.incep","drawdown.incep","sharpe.incep","sortino.incep","inforatio.incep","alpha.incep","beta.incep","corr.bhf.incep","corr.bidx.incep","omega.incep","wl.incep","skewness.incep","kurtosis.incep"
"ACTCURR.KY.Equity",0.0062785487971504,0.0703624914841775,0.0542673535947835,-0.250902842415912,0.0181708857969861,0.023560183286205,-0.225482097103462,0.00051752152491455,0.0467158594874708,0.0109565043462678,0.102549608599372,1.11254692636405,0.549295774647887,-0.00127156499819483,4.42946302516644
"ACTGVGM.GR.Equity",0.0426311758693234,0.0803678154851889,0.0601367894806371,-0.13963620601,0.468236888636827,0.625759642214355,0.0989187851276928,0.000690326699466167,0.349070518218081,0.533621448674989,0.623822483991115,1.93733696464072,0.63302752293578,2.60363864465419,22.2775407831439
"ACTGVHL.GR.Equity",0.10903330073988,0.125931320106361,0.0890976285447598,-0.207514050062336,0.826111412570067,1.1676326568851,0.428453952202912,0.00355985859335111,0.658086076117473,0.786002771399516,0.750548848005864,2.01514949980048,0.63302752293578,-0.0380455936658753,1.72005048755694
"ACTGVML.GR.Equity",0.00460547121447452,0.0110494345152607,0.010524863787334,-0.0300081808303239,-0.0357057897379802,-0.0374854053693566,-0.633362043610162,0.000392579429336656,-0.000521786101695687,-0.0506183012755316,-0.00678238550872113,1.60093776641091,0.532110091743119,0.16933330114786,4.21714789760486
"ACTGVSH.GR.Equity",0.0620735255840836,0.0739589011478879,0.0518438202059516,-0.131087312305334,0.771692449431606,1.10087422873848,0.209185571260425,0.0017199185581569,0.404507637658372,0.815048376870679,0.785536361517241,1.96136974623514,0.614678899082569,0.079496490068486,2.24359776413969
"ACTVOWN.US.Equity",0.063633969470321,0.12614711067867,0.0791525040933782,-0.377559033168986,0.464806281767937,0.74077213528392,0.178509774222084,0.00174037171425793,0.62700380847979,0.623950911419001,0.579585267530482,1.49589944025073,0.55952380952381,-0.168645497053947,-0.178519388653209
"ADEXDTD.GU.Equity",-0.0750708858917307,0.23234732440414,0.177498699125347,-0.732480788213332,-0.344617206576725,-0.451106888592946,-0.231236434159374,-0.00538245894484212,0.371574160163153,0.320990477798206,0.259280734664262,0.823877047628517,0.479674796747967,-0.0562665855306511,3.26585978150788
"ADHARON.US.Equity",0.0553247690616905,0.0351953732276413,0.0245237604359527,-0.0299941823450001,1.42986888464553,2.05208206926995,0.176751930894302,0.00465788757730784,-0.0153918615426391,0.00143103171736703,-0.0578241496322751,3.22529274508328,0.725274725274725,-0.186784467693131,1.39681861082331
"ADRIGOH.SS.Equity",0.0559874651847803,0.0470057034788113,0.0248688920183282,-0.0912617109452573,1.08470805479518,2.05025077704318,0.221415275950089,0.00396307381143821,0.177395086734983,0.61660845381945,0.593934549296402,2.35070769580897,0.676691729323308,0.094903666688091,0.514205444135099
"ADVWALS.AU.Equity",0.0206009573719552,0.106946450697918,0.104967206971112,-0.450513544376725,0.145876345312495,0.148626964764802,0.0208797522150692,0.000525020341348418,0.394569019034332,0.466515487730804,0.572783788072427,1.2464338451797,0.65,-1.08540030110281,4.49659253564929
"AEUFDLI.KY.Equity",0.0758390805753135,0.0968532369448871,0.0597516124238019,-0.262256523638193,0.731406433175005,1.18555931299178,0.288070786570382,0.0046571263414208,0.363256581757438,0.609829759677064,0.547059757362905,1.78754377769159,0.618181818181818,-0.180607111158432,0.622137186293821
"AFRVALU.US.Equity",0.0678628726878581,0.0636087796853883,0.0423683891257347,-0.0949666940296888,0.988273521340615,1.4837210945477,0.284120359801977,0.00257785511899286,0.404000223210372,0.750408802966249,0.779849889990931,2.16343860207108,0.647727272727273,-0.44396270047483,0.171539149922424
"AGDIVCS.US.Equity",0.0479711656194235,0.1100172630246,0.131652951625952,-0.464904208277671,0.390585662995588,0.326397282314732,0.0566878782987088,0.00293619845903816,0.442072273672456,0.715469582557292,0.650977153062649,1.59112400405418,0.717741935483871,-2.01048700162656,11.565372703194
"AGF7EK1.GU.Equity",-0.112546832008501,0.451597357518304,0.25926992996869,-0.698113459739701,-0.260291230786789,-0.4533762631968,-0.22344439635218,-0.000908842107358142,-0.0739835594881229,0.0546417507719916,-0.019409858560519,0.974161397983743,0.487179487179487,0.0524606107423134,-0.430295653377977
"AGINADV.CN.Equity",0.154777838097421,0.199415678719159,0.120523978980482,-0.459084861051773,0.751083561029099,1.24272231438423,0.592048220993328,0.0107942783522691,0.908020946037728,0.705159112432554,0.738242401005532,1.88900308379104,0.617886178861789,0.4380471230463,2.64565727147432
"AGLOBAL.US.Equity",0.112988542591192,0.218209954058916,0.140909047825286,-0.504012659998151,0.494883668606776,0.766370536582489,0.288205874493112,0.00565450954277603,1.15988217799455,0.75124621452913,0.795661367025421,1.57240619436326,0.583333333333333,-0.00750441903863765,0.676034925897914
