"","APEXGCE.US.Equity","HFRIAWJ.Index","HFRIEM.Index","HFRIEMNI.Index","HFRIFWI.Index","MXAP.Index"
"41",0.0815677019413934,0.0530469987155473,0.0915439625907584,0.0208348470749455,0.0418820789403253,0.141110127849911
"42",0.100773206215289,0.0390559514729131,0.0665121624503232,0.0207854165199808,0.0259668298901782,0.11528186800581
"43",0.101784205776017,0.0335145736278197,0.0643319781439145,0.0186588220518777,0.024471107267737,0.110188021127525
"44",0.098710094353479,0.0268254009543872,0.0460889338039167,0.0165227142250793,0.0207058691723342,0.084432242871806
"45",0.0981671672570454,0.0267917497477387,0.0456174601052552,0.0110584490939569,0.0204478749729426,0.0841779284394884
"46",0.0930196851111732,0.0263187985011751,0.0432695159331706,0.0159040926093654,0.020791248814651,0.0800359237524569
"47",0.0865204127254477,0.0245131792011043,0.0428310338072758,0.0160136611792443,0.0209563362082385,0.0781079614147216
"48",0.0837790600871776,0.0191032962410346,0.041636676520063,0.015492313293431,0.0168901477468106,0.0676790487253155
"49",0.0710683665724261,0.0186732798891406,0.0420137219099579,0.0155777761512413,0.0168425529807417,0.0684391169381424
"50",0.0779865897563048,0.0185922965474707,0.0420284957834346,0.0153417667229631,0.0168444549818735,0.0693988407029187
"51",0.079964509172962,0.0215697515474375,0.0420591288058739,0.0167998539035855,0.0116175145988523,0.0727929754353212
"52",0.0928318519004804,0.0194156476257495,0.0278740812942777,0.0165940720193031,0.0117362406866315,0.0582775412846305
"53",0.0933847709990524,0.0170416801881846,0.0259930809115181,0.0165627114682898,0.0114720636964125,0.0521364207021959
