,151 HK Equity,,322 HK Equity,,1044 HK Equity,,220 HK Equity,,1112 HK Equity,,1025 HK Equity,,1230 HK Equity,,829 HK Equity,,1117 HK Equity,,1700 HK Equity,,1068 HK Equity,,1886 HK Equity,,980 HK Equity,,1006 HK Equity,,1007 HK Equity,,1717 HK Equity,,1338 HK Equity,,2218 HK Equity,,814 HK Equity,,,,
8/18/2010,0.8109,8/18/2010,2.50,8/18/2010,8.70,8/18/2010,0.57278,4/9/2013,5.15,8/18/2010,2.15984,2/15/2013,0.39,1/27/2012,0.55575,3/14/2013,0.33,2/1/2013,0.5931,8/18/2010,3.49,8/18/2010,0.74,8/18/2010,2.25,4/3/2012,0.44,2/8/2013,0.21663,1/19/2012,0.18,10/12/2011,0.11,8/18/2010,0.5213,8/18/2010,1.25,,,,
8/19/2010,0.80566,8/19/2010,2.46,8/19/2010,8.66,8/19/2010,0.57658,4/10/2013,5.24,8/19/2010,2.16216,2/18/2013,0.38,1/30/2012,0.56217,3/15/2013,0.33,2/4/2013,0.58553,8/19/2010,3.41,8/19/2010,0.75,8/19/2010,2.25,4/5/2012,0.45,2/14/2013,0.21666,1/20/2012,0.18,10/13/2011,0.11,8/19/2010,0.52124,8/19/2010,1.24,,,,
8/20/2010,0.78962,8/20/2010,2.47,8/20/2010,8.70,8/20/2010,0.57614,4/11/2013,5.17,8/20/2010,2.16567,2/19/2013,0.38,1/31/2012,0.56858,3/18/2013,0.32,2/5/2013,0.56741,8/20/2010,3.38,8/20/2010,0.75,8/20/2010,2.21,4/10/2012,0.46,2/15/2013,0.21665,1/26/2012,0.18,10/14/2011,0.12,8/20/2010,0.51441,8/20/2010,1.23,,,,
8/23/2010,0.78972,8/23/2010,2.46,8/23/2010,8.62,8/23/2010,0.58264,4/12/2013,5.28,8/23/2010,2.11192,2/20/2013,0.39,2/1/2012,0.56872,3/19/2013,0.31,2/6/2013,0.57902,8/23/2010,3.34,8/23/2010,0.73,8/23/2010,2.19,4/11/2012,0.45,2/18/2013,0.21666,1/27/2012,0.18,10/17/2011,0.11,8/23/2010,0.51448,8/23/2010,1.23,,,,
8/24/2010,0.77924,8/24/2010,2.44,8/24/2010,8.63,8/24/2010,0.57736,4/15/2013,5.24,8/24/2010,2.10112,2/21/2013,0.38,2/2/2012,0.57894,3/20/2013,0.32,2/7/2013,0.55318,8/24/2010,3.38,8/24/2010,0.73,8/24/2010,2.18,4/12/2012,0.44,2/19/2013,0.21665,1/30/2012,0.18,10/18/2011,0.10,8/24/2010,0.50792,8/24/2010,1.25,,,,
8/25/2010,0.77535,8/25/2010,2.46,8/25/2010,8.67,8/25/2010,0.56834,4/16/2013,5.22,8/25/2010,2.10618,2/22/2013,0.38,2/3/2012,0.58034,3/21/2013,0.32,2/8/2013,0.55704,8/25/2010,3.47,8/25/2010,0.73,8/25/2010,2.14,4/13/2012,0.46,2/20/2013,0.21664,1/31/2012,0.18,10/19/2011,0.11,8/25/2010,0.50147,8/25/2010,1.25,,,,
8/26/2010,0.78807,8/26/2010,2.48,8/26/2010,8.74,8/26/2010,0.56566,4/17/2013,5.34,8/26/2010,2.07238,2/25/2013,0.38,2/6/2012,0.5868,3/22/2013,0.31,2/14/2013,0.57388,8/26/2010,3.55,8/26/2010,0.73,8/26/2010,2.16,4/16/2012,0.45,2/21/2013,0.21661,2/1/2012,0.18,10/20/2011,0.11,8/26/2010,0.49495,8/26/2010,1.25,,,,
8/27/2010,0.77647,8/27/2010,2.48,8/27/2010,8.82,8/27/2010,0.5695,4/18/2013,5.52,8/27/2010,2.04402,2/26/2013,0.36,2/7/2012,0.58297,3/25/2013,0.32,2/15/2013,0.57387,8/27/2010,3.59,8/27/2010,0.74,8/27/2010,2.10,4/17/2012,0.46,2/22/2013,0.21661,2/2/2012,0.18,10/21/2011,0.11,8/27/2010,0.47565,8/27/2010,1.22,,,,
8/30/2010,0.79572,8/30/2010,2.53,8/30/2010,8.81,8/30/2010,0.59004,4/19/2013,5.73,8/30/2010,2.09022,2/27/2013,0.37,2/8/2012,0.57391,3/26/2013,0.32,2/18/2013,0.58034,8/30/2010,3.56,8/30/2010,0.74,8/30/2010,2.16,4/18/2012,0.47,2/25/2013,0.2166,2/3/2012,0.18,10/24/2011,0.11,8/30/2010,0.49492,8/30/2010,1.21,,,,
8/31/2010,0.80863,8/31/2010,2.53,8/31/2010,8.86,8/31/2010,0.59651,4/22/2013,5.65,8/31/2010,2.08778,2/28/2013,0.37,2/9/2012,0.60859,3/27/2013,0.32,2/19/2013,0.57644,8/31/2010,3.63,8/31/2010,0.72,8/31/2010,2.16,4/19/2012,0.48,2/26/2013,0.21655,2/6/2012,0.19,10/25/2011,0.11,8/31/2010,0.47566,8/31/2010,1.20,,,,
9/1/2010,0.82452,9/1/2010,2.56,9/1/2010,8.98,9/1/2010,0.63801,4/23/2013,5.71,9/1/2010,2.16099,3/1/2013,0.37,2/10/2012,0.60994,3/28/2013,0.33,2/20/2013,0.58673,9/1/2010,3.72,9/1/2010,0.74,9/1/2010,2.19,4/20/2012,0.48,2/27/2013,0.21657,2/7/2012,0.19,10/26/2011,0.12,9/1/2010,0.48236,9/1/2010,1.22,,,,
9/2/2010,0.8095,9/2/2010,2.54,9/2/2010,9.08,9/2/2010,0.67437,4/24/2013,5.58,9/2/2010,2.20844,3/4/2013,0.38,2/13/2012,0.61259,4/2/2013,0.33,2/21/2013,0.58665,9/2/2010,3.74,9/2/2010,0.74,9/2/2010,2.24,4/23/2012,0.48,2/28/2013,0.21665,2/8/2012,0.20,10/27/2011,0.12,9/2/2010,0.49548,9/2/2010,1.25,,,,
9/3/2010,0.8081,9/3/2010,2.52,9/3/2010,9.14,9/3/2010,0.66269,4/25/2013,5.48,9/3/2010,2.2004,3/5/2013,0.39,2/14/2012,0.61647,4/3/2013,0.34,2/22/2013,0.5918,9/3/2010,3.70,9/3/2010,0.74,9/3/2010,2.29,4/24/2012,0.47,3/1/2013,0.21663,2/9/2012,0.20,10/28/2011,0.12,9/3/2010,0.48898,9/3/2010,1.23,,,,
9/6/2010,0.81,9/6/2010,2.53,9/6/2010,9.25,9/6/2010,0.66062,4/26/2013,5.60,9/6/2010,2.2098,3/6/2013,0.39,2/15/2012,0.61262,4/5/2013,0.33,2/25/2013,0.58274,9/6/2010,3.66,9/6/2010,0.76,9/6/2010,2.33,4/25/2012,0.48,3/4/2013,0.2166,2/10/2012,0.19,10/31/2011,0.12,9/6/2010,0.49579,9/6/2010,1.23,,,,
9/7/2010,0.80201,9/7/2010,2.58,9/7/2010,9.32,9/7/2010,0.66298,4/29/2013,5.62,9/7/2010,2.22451,3/7/2013,0.39,2/16/2012,0.60743,4/8/2013,0.32,2/26/2013,0.58262,9/7/2010,3.62,9/7/2010,0.79,9/7/2010,2.26,4/26/2012,0.47,3/5/2013,0.21661,2/13/2012,0.19,11/1/2011,0.11,9/7/2010,0.48919,9/7/2010,1.24,,,,
9/8/2010,0.78886,9/8/2010,2.54,9/8/2010,9.07,9/8/2010,0.65889,4/30/2013,5.76,9/8/2010,2.22631,3/8/2013,0.38,2/17/2012,0.62161,4/9/2013,0.32,2/27/2013,0.58396,9/8/2010,3.68,9/8/2010,0.77,9/8/2010,2.22,4/27/2012,0.47,3/6/2013,0.21661,2/14/2012,0.20,11/2/2011,0.11,9/8/2010,0.48902,9/8/2010,1.24,,,,
9/9/2010,0.79416,9/9/2010,2.52,9/9/2010,9.16,9/9/2010,0.66802,5/2/2013,5.83,9/9/2010,2.27823,3/11/2013,0.37,2/20/2012,0.61385,4/10/2013,0.32,2/28/2013,0.58805,9/9/2010,3.66,9/9/2010,0.76,9/9/2010,2.21,4/30/2012,0.47,3/7/2013,0.2166,2/15/2012,0.20,11/3/2011,0.11,9/9/2010,0.49555,9/9/2010,1.23,,,,
9/10/2010,0.79819,9/10/2010,2.56,9/10/2010,9.15,9/10/2010,0.65657,5/3/2013,5.83,9/10/2010,2.2478,3/12/2013,0.35,2/21/2012,0.61774,4/11/2013,0.32,3/1/2013,0.58026,9/10/2010,3.64,9/10/2010,0.72,9/10/2010,2.27,5/2/2012,0.47,3/8/2013,0.21659,2/16/2012,0.20,11/4/2011,0.12,9/10/2010,0.49565,9/10/2010,1.21,,,,
9/13/2010,0.8124,9/13/2010,2.60,9/13/2010,9.28,9/13/2010,0.66692,5/6/2013,5.84,9/13/2010,2.30202,3/13/2013,0.33,2/22/2012,0.61252,4/12/2013,0.32,3/4/2013,0.58018,9/13/2010,3.64,9/13/2010,0.71,9/13/2010,2.31,5/3/2012,0.49,3/11/2013,0.21657,2/17/2012,0.21,11/7/2011,0.12,9/13/2010,0.50212,9/13/2010,1.24,,,,
9/14/2010,0.82412,9/14/2010,2.58,9/14/2010,9.31,9/14/2010,0.6799,5/7/2013,5.62,9/14/2010,2.31783,3/14/2013,0.35,2/23/2012,0.60984,4/15/2013,0.31,3/5/2013,0.56989,9/14/2010,3.65,9/14/2010,0.72,9/14/2010,2.34,5/4/2012,0.49,3/12/2013,0.21659,2/20/2012,0.20,11/8/2011,0.14,9/14/2010,0.48932,9/14/2010,1.29,,,,
9/15/2010,0.82531,9/15/2010,2.57,9/15/2010,9.49,9/15/2010,0.67982,5/8/2013,5.66,9/15/2010,2.32786,3/15/2013,0.34,2/24/2012,0.60613,4/16/2013,0.32,3/6/2013,0.5699,9/15/2010,3.65,9/15/2010,0.69,9/15/2010,2.25,5/7/2012,0.48,3/13/2013,0.21653,2/21/2012,0.21,11/9/2011,0.14,9/15/2010,0.51501,9/15/2010,1.29,,,,
9/16/2010,0.82401,9/16/2010,2.55,9/16/2010,9.36,9/16/2010,0.67466,5/9/2013,5.55,9/16/2010,2.30465,3/18/2013,0.33,2/27/2012,0.60605,4/17/2013,0.33,3/7/2013,0.56469,9/16/2010,3.64,9/16/2010,0.70,9/16/2010,2.17,5/8/2012,0.49,3/14/2013,0.21655,2/22/2012,0.21,11/10/2011,0.14,9/16/2010,0.50857,9/16/2010,1.27,,,,
9/17/2010,0.81654,9/17/2010,2.59,9/17/2010,9.56,9/17/2010,0.72252,5/10/2013,5.65,9/17/2010,2.36976,3/19/2013,0.33,2/28/2012,0.60604,4/18/2013,0.32,3/8/2013,0.5621,9/17/2010,3.73,9/17/2010,0.69,9/17/2010,2.20,5/9/2012,0.50,3/15/2013,0.21648,2/23/2012,0.22,11/11/2011,0.15,9/17/2010,0.50873,9/17/2010,1.25,,,,
9/20/2010,0.82684,9/20/2010,2.60,9/20/2010,9.72,9/20/2010,0.72767,5/13/2013,5.59,9/20/2010,2.42643,3/20/2013,0.35,2/29/2012,0.59699,4/19/2013,0.32,3/11/2013,0.55818,9/20/2010,3.72,9/20/2010,0.70,9/20/2010,2.20,5/10/2012,0.50,3/18/2013,0.21645,2/24/2012,0.22,11/14/2011,0.15,9/20/2010,0.50873,9/20/2010,1.25,,,,
9/21/2010,0.83745,9/21/2010,2.60,9/21/2010,9.80,9/21/2010,0.72536,5/14/2013,5.63,9/21/2010,2.41442,3/21/2013,0.34,3/1/2012,0.58412,4/22/2013,0.32,3/12/2013,0.54662,9/21/2010,3.74,9/21/2010,0.71,9/21/2010,2.24,5/11/2012,0.49,3/19/2013,0.21645,2/27/2012,0.22,11/15/2011,0.16,9/21/2010,0.50247,9/21/2010,1.26,,,,
9/22/2010,0.8688,9/22/2010,2.62,9/22/2010,9.96,9/22/2010,0.72701,5/15/2013,5.56,9/22/2010,2.37696,3/22/2013,0.35,3/2/2012,0.5903,4/23/2013,0.31,3/13/2013,0.55034,9/22/2010,3.75,9/22/2010,0.71,9/22/2010,2.27,5/14/2012,0.50,3/20/2013,0.21644,2/28/2012,0.22,11/16/2011,0.16,9/22/2010,0.50272,9/22/2010,1.25,,,,
9/24/2010,0.86888,9/24/2010,2.62,9/24/2010,9.97,9/24/2010,0.72579,5/16/2013,5.49,9/24/2010,2.32303,3/25/2013,0.36,3/5/2012,0.5848,4/24/2013,0.32,3/14/2013,0.54136,9/24/2010,3.78,9/24/2010,0.73,9/24/2010,2.19,5/15/2012,0.50,3/21/2013,0.21642,2/29/2012,0.24,11/17/2011,0.16,9/24/2010,0.49632,9/24/2010,1.21,,,,
9/27/2010,0.91,9/27/2010,2.67,9/27/2010,9.67,9/27/2010,0.75146,5/20/2013,5.77,9/27/2010,2.3459,3/26/2013,0.35,3/6/2012,0.58097,4/25/2013,0.33,3/15/2013,0.56696,9/27/2010,3.75,9/27/2010,0.72,9/27/2010,2.22,5/16/2012,0.48,3/22/2013,0.2164,3/1/2012,0.23,11/18/2011,0.16,9/27/2010,0.50914,9/27/2010,1.21,,,,
9/28/2010,0.93069,9/28/2010,2.77,9/28/2010,9.67,9/28/2010,0.76569,5/21/2013,5.54,9/28/2010,2.34606,3/27/2013,0.35,3/7/2012,0.57574,4/26/2013,0.33,3/18/2013,0.55143,9/28/2010,3.70,9/28/2010,0.71,9/28/2010,2.23,5/17/2012,0.48,3/25/2013,0.21646,3/2/2012,0.23,11/21/2011,0.15,9/28/2010,0.52206,9/28/2010,1.18,,,,
9/29/2010,0.91912,9/29/2010,2.77,9/29/2010,9.78,9/29/2010,0.76572,5/22/2013,5.40,9/29/2010,2.37709,3/28/2013,0.34,3/8/2012,0.58024,4/29/2013,0.35,3/19/2013,0.55401,9/29/2010,3.72,9/29/2010,0.70,9/29/2010,2.22,5/18/2012,0.49,3/26/2013,0.21649,3/5/2012,0.23,11/22/2011,0.15,9/29/2010,0.54142,9/29/2010,1.17,,,,
9/30/2010,0.92786,9/30/2010,2.76,9/30/2010,9.97,9/30/2010,0.76548,5/23/2013,5.41,9/30/2010,2.39181,4/2/2013,0.35,3/9/2012,0.59693,4/30/2013,0.35,3/20/2013,0.53207,9/30/2010,3.71,9/30/2010,0.70,9/30/2010,2.24,5/21/2012,0.50,3/27/2013,0.21641,3/6/2012,0.23,11/23/2011,0.14,9/30/2010,0.52192,9/30/2010,1.22,,,,
10/4/2010,0.95259,10/4/2010,2.82,10/4/2010,10.02,10/4/2010,0.74763,5/24/2013,5.49,10/4/2010,2.46204,4/3/2013,0.34,3/12/2012,0.59553,5/2/2013,0.37,3/21/2013,0.5359,10/4/2010,3.67,10/4/2010,0.70,10/4/2010,2.29,5/22/2012,0.51,3/28/2013,0.21641,3/7/2012,0.22,11/24/2011,0.14,10/4/2010,0.53495,10/4/2010,1.20,,,,
10/5/2010,0.94894,10/5/2010,2.77,10/5/2010,9.72,10/5/2010,0.76328,5/27/2013,5.46,10/5/2010,2.50645,4/5/2013,0.33,3/13/2012,0.5941,5/3/2013,0.36,3/22/2013,0.52554,10/5/2010,3.62,10/5/2010,0.70,10/5/2010,2.29,5/23/2012,0.52,4/2/2013,0.21643,3/8/2012,0.23,11/25/2011,0.14,10/5/2010,0.52862,10/5/2010,1.18,,,,
10/6/2010,0.95419,10/6/2010,2.81,10/6/2010,9.59,10/6/2010,0.76851,5/28/2013,5.66,10/6/2010,2.43189,4/8/2013,0.33,3/14/2012,0.60039,5/6/2013,0.36,3/25/2013,0.52826,10/6/2010,3.70,10/6/2010,0.71,10/6/2010,2.33,5/24/2012,0.52,4/3/2013,0.21644,3/9/2012,0.22,11/28/2011,0.14,10/6/2010,0.52222,10/6/2010,1.20,,,,
10/7/2010,0.96463,10/7/2010,2.85,10/7/2010,9.53,10/7/2010,0.76603,5/29/2013,6.05,10/7/2010,2.41672,4/9/2013,0.33,3/15/2012,0.61198,5/7/2013,0.36,3/26/2013,0.5219,10/7/2010,3.77,10/7/2010,0.72,10/7/2010,2.29,5/25/2012,0.51,4/5/2013,0.21634,3/12/2012,0.22,11/29/2011,0.14,10/7/2010,0.51584,10/7/2010,1.17,,,,
10/8/2010,0.97578,10/8/2010,2.83,10/8/2010,9.50,10/8/2010,0.75278,5/30/2013,5.93,10/8/2010,2.39756,4/10/2013,0.34,3/16/2012,0.60547,5/8/2013,0.34,3/27/2013,0.51912,10/8/2010,3.97,10/8/2010,0.70,10/8/2010,2.23,5/28/2012,0.50,4/8/2013,0.21637,3/13/2012,0.22,11/30/2011,0.14,10/8/2010,0.52205,10/8/2010,1.16,,,,
10/11/2010,0.97831,10/11/2010,2.75,10/11/2010,9.36,10/11/2010,0.74888,5/31/2013,5.58,10/11/2010,2.50313,4/11/2013,0.33,3/19/2012,0.60805,5/9/2013,0.32,3/28/2013,0.50497,10/11/2010,3.85,10/11/2010,0.72,10/11/2010,2.31,5/29/2012,0.51,4/9/2013,0.21638,3/14/2012,0.22,12/1/2011,0.15,10/11/2010,0.52847,10/11/2010,1.17,,,,
10/12/2010,0.95884,10/12/2010,2.69,10/12/2010,9.30,10/12/2010,0.71655,6/3/2013,5.69,10/12/2010,2.45638,4/12/2013,0.33,3/20/2012,0.60284,5/10/2013,0.33,4/2/2013,0.51401,10/12/2010,3.80,10/12/2010,0.71,10/12/2010,2.29,5/30/2012,0.51,4/10/2013,0.21641,3/15/2012,0.22,12/2/2011,0.14,10/12/2010,0.50906,10/12/2010,1.16,,,,
10/13/2010,0.97035,10/13/2010,2.65,10/13/2010,9.40,10/13/2010,0.70231,6/4/2013,5.63,10/13/2010,2.49481,4/15/2013,0.34,3/21/2012,0.60917,5/13/2013,0.32,4/3/2013,0.49215,10/13/2010,3.89,10/13/2010,0.72,10/13/2010,2.31,5/31/2012,0.50,4/11/2013,0.21646,3/16/2012,0.22,12/5/2011,0.14,10/13/2010,0.51546,10/13/2010,1.16,,,,
10/14/2010,0.96935,10/14/2010,2.57,10/14/2010,9.45,10/14/2010,0.69221,6/5/2013,5.69,10/14/2010,2.44915,4/16/2013,0.34,3/22/2012,0.60521,5/14/2013,0.32,4/5/2013,0.47775,10/14/2010,3.85,10/14/2010,0.73,10/14/2010,2.31,6/1/2012,0.52,4/12/2013,0.21645,3/19/2012,0.21,12/6/2011,0.14,10/14/2010,0.51561,10/14/2010,1.18,,,,
10/15/2010,0.91397,10/15/2010,2.52,10/15/2010,9.18,10/15/2010,0.6858,6/6/2013,5.58,10/15/2010,2.43381,4/17/2013,0.34,3/23/2012,0.60761,5/15/2013,0.34,4/8/2013,0.4804,10/15/2010,3.82,10/15/2010,0.71,10/15/2010,2.40,6/4/2012,0.50,4/15/2013,0.21642,3/20/2012,0.20,12/7/2011,0.15,10/15/2010,0.54786,10/15/2010,1.15,,,,
10/18/2010,0.90623,10/18/2010,2.52,10/18/2010,9.28,10/18/2010,0.68193,6/7/2013,5.55,10/18/2010,2.28169,4/18/2013,0.34,3/26/2012,0.60631,5/16/2013,0.34,4/9/2013,0.48814,10/18/2010,3.74,10/18/2010,0.71,10/18/2010,2.48,6/5/2012,0.51,4/16/2013,0.21642,3/21/2012,0.20,12/8/2011,0.14,10/18/2010,0.54142,10/18/2010,1.21,,,,
10/19/2010,0.90723,10/19/2010,2.54,10/19/2010,9.64,10/19/2010,0.68042,6/10/2013,5.58,10/19/2010,2.25776,4/19/2013,0.35,3/27/2012,0.60916,5/20/2013,0.33,4/10/2013,0.48564,10/19/2010,3.76,10/19/2010,0.71,10/19/2010,2.45,6/6/2012,0.51,4/17/2013,0.21641,3/22/2012,0.19,12/9/2011,0.14,10/19/2010,0.54769,10/19/2010,1.21,,,,
10/20/2010,0.91342,10/20/2010,2.59,10/20/2010,9.33,10/20/2010,0.69441,6/11/2013,5.52,10/20/2010,2.20304,4/22/2013,0.36,3/28/2012,0.60664,5/21/2013,0.33,4/11/2013,0.50249,10/20/2010,3.78,10/20/2010,0.70,10/20/2010,2.35,6/7/2012,0.51,4/18/2013,0.21638,3/23/2012,0.19,12/12/2011,0.14,10/20/2010,0.53466,10/20/2010,1.20,,,,
10/21/2010,0.9337,10/21/2010,2.64,10/21/2010,9.59,10/21/2010,0.71348,6/13/2013,5.46,10/21/2010,2.23831,4/23/2013,0.36,3/29/2012,0.60019,5/22/2013,0.33,4/12/2013,0.4999,10/21/2010,3.75,10/21/2010,0.70,10/21/2010,2.34,6/8/2012,0.51,4/19/2013,0.21639,3/26/2012,0.19,12/13/2011,0.13,10/21/2010,0.5409,10/21/2010,1.19,,,,
10/22/2010,0.92353,10/22/2010,2.72,10/22/2010,9.22,10/22/2010,0.70585,6/14/2013,5.41,10/22/2010,2.28242,4/24/2013,0.39,3/30/2012,0.59246,5/23/2013,0.32,4/15/2013,0.49983,10/22/2010,3.73,10/22/2010,0.69,10/22/2010,2.35,6/11/2012,0.52,4/22/2013,0.21639,3/27/2012,0.19,12/14/2011,0.13,10/22/2010,0.54742,10/22/2010,1.20,,,,
10/25/2010,0.91393,10/25/2010,2.71,10/25/2010,9.19,10/25/2010,0.70768,6/17/2013,5.43,10/25/2010,2.32543,4/25/2013,0.38,4/2/2012,0.57303,5/24/2013,0.33,4/16/2013,0.49854,10/25/2010,3.91,10/25/2010,0.70,10/25/2010,2.44,6/12/2012,0.51,4/23/2013,0.21637,3/28/2012,0.19,12/15/2011,0.12,10/25/2010,0.56073,10/25/2010,1.21,,,,
10/26/2010,0.91637,10/26/2010,2.71,10/26/2010,9.23,10/26/2010,0.70886,6/18/2013,5.55,10/26/2010,2.31734,4/26/2013,0.37,4/3/2012,0.56153,5/27/2013,0.33,4/17/2013,0.4779,10/26/2010,3.89,10/26/2010,0.69,10/26/2010,2.40,6/13/2012,0.52,4/24/2013,0.21637,3/29/2012,0.19,12/16/2011,0.12,10/26/2010,0.56065,10/26/2010,1.22,,,,
10/27/2010,0.91763,10/27/2010,2.64,10/27/2010,9.21,10/27/2010,0.70498,6/19/2013,5.93,10/27/2010,2.28635,4/29/2013,0.38,4/5/2012,0.54351,5/28/2013,0.33,4/18/2013,0.49717,10/27/2010,3.84,10/27/2010,0.69,10/27/2010,2.34,6/14/2012,0.51,4/25/2013,0.21636,3/30/2012,0.19,12/19/2011,0.12,10/27/2010,0.56708,10/27/2010,1.21,,,,
10/28/2010,0.91669,10/28/2010,2.60,10/28/2010,9.26,10/28/2010,0.71814,6/20/2013,5.89,10/28/2010,2.31041,4/30/2013,0.38,4/10/2012,0.51643,5/29/2013,0.34,4/19/2013,0.51392,10/28/2010,3.82,10/28/2010,0.68,10/28/2010,2.36,6/15/2012,0.51,4/26/2013,0.21639,4/2/2012,0.19,12/20/2011,0.12,10/28/2010,0.54795,10/28/2010,1.19,,,,
10/29/2010,0.92243,10/29/2010,2.72,10/29/2010,9.42,10/29/2010,0.71214,6/21/2013,6.14,10/29/2010,2.34799,5/2/2013,0.39,4/11/2012,0.53705,5/30/2013,0.34,4/22/2013,0.51649,10/29/2010,3.89,10/29/2010,0.67,10/29/2010,2.37,6/18/2012,0.51,4/29/2013,0.21646,4/3/2012,0.19,12/21/2011,0.12,10/29/2010,0.56765,10/29/2010,1.20,,,,
11/1/2010,0.94688,11/1/2010,2.77,11/1/2010,9.65,11/1/2010,0.7237,6/24/2013,5.89,11/1/2010,2.42266,5/3/2013,0.40,4/12/2012,0.53964,5/31/2013,0.34,4/23/2013,0.51517,11/1/2010,4.04,11/1/2010,0.68,11/1/2010,2.38,6/19/2012,0.51,4/30/2013,0.21648,4/5/2012,0.19,12/22/2011,0.13,11/1/2010,0.56116,11/1/2010,1.19,,,,
11/2/2010,0.9405,11/2/2010,2.81,11/2/2010,9.59,11/2/2010,0.73924,6/25/2013,5.74,11/2/2010,2.40995,5/6/2013,0.42,4/13/2012,0.54642,6/3/2013,0.35,4/24/2013,0.51646,11/2/2010,4.09,11/2/2010,0.69,11/2/2010,2.37,6/20/2012,0.51,5/2/2013,0.21653,4/10/2012,0.19,12/23/2011,0.13,11/2/2010,0.55475,11/2/2010,1.21,,,,
11/3/2010,0.95857,11/3/2010,2.75,11/3/2010,9.36,11/3/2010,0.75602,6/26/2013,6.02,11/3/2010,2.45126,5/7/2013,0.42,4/16/2012,0.55941,6/4/2013,0.35,4/25/2013,0.51773,11/3/2010,4.24,11/3/2010,0.68,11/3/2010,2.35,6/21/2012,0.51,5/3/2013,0.21651,4/11/2012,0.19,12/28/2011,0.12,11/3/2010,0.55476,11/3/2010,1.20,,,,
11/4/2010,0.96872,11/4/2010,2.77,11/4/2010,9.51,11/4/2010,0.75202,6/27/2013,6.06,11/4/2010,2.46888,5/8/2013,0.43,4/17/2012,0.55805,6/5/2013,0.35,4/26/2013,0.52036,11/4/2010,3.95,11/4/2010,0.70,11/4/2010,2.39,6/22/2012,0.51,5/6/2013,0.2165,4/12/2012,0.19,12/29/2011,0.13,11/4/2010,0.54176,11/4/2010,1.23,,,,
11/5/2010,1.0025,11/5/2010,2.78,11/5/2010,9.48,11/5/2010,0.74833,6/28/2013,5.61,11/5/2010,2.48497,5/9/2013,0.44,4/18/2012,0.55278,6/6/2013,0.35,4/29/2013,0.51667,11/5/2010,4.03,11/5/2010,0.70,11/5/2010,2.39,6/25/2012,0.50,5/7/2013,0.21647,4/13/2012,0.19,12/30/2011,0.13,11/5/2010,0.53544,11/5/2010,1.27,,,,
11/8/2010,0.97412,11/8/2010,2.77,11/8/2010,9.49,11/8/2010,0.73543,7/2/2013,5.55,11/8/2010,2.49013,5/10/2013,0.44,4/19/2012,0.54747,6/7/2013,0.34,4/30/2013,0.52059,11/8/2010,4.00,11/8/2010,0.70,11/8/2010,2.39,6/26/2012,0.51,5/8/2013,0.2165,4/16/2012,0.19,1/3/2012,0.14,11/8/2010,0.52899,11/8/2010,1.27,,,,
11/9/2010,0.97145,11/9/2010,2.66,11/9/2010,9.41,11/9/2010,0.73536,7/3/2013,4.83,11/9/2010,2.49765,5/13/2013,0.44,4/20/2012,0.55403,6/10/2013,0.34,5/2/2013,0.51942,11/9/2010,4.13,11/9/2010,0.70,11/9/2010,2.39,6/27/2012,0.51,5/9/2013,0.21653,4/17/2012,0.19,1/4/2012,0.14,11/9/2010,0.53539,11/9/2010,1.26,,,,
11/10/2010,0.98309,11/10/2010,2.61,11/10/2010,9.15,11/10/2010,0.71732,7/4/2013,4.00,11/10/2010,2.48739,5/14/2013,0.44,4/23/2012,0.53856,6/11/2013,0.33,5/3/2013,0.50777,11/10/2010,4.01,11/10/2010,0.73,11/10/2010,2.39,6/28/2012,0.51,5/10/2013,0.21648,4/18/2012,0.19,1/5/2012,0.14,11/10/2010,0.53541,11/10/2010,1.25,,,,
11/11/2010,0.95476,11/11/2010,2.63,11/11/2010,8.97,11/11/2010,0.70704,7/5/2013,4.18,11/11/2010,2.45142,5/15/2013,0.44,4/24/2012,0.54124,6/13/2013,0.33,5/6/2013,0.5116,11/11/2010,3.96,11/11/2010,0.74,11/11/2010,2.39,6/29/2012,0.51,5/13/2013,0.21646,4/19/2012,0.19,1/6/2012,0.14,11/11/2010,0.52899,11/11/2010,1.26,,,,
11/12/2010,0.93402,11/12/2010,2.65,11/12/2010,8.77,11/12/2010,0.69794,7/8/2013,4.08,11/12/2010,2.45117,5/16/2013,0.43,4/25/2012,0.53993,6/14/2013,0.33,5/7/2013,0.49479,11/12/2010,3.79,11/12/2010,0.73,11/12/2010,2.39,7/3/2012,0.51,5/14/2013,0.21645,4/20/2012,0.19,1/9/2012,0.14,11/12/2010,0.52249,11/12/2010,1.23,,,,
11/15/2010,0.91199,11/15/2010,2.61,11/15/2010,8.66,11/15/2010,0.6927,7/9/2013,4.25,11/15/2010,2.41219,5/20/2013,0.46,4/26/2012,0.53871,6/17/2013,0.33,5/8/2013,0.4897,11/15/2010,3.67,11/15/2010,0.72,11/15/2010,2.39,7/4/2012,0.51,5/15/2013,0.21644,4/23/2012,0.19,1/10/2012,0.14,11/15/2010,0.54177,11/15/2010,1.21,,,,
