,6954 JP Equity,,6501 JP Equity,,6301 JP Equity,,6503 JP Equity,,7011 JP Equity,,6861 JP Equity,,6326 JP Equity,,6981 JP Equity,,8053 JP Equity,,6273 JP Equity,,6367 JP Equity,,9064 JP Equity,,1963 JP Equity,,7205 JP Equity,,6645 JP Equity,,7013 JP Equity,,6806 JP Equity,,6471 JP Equity,,9062 JP Equity,,9104 JP Equity,,9101 JP Equity,,1801 JP Equity,,6305 JP Equity,,1802 JP Equity,,1812 JP Equity,,1803 JP Equity,,6841 JP Equity,,6506 JP Equity,,6366 JP Equity,,6481 JP Equity,,6113 JP Equity,,6370 JP Equity,,6302 JP Equity,,6504 JP Equity,,6268 JP Equity,,9301 JP Equity,,6361 JP Equity,,6465 JP Equity,,9962 JP Equity,,9364 JP Equity,,6146 JP Equity,,1881 JP Equity,,1944 JP Equity,,9107 JP Equity,,6395 JP Equity,,1721 JP Equity,,9076 JP Equity,,6754 JP Equity,,6472 JP Equity,,9086 JP Equity,,9075 JP Equity,,5801 JP Equity,,7458 JP Equity,,6845 JP Equity,,1883 JP Equity,,6856 JP Equity,,6961 JP Equity,,6136 JP Equity,,1983 JP Equity,,6269 JP Equity,,6141 JP Equity,,9375 JP Equity,,9706 JP Equity,,7003 JP Equity,,1951 JP Equity,,6103 JP Equity,,9065 JP Equity,,1414 JP Equity,,7004 JP Equity,,9303 JP Equity,,9072 JP Equity,,6755 JP Equity,,6474 JP Equity,,6371 JP Equity,,6005 JP Equity,,6383 JP Equity
7/14/2010,122.58283,7/14/2010,4.03709,7/14/2010,20.242,7/14/2010,8.41343,7/14/2010,3.60737,7/14/2010,224.52273,7/14/2010,7.94979,7/14/2010,51.73584,7/14/2010,10.7995,7/14/2010,137.62298,7/14/2010,35.16906,7/14/2010,12.76716,7/14/2010,16.92864,7/14/2010,5.02092,7/14/2010,24.53918,7/14/2010,1.76411,7/14/2010,101.32308,7/14/2010,7.19213,7/14/2010,4.39896,7/14/2010,6.92073,7/14/2010,3.85616,7/14/2010,2.13728,7/14/2010,20.28723,7/14/2010,4.24064,7/14/2010,2.4313,7/14/2010,3.76569,7/14/2010,6.54755,7/14/2010,8.16465,7/14/2010,7.48615,7/14/2010,21.77994,7/14/2010,6.72849,7/14/2010,28.96076,7/14/2010,6.26484,7/14/2010,2.90625,7/14/2010,15.60556,7/14/2010,11.35361,7/14/2010,4.16148,2/24/2011,18.18293,7/14/2010,18.4892,7/14/2010,7.79147,7/14/2010,66.83252,7/14/2010,7.30521,7/14/2010,8.93362,7/14/2010,4.28588,7/14/2010,5.06615,7/14/2010,9.22764,7/14/2010,6.80764,7/14/2010,5.3941,7/14/2010,4.36503,7/14/2010,14.51996,7/14/2010,4.71559,7/14/2010,4.52335,7/14/2010,14.54258,7/14/2010,25.6361,7/14/2010,8.26643,7/14/2010,27.19665,7/14/2010,22.18704,7/14/2010,11.65894,7/14/2010,12.52968,7/14/2010,16.22752,7/14/2010,10.65249,7/14/2010,24.72012,7/14/2010,15.19846,7/14/2010,2.22775,7/14/2010,9.0467,7/14/2010,6.57017,7/14/2010,4.11625,7/14/2010,21.07882,7/14/2010,1.39093,7/14/2010,4.64774,7/14/2010,11.35361,7/14/2010,4.87391,7/14/2010,3.0985,7/14/2010,4.51204,7/14/2010,24.13208,7/14/2010,6.21961
7/15/2010,122.81304,7/15/2010,4.00229,7/15/2010,20.1944,7/15/2010,8.42767,7/15/2010,3.56775,7/15/2010,224.85576,7/15/2010,7.92453,7/15/2010,51.68668,7/15/2010,10.73756,7/15/2010,137.56432,7/15/2010,34.76272,7/15/2010,12.91023,7/15/2010,16.75243,7/15/2010,4.99714,7/15/2010,24.83705,7/15/2010,1.74957,7/15/2010,99.94282,7/15/2010,7.14694,7/15/2010,4.41395,7/15/2010,6.74671,7/15/2010,3.79646,7/15/2010,2.13836,7/15/2010,20.4231,7/15/2010,4.26529,7/15/2010,2.42424,7/15/2010,3.76215,7/15/2010,6.60949,7/15/2010,8.08462,7/15/2010,7.2956,7/15/2010,21.68096,7/15/2010,6.74671,7/15/2010,28.67925,7/15/2010,6.27787,7/15/2010,2.88165,7/15/2010,15.51744,7/15/2010,11.49228,7/15/2010,4.00229,2/25/2011,17.86282,7/15/2010,18.35334,7/15/2010,7.79874,7/15/2010,65.86621,7/15/2010,7.27273,7/15/2010,9.0223,7/15/2010,4.20812,7/15/2010,5.08862,7/15/2010,9.39966,7/15/2010,6.78102,7/15/2010,5.43168,7/15/2010,4.37965,7/15/2010,14.68268,7/15/2010,4.81418,7/15/2010,4.50543,7/15/2010,14.52258,7/15/2010,26.04917,7/15/2010,8.22184,7/15/2010,27.26129,7/15/2010,21.9554,7/15/2010,11.60663,7/15/2010,12.38422,7/15/2010,15.78045,7/15/2010,10.56604,7/15/2010,24.97427,7/15/2010,15.243,7/15/2010,2.18411,7/15/2010,9.0566,7/15/2010,6.49514,7/15/2010,4.13951,7/15/2010,20.93768,7/15/2010,1.40652,7/15/2010,4.65409,7/15/2010,11.45798,7/15/2010,4.9171,7/15/2010,3.16752,7/15/2010,4.42539,7/15/2010,23.93368,7/15/2010,6.09491
7/16/2010,117.85756,7/16/2010,3.95937,7/16/2010,19.98153,7/16/2010,8.23041,7/16/2010,3.55535,7/16/2010,217.43465,7/16/2010,7.7225,7/16/2010,50.67529,7/16/2010,10.60833,7/16/2010,136.67321,7/16/2010,34.09904,7/16/2010,12.74385,7/16/2010,16.68013,7/16/2010,4.83666,7/16/2010,23.71003,7/16/2010,1.76613,7/16/2010,98.58017,7/16/2010,6.99527,7/16/2010,4.38647,7/16/2010,6.67205,7/16/2010,3.82085,7/16/2010,2.11243,7/16/2010,20.03925,7/16/2010,4.24795,7/16/2010,2.41256,7/16/2010,3.7285,7/16/2010,6.40656,7/16/2010,7.8033,7/16/2010,7.05298,7/16/2010,21.11278,7/16/2010,6.62588,7/16/2010,28.41972,7/16/2010,6.02563,7/16/2010,2.80503,7/16/2010,15.16796,7/16/2010,11.23167,7/16/2010,3.97091,2/28/2011,18.42395,7/16/2010,18.2154,7/16/2010,7.84947,7/16/2010,64.8736,7/16/2010,7.26076,7/16/2010,9.11924,7/16/2010,4.19023,7/16/2010,5.05599,7/16/2010,9.25776,7/16/2010,6.79903,7/16/2010,5.40229,7/16/2010,4.29412,7/16/2010,14.69468,7/16/2010,4.77894,7/16/2010,4.39801,7/16/2010,14.81011,7/16/2010,25.52234,7/16/2010,8.10343,7/16/2010,26.68821,7/16/2010,21.50525,7/16/2010,11.34711,7/16/2010,12.30521,7/16/2010,16.54161,7/16/2010,10.53907,7/16/2010,24.85282,7/16/2010,15.21413,7/16/2010,2.18169,7/16/2010,9.00381,7/16/2010,6.16415,7/16/2010,4.10943,7/16/2010,20.77802,7/16/2010,1.3852,7/16/2010,4.69814,7/16/2010,11.52026,7/16/2010,4.85975,7/16/2010,3.0359,7/16/2010,4.27104,7/16/2010,23.43299,7/16/2010,5.991
7/20/2010,114.06626,7/20/2010,3.82896,7/20/2010,19.69506,7/20/2010,8.07062,7/20/2010,3.4965,7/20/2010,213.43783,7/20/2010,7.50888,7/20/2010,49.29497,7/20/2010,10.60415,7/20/2010,133.55497,7/20/2010,33.46326,7/20/2010,12.66766,7/20/2010,16.59979,7/20/2010,4.78047,7/20/2010,23.42084,7/20/2010,1.73106,7/20/2010,98.01674,7/20/2010,6.80958,7/20/2010,4.39069,7/20/2010,6.48859,7/20/2010,3.76017,7/20/2010,2.06351,7/20/2010,19.70652,7/20/2010,4.24166,7/20/2010,2.36157,7/20/2010,3.72578,7/20/2010,6.22492,7/20/2010,7.76109,7/20/2010,6.80958,7/20/2010,20.65803,7/20/2010,6.50006,7/20/2010,27.77714,7/20/2010,5.86954,7/20/2010,2.70549,7/20/2010,14.92606,7/20/2010,11.10856,7/20/2010,3.87481,3/1/2011,18.50721,7/20/2010,18.73209,7/20/2010,7.80695,7/20/2010,63.39562,7/20/2010,7.1535,7/20/2010,8.86163,7/20/2010,4.10409,7/20/2010,4.97535,7/20/2010,9.07945,7/20/2010,6.80958,7/20/2010,5.15878,7/20/2010,4.25312,7/20/2010,14.67385,7/20/2010,4.82632,7/20/2010,4.32191,7/20/2010,14.67385,7/20/2010,25.32386,7/20/2010,8.20819,7/20/2010,26.27536,7/20/2010,21.00195,7/20/2010,11.06271,7/20/2010,12.03714,7/20/2010,15.30437,7/20/2010,10.31755,7/20/2010,24.63602,7/20/2010,14.70824,7/20/2010,2.08644,7/20/2010,8.82724,7/20/2010,6.00711,7/20/2010,4.01238,7/20/2010,20.82999,7/20/2010,1.36421,7/20/2010,4.60851,7/20/2010,11.53273,7/20/2010,4.80339,7/20/2010,3.09527,7/20/2010,4.11556,7/20/2010,23.06546,7/20/2010,5.80076
7/21/2010,113.33945,7/21/2010,3.80472,7/21/2010,19.75705,7/21/2010,7.99908,7/21/2010,3.50676,7/21/2010,210.7599,7/21/2010,7.57506,7/21/2010,49.27802,7/21/2010,10.53174,7/21/2010,132.47765,7/21/2010,34.21957,7/21/2010,12.13614,7/21/2010,16.51387,7/21/2010,4.50378,7/21/2010,22.71373,7/21/2010,1.70754,7/21/2010,98.32684,7/21/2010,6.79578,7/21/2010,4.30896,7/21/2010,6.46344,7/21/2010,3.75888,7/21/2010,2.02842,7/21/2010,19.64245,7/21/2010,4.14852,7/21/2010,2.32638,7/21/2010,3.65574,7/21/2010,6.10818,7/21/2010,7.58652,7/21/2010,6.8187,7/21/2010,20.27275,7/21/2010,6.4176,7/21/2010,27.80197,7/21/2010,5.76438,7/21/2010,2.70456,7/21/2010,14.81779,7/21/2010,11.21934,7/21/2010,3.81618,3/2/2011,18.33435,7/21/2010,19.10383,7/21/2010,7.89594,7/21/2010,61.88402,7/21/2010,7.05936,7/21/2010,8.8815,7/21/2010,4.05684,7/21/2010,4.9278,7/21/2010,9.1107,7/21/2010,6.69264,7/21/2010,5.0997,7/21/2010,4.15998,7/21/2010,14.43961,7/21/2010,4.82466,7/21/2010,4.34334,7/21/2010,15.12721,7/21/2010,24.99427,7/21/2010,8.11368,7/21/2010,26.17465,7/21/2010,21.13225,7/21/2010,10.92138,7/21/2010,11.7465,7/21/2010,14.84071,7/21/2010,10.1994,7/21/2010,24.46711,7/21/2010,14.58859,7/21/2010,2.0628,7/21/2010,8.84712,7/21/2010,5.94774,7/21/2010,3.98808,7/21/2010,21.06349,7/21/2010,1.3752,7/21/2010,4.65276,7/21/2010,11.56314,7/21/2010,4.97364,7/21/2010,3.01398,7/21/2010,4.15998,7/21/2010,23.00023,7/21/2010,5.79876
7/22/2010,112.22146,7/22/2010,3.75603,7/22/2010,19.77946,7/22/2010,7.96003,7/22/2010,3.53779,7/22/2010,206.75396,7/22/2010,7.55801,7/22/2010,48.9892,7/22/2010,10.23432,7/22/2010,131.28877,7/22/2010,33.68941,7/22/2010,12.10659,7/22/2010,16.70113,7/22/2010,4.46818,7/22/2010,22.34091,7/22/2010,1.68849,7/22/2010,98.323,7/22/2010,6.67356,7/22/2010,4.31886,7/22/2010,6.39789,7/22/2010,3.72157,7/22/2010,1.98714,7/22/2010,19.61865,7/22/2010,4.204,7/22/2010,2.34321,7/22/2010,3.71008,7/22/2010,5.93843,7/22/2010,7.33977,7/22/2010,6.70802,7/22/2010,19.81392,7/22/2010,6.27154,7/22/2010,27.75098,7/22/2010,5.72019,7/22/2010,2.63037,7/22/2010,14.39237,7/22/2010,11.21066,7/22/2010,3.779,3/3/2011,18.29209,7/22/2010,19.44636,7/22/2010,7.9026,7/22/2010,59.61406,7/22/2010,7.00666,7/22/2010,8.75258,7/22/2010,3.9513,7/22/2010,4.8702,7/22/2010,9.16609,7/22/2010,6.73099,7/22/2010,5.19182,7/22/2010,4.16954,7/22/2010,14.49575,7/22/2010,4.88169,7/22/2010,4.26143,7/22/2010,15.28831,7/22/2010,25.05169,7/22/2010,8.13232,7/22/2010,26.03951,7/22/2010,20.59499,7/22/2010,10.78567,7/22/2010,11.53228,7/22/2010,15.03561,7/22/2010,10.00459,7/22/2010,24.48886,7/22/2010,14.46129,7/22/2010,2.06754,7/22/2010,8.81002,7/22/2010,5.82357,7/22/2010,3.92833,7/22/2010,21.12336,7/22/2010,1.40133,7/22/2010,4.68642,7/22/2010,11.58971,7/22/2010,4.84723,7/22/2010,2.92901,7/22/2010,4.15805,7/22/2010,22.62807,7/22/2010,5.76614
7/23/2010,118.2537,7/23/2010,3.89596,7/23/2010,20.57981,7/23/2010,8.19296,7/23/2010,3.60949,7/23/2010,211.88162,7/23/2010,7.80337,7/23/2010,49.73072,7/23/2010,10.46179,7/23/2010,135.90008,7/23/2010,35.0063,7/23/2010,12.63894,7/23/2010,17.0047,7/23/2010,4.49181,7/23/2010,23.15802,7/23/2010,1.7761,7/23/2010,100.49272,7/23/2010,7.00126,7/23/2010,4.37722,7/23/2010,6.72625,7/23/2010,3.79283,7/23/2010,2.01673,7/23/2010,20.35064,7/23/2010,4.36576,7/23/2010,2.37195,7/23/2010,3.79283,7/23/2010,6.10748,7/23/2010,7.5742,7/23/2010,6.8523,7/23/2010,20.54543,7/23/2010,6.52,7/23/2010,28.154,7/23/2010,5.91268,7/23/2010,2.76154,7/23/2010,15.04526,7/23/2010,11.37848,7/23/2010,3.86158,3/4/2011,18.36958,7/23/2010,19.70895,7/23/2010,7.97525,7/23/2010,62.33528,7/23/2010,7.07001,7/23/2010,8.93778,7/23/2010,4.06784,7/23/2010,5.03037,7/23/2010,9.32737,7/23/2010,6.8523,7/23/2010,5.23662,7/23/2010,4.33139,7/23/2010,14.79317,7/23/2010,4.91578,7/23/2010,4.37722,7/23/2010,14.93067,7/23/2010,25.78206,7/23/2010,8.19296,7/23/2010,26.45812,7/23/2010,20.76315,7/23/2010,10.98889,7/23/2010,11.90558,7/23/2010,15.51507,7/23/2010,10.47324,7/23/2010,24.83098,7/23/2010,14.67858,7/23/2010,2.09694,7/23/2010,8.9607,7/23/2010,6.09602,7/23/2010,4.06784,7/23/2010,21.11837,7/23/2010,1.39796,7/23/2010,4.81265,7/23/2010,11.77953,7/23/2010,5.13349,7/23/2010,2.97926,7/23/2010,4.22826,7/23/2010,23.29552,7/23/2010,5.88977
7/26/2010,120.68569,7/26/2010,3.95766,7/26/2010,20.78923,7/26/2010,8.50207,7/26/2010,3.62402,7/26/2010,213.67611,7/26/2010,7.94984,7/26/2010,50.50621,7/26/2010,10.44639,7/26/2010,136.79245,7/26/2010,35.89508,7/26/2010,12.71284,7/26/2010,16.87759,7/26/2010,4.46387,7/26/2010,23.28578,7/26/2010,1.76024,7/26/2010,101.70272,7/26/2010,7.12149,7/26/2010,4.44087,7/26/2010,6.77635,7/26/2010,3.8196,7/26/2010,2.01335,7/26/2010,21.05384,7/26/2010,4.37184,7/26/2010,2.39301,7/26/2010,3.84261,7/26/2010,6.2011,7/26/2010,7.80028,7/26/2010,6.99494,7/26/2010,20.93879,7/26/2010,6.59227,7/26/2010,28.43994,7/26/2010,5.97101,7/26/2010,2.80718,7/26/2010,15.26691,7/26/2010,11.58537,7/26/2010,3.95766,3/7/2011,18.25706,7/26/2010,20.2485,7/26/2010,8.00736,7/26/2010,62.35619,7/26/2010,7.16751,7/26/2010,8.83571,7/26/2010,4.17625,7/26/2010,5.10815,7/26/2010,9.39945,7/26/2010,6.97193,7/26/2010,5.45329,7/26/2010,4.33732,7/26/2010,14.9908,7/26/2010,4.9931,7/26/2010,4.49839,7/26/2010,14.89876,7/26/2010,26.04694,7/26/2010,8.28348,7/26/2010,27.10538,7/26/2010,22.05476,7/26/2010,11.1942,7/26/2010,11.87299,7/26/2010,15.53152,7/26/2010,10.63046,7/26/2010,25.74781,7/26/2010,14.85274,7/26/2010,2.11689,7/26/2010,8.99678,7/26/2010,6.23562,7/26/2010,4.25679,7/26/2010,21.51404,7/26/2010,1.41509,7/26/2010,4.85504,7/26/2010,12.10308,7/26/2010,5.2462,7/26/2010,3.06029,7/26/2010,4.31431,7/26/2010,23.52738,7/26/2010,5.9595
7/27/2010,118.38361,7/27/2010,3.893,7/27/2010,20.31873,7/27/2010,8.33238,7/27/2010,3.60842,7/27/2010,211.20712,7/27/2010,7.77462,7/27/2010,50.02846,7/27/2010,10.27888,7/27/2010,133.52305,7/27/2010,36.53956,7/27/2010,12.73762,7/27/2010,16.66477,7/27/2010,4.50768,7/27/2010,22.99374,7/27/2010,1.75299,7/27/2010,101.08139,7/27/2010,6.89812,7/27/2010,4.47353,7/27/2010,6.76153,7/27/2010,3.8247,7/27/2010,1.95788,7/27/2010,20.51224,7/27/2010,4.29141,7/27/2010,2.37906,7/27/2010,3.79055,7/27/2010,5.98748,7/27/2010,7.62664,7/27/2010,6.96642,7/27/2010,19.36255,7/27/2010,6.45418,7/27/2010,28.08196,7/27/2010,5.8395,7/27/2010,2.77746,7/27/2010,15.17359,7/27/2010,11.55378,7/27/2010,3.92715,3/8/2011,18.33797,7/27/2010,19.02106,7/27/2010,7.94536,7/27/2010,61.46841,7/27/2010,6.98919,7/27/2010,8.9243,7/27/2010,4.12066,7/27/2010,5.06545,7/27/2010,9.34548,7/27/2010,6.94365,7/27/2010,5.24758,7/27/2010,4.26864,7/27/2010,14.86625,7/27/2010,5.00854,7/27/2010,4.37109,7/27/2010,14.66135,7/27/2010,25.62322,7/27/2010,8.13887,7/27/2010,26.38589,7/27/2010,21.85544,7/27/2010,10.99602,7/27/2010,12.10017,7/27/2010,15.60615,7/27/2010,10.3358,7/27/2010,25.35003,7/27/2010,14.64997,7/27/2010,2.09448,7/27/2010,9.00398,7/27/2010,6.07854,7/27/2010,4.22311,7/27/2010,21.49118,7/27/2010,1.4115,7/27/2010,4.81503,7/27/2010,11.89528,7/27/2010,5.38418,7/27/2010,2.98236,7/27/2010,4.16619,7/27/2010,23.16448,7/27/2010,5.81673
7/28/2010,118.14346,7/28/2010,4.04835,7/28/2010,20.68651,7/28/2010,8.49584,7/28/2010,3.66062,7/28/2010,215.42832,7/28/2010,8.02828,7/28/2010,51.83031,7/28/2010,10.68537,7/28/2010,134.67898,7/28/2010,37.80363,7/28/2010,12.8635,7/28/2010,16.74079,7/28/2010,4.70977,7/28/2010,23.49185,7/28/2010,1.77899,7/28/2010,102.29217,7/28/2010,7.15019,7/28/2010,4.4931,7/28/2010,6.77386,7/28/2010,3.8887,7/28/2010,2.05269,7/28/2010,20.56107,7/28/2010,4.40187,7/28/2010,2.4062,7/28/2010,3.85449,7/28/2010,6.04402,7/28/2010,7.7888,7/28/2010,7.11598,7/28/2010,20.12772,7/28/2010,6.62561,7/28/2010,28.4297,7/28/2010,5.94138,7/28/2010,2.79393,7/28/2010,15.45216,7/28/2010,11.90558,7/28/2010,3.99133,3/9/2011,18.35527,7/28/2010,19.62596,7/28/2010,8.00547,7/28/2010,63.29114,7/28/2010,7.02475,7/28/2010,9.06603,7/28/2010,4.1966,7/28/2010,5.12031,7/28/2010,9.55639,7/28/2010,7.00194,7/28/2010,5.32558,7/28/2010,4.37906,7/28/2010,14.89337,7/28/2010,5.04048,7/28/2010,4.4931,7/28/2010,14.51705,7/28/2010,25.94367,7/28/2010,8.21074,7/28/2010,26.60509,7/28/2010,21.88391,7/28/2010,11.09591,7/28/2010,12.06523,7/28/2010,15.63462,7/28/2010,10.09237,7/28/2010,25.7384,7/28/2010,15.06443,7/28/2010,2.14392,7/28/2010,9.11164,7/28/2010,6.16946,7/28/2010,4.27643,7/28/2010,21.69004,7/28/2010,1.43688,7/28/2010,4.86943,7/28/2010,12.06523,7/28/2010,5.63348,7/28/2010,3.02201,7/28/2010,4.24222,7/28/2010,23.3664,7/28/2010,5.92998
7/29/2010,122.089,7/29/2010,4.13881,7/29/2010,21.27046,7/29/2010,8.60042,7/29/2010,3.7353,7/29/2010,211.81378,7/29/2010,8.05857,7/29/2010,52.1674,7/29/2010,10.66405,7/29/2010,134.77058,7/29/2010,36.9495,7/29/2010,12.95827,7/29/2010,16.73968,7/29/2010,4.4962,7/29/2010,24.40627,7/29/2010,1.79848,7/29/2010,101.10676,7/29/2010,7.13627,7/29/2010,4.4962,7/29/2010,6.94028,7/29/2010,4.12728,7/29/2010,2.02905,7/29/2010,20.75167,7/29/2010,4.38091,7/29/2010,2.39797,7/29/2010,3.85059,7/29/2010,6.04104,7/29/2010,7.80493,7/29/2010,7.15933,7/29/2010,20.32511,7/29/2010,6.70971,7/29/2010,28.37215,7/29/2010,6.07563,7/29/2010,2.813,7/29/2010,16.03643,7/29/2010,11.81692,7/29/2010,3.95435,3/10/2011,18.07447,7/29/2010,19.5181,7/29/2010,7.95481,7/29/2010,62.71616,7/29/2010,7.11321,7/29/2010,9.08462,7/29/2010,4.35785,7/29/2010,4.96887,7/29/2010,9.56883,7/29/2010,6.99792,7/29/2010,5.822,7/29/2010,4.39244,7/29/2010,14.67604,7/29/2010,5.0611,7/29/2010,4.53078,7/29/2010,14.97579,7/29/2010,25.905,7/29/2010,8.12774,7/29/2010,27.00023,7/29/2010,21.91607,7/29/2010,11.21743,7/29/2010,12.15126,7/29/2010,15.69057,7/29/2010,9.94927,7/29/2010,25.85889,7/29/2010,15.07955,7/29/2010,2.14434,7/29/2010,9.09615,7/29/2010,6.17939,7/29/2010,4.28868,7/29/2010,21.53562,7/29/2010,1.46415,7/29/2010,4.88817,7/29/2010,12.19737,7/29/2010,5.60295,7/29/2010,3.06664,7/29/2010,4.28868,7/29/2010,23.48398,7/29/2010,5.92576
7/30/2010,118.08929,7/30/2010,4.07125,7/30/2010,21.00393,7/30/2010,8.70923,7/30/2010,3.7474,7/30/2010,209.24022,7/30/2010,7.92274,7/30/2010,49.387,7/30/2010,10.61763,7/30/2010,132.31552,7/30/2010,37.06916,7/30/2010,12.3988,7/30/2010,16.52787,7/30/2010,4.3951,7/30/2010,24.10363,7/30/2010,1.75804,7/30/2010,101.31853,7/30/2010,7.11312,7/30/2010,4.07125,7/30/2010,6.76613,7/30/2010,4.23317,7/30/2010,2.00093,7/30/2010,20.3331,7/30/2010,4.26787,7/30/2010,2.3826,7/30/2010,3.7821,7/30/2010,5.92181,7/30/2010,7.52949,7/30/2010,7.19408,7/30/2010,19.74323,7/30/2010,6.53481,7/30/2010,27.7932,7/30/2010,5.85242,7/30/2010,2.77585,7/30/2010,15.82235,7/30/2010,11.47351,7/30/2010,3.80523,3/11/2011,18.31278,7/30/2010,19.22276,7/30/2010,7.84178,7/30/2010,60.4904,7/30/2010,6.96276,7/30/2010,9.02151,7/30/2010,4.26787,7/30/2010,4.91557,7/30/2010,9.58825,7/30/2010,6.71987,7/30/2010,5.99121,7/30/2010,4.33727,7/30/2010,14.50382,7/30/2010,4.82304,7/30/2010,4.44136,7/30/2010,14.82767,7/30/2010,25.53782,7/30/2010,8.0731,7/30/2010,27.00671,7/30/2010,21.5244,7/30/2010,11.04557,7/30/2010,11.88989,7/30/2010,15.34814,7/30/2010,9.81957,7/30/2010,24.78603,7/30/2010,15.41753,7/30/2010,2.08189,7/30/2010,9.27597,7/30/2010,6.01434,7/30/2010,4.22161,7/30/2010,21.32778,7/30/2010,1.42262,7/30/2010,4.79991,7/30/2010,11.91302,7/30/2010,5.52857,7/30/2010,2.97247,7/30/2010,4.18691,7/30/2010,23.57159,7/30/2010,5.86398
8/2/2010,117.8716,8/2/2010,4.24523,8/2/2010,21.26084,8/2/2010,8.59456,8/2/2010,3.67843,8/2/2010,203.27041,8/2/2010,7.92366,8/2/2010,49.79757,8/2/2010,11.32447,8/2/2010,131.28976,8/2/2010,36.95778,8/2/2010,12.29612,8/2/2010,16.43725,8/2/2010,4.46501,8/2/2010,24.17582,8/2/2010,1.83921,8/2/2010,101.21457,8/2/2010,7.11394,8/2/2010,3.81724,8/2/2010,6.70908,8/2/2010,4.17582,8/2/2010,2.01272,8/2/2010,20.63621,8/2/2010,4.31463,8/2/2010,2.39445,8/2/2010,3.74783,8/2/2010,5.87623,8/2/2010,7.59977,8/2/2010,7.28745,8/2/2010,19.60671,8/2/2010,6.46617,8/2/2010,27.94679,8/2/2010,5.3904,8/2/2010,2.63736,8/2/2010,16.44881,8/2/2010,11.45171,8/2/2010,3.81724,3/14/2011,16.64829,8/2/2010,19.00521,8/2/2010,7.71544,8/2/2010,60.26605,8/2/2010,7.0214,8/2/2010,9.06883,8/2/2010,4.19896,8/2/2010,4.8583,8/2/2010,9.58936,8/2/2010,6.57027,8/2/2010,5.89936,8/2/2010,4.47658,8/2/2010,14.23944,8/2/2010,4.74263,8/2/2010,4.40717,8/2/2010,15.00289,8/2/2010,25.44824,8/2/2010,8.01619,8/2/2010,26.30422,8/2/2010,19.76865,8/2/2010,10.90804,8/2/2010,11.90283,8/2/2010,15.55813,8/2/2010,9.61249,8/2/2010,24.73106,8/2/2010,15.80104,8/2/2010,2.13997,8/2/2010,9.27704,8/2/2010,5.69115,8/2/2010,4.16426,8/2/2010,21.46906,8/2/2010,1.42279,8/2/2010,4.75419,8/2/2010,11.86813,8/2/2010,5.49451,8/2/2010,2.89184,8/2/2010,4.14112,8/2/2010,23.49335,8/2/2010,5.80682
8/3/2010,121.12381,8/3/2010,4.32502,8/3/2010,21.71835,8/3/2010,8.90651,8/3/2010,3.75379,8/3/2010,207.50758,8/3/2010,8.00886,8/3/2010,49.54535,8/3/2010,11.84425,8/3/2010,133.36442,8/3/2010,38.06249,8/3/2010,12.59035,8/3/2010,16.83376,8/3/2010,4.58149,8/3/2010,24.55118,8/3/2010,1.87689,8/3/2010,103.05433,8/3/2010,7.36768,8/3/2010,3.90534,8/3/2010,6.87806,8/3/2010,4.24341,8/3/2010,2.07508,8/3/2010,21.14712,8/3/2010,4.38331,8/3/2010,2.43647,8/3/2010,3.84705,8/3/2010,6.01539,8/3/2010,7.77571,8/3/2010,7.41432,8/3/2010,19.6899,8/3/2010,6.55164,8/3/2010,29.24924,8/3/2010,5.64234,8/3/2010,2.71625,8/3/2010,16.34414,8/3/2010,11.76265,8/3/2010,3.92865,3/15/2011,15.70227,8/3/2010,19.28188,8/3/2010,7.86897,8/3/2010,61.90254,8/3/2010,6.98298,8/3/2010,9.15132,8/3/2010,4.3017,8/3/2010,4.95453,8/3/2010,9.83912,8/3/2010,6.80811,8/3/2010,6.23689,8/3/2010,4.59315,8/3/2010,14.52553,8/3/2010,4.88459,8/3/2010,4.53486,8/3/2010,15.01516,8/3/2010,26.12497,8/3/2010,8.04383,8/3/2010,26.92935,8/3/2010,19.67825,8/3/2010,11.02821,8/3/2010,12.56703,8/3/2010,15.80788,8/3/2010,9.72255,8/3/2010,24.60947,8/3/2010,16.28585,8/3/2010,2.19165,8/3/2010,9.47773,8/3/2010,5.74726,8/3/2010,4.33668,8/3/2010,21.68338,8/3/2010,1.44556,8/3/2010,4.86127,8/3/2010,11.97249,8/3/2010,5.47913,8/3/2010,2.94941,8/3/2010,4.24341,8/3/2010,24.17813,8/3/2010,5.8755
